source_node,target_node,conflict_count,total_overlap_days,max_overlap_days,edge_type
10_0101,10_0102,1,60,60,node_project_conflict
10_0101,10_0103,1,60,60,node_project_conflict
10_0101,10_0105,1,60,60,node_project_conflict
10_0101,10_0107,1,60,60,node_project_conflict
10_0101,10_0110,1,60,60,node_project_conflict
10_0101,10_0111,1,60,60,node_project_conflict
10_0101,10_0112,1,60,60,node_project_conflict
10_0101,10_0160,1,60,60,node_project_conflict
10_0102,10_0103,1,60,60,node_project_conflict
10_0102,10_0105,1,60,60,node_project_conflict
10_0102,10_0107,1,60,60,node_project_conflict
10_0102,10_0110,1,60,60,node_project_conflict
10_0102,10_0111,1,60,60,node_project_conflict
10_0102,10_0112,1,60,60,node_project_conflict
10_0102,10_0160,1,60,60,node_project_conflict
10_0103,10_0104,1,60,60,node_project_conflict
10_0103,10_0105,1,60,60,node_project_conflict
10_0103,10_0106,1,60,60,node_project_conflict
10_0103,10_0107,1,60,60,node_project_conflict
10_0103,10_0108,1,60,60,node_project_conflict
10_0103,10_0109,1,60,60,node_project_conflict
10_0103,10_0110,1,60,60,node_project_conflict
10_0103,10_0111,1,60,60,node_project_conflict
10_0103,10_0112,1,60,60,node_project_conflict
10_0103,10_0159,1,60,60,node_project_conflict
10_0103,10_0160,1,60,60,node_project_conflict
10_0104,10_0106,1,60,60,node_project_conflict
10_0104,10_0108,1,60,60,node_project_conflict
10_0104,10_0109,1,60,60,node_project_conflict
10_0104,10_0110,1,60,60,node_project_conflict
10_0104,10_0111,1,60,60,node_project_conflict
10_0104,10_0112,1,60,60,node_project_conflict
10_0104,10_0159,1,60,60,node_project_conflict
10_0105,10_0107,1,60,60,node_project_conflict
10_0105,10_0110,1,60,60,node_project_conflict
10_0105,10_0111,1,60,60,node_project_conflict
10_0105,10_0112,1,60,60,node_project_conflict
10_0105,10_0160,1,60,60,node_project_conflict
10_0106,10_0108,1,60,60,node_project_conflict
10_0106,10_0109,1,60,60,node_project_conflict
10_0106,10_0110,1,60,60,node_project_conflict
10_0106,10_0111,1,60,60,node_project_conflict
10_0106,10_0112,1,60,60,node_project_conflict
10_0106,10_0159,1,60,60,node_project_conflict
10_0107,10_0110,1,60,60,node_project_conflict
10_0107,10_0111,1,60,60,node_project_conflict
10_0107,10_0112,1,60,60,node_project_conflict
10_0107,10_0160,1,60,60,node_project_conflict
10_0108,10_0109,1,60,60,node_project_conflict
10_0108,10_0110,1,60,60,node_project_conflict
10_0108,10_0111,1,60,60,node_project_conflict
10_0108,10_0112,1,60,60,node_project_conflict
10_0108,10_0159,1,60,60,node_project_conflict
10_0109,10_0110,1,60,60,node_project_conflict
10_0109,10_0111,1,60,60,node_project_conflict
10_0109,10_0112,1,60,60,node_project_conflict
10_0109,10_0159,1,60,60,node_project_conflict
10_0110,10_0111,1,60,60,node_project_conflict
10_0110,10_0112,1,60,60,node_project_conflict
10_0110,10_0159,1,60,60,node_project_conflict
10_0110,10_0160,1,60,60,node_project_conflict
10_0111,10_0112,1,60,60,node_project_conflict
10_0111,10_0159,1,60,60,node_project_conflict
10_0111,10_0160,1,60,60,node_project_conflict
10_0112,10_0159,1,60,60,node_project_conflict
10_0112,10_0160,1,60,60,node_project_conflict
10_0201,10_0202,1,0,0,node_project_conflict
10_0201,10_0203,1,0,0,node_project_conflict
10_0201,10_0205,1,0,0,node_project_conflict
10_0201,10_0206,1,0,0,node_project_conflict
10_0201,10_0207,1,0,0,node_project_conflict
10_0201,10_0209,1,0,0,node_project_conflict
10_0201,10_0211,1,0,0,node_project_conflict
10_0201,10_0260,1,0,0,node_project_conflict
10_0202,10_0203,1,0,0,node_project_conflict
10_0202,10_0204,1,0,0,node_project_conflict
10_0202,10_0205,1,0,0,node_project_conflict
10_0202,10_0206,1,0,0,node_project_conflict
10_0202,10_0207,1,0,0,node_project_conflict
10_0202,10_0208,1,0,0,node_project_conflict
10_0202,10_0209,1,0,0,node_project_conflict
10_0202,10_0210,1,0,0,node_project_conflict
10_0202,10_0211,1,0,0,node_project_conflict
10_0202,10_0212,1,0,0,node_project_conflict
10_0202,10_0259,1,0,0,node_project_conflict
10_0202,10_0260,1,0,0,node_project_conflict
10_0203,10_0204,1,0,0,node_project_conflict
10_0203,10_0205,1,0,0,node_project_conflict
10_0203,10_0206,1,0,0,node_project_conflict
10_0203,10_0207,1,0,0,node_project_conflict
10_0203,10_0208,1,0,0,node_project_conflict
10_0203,10_0209,1,0,0,node_project_conflict
10_0203,10_0210,1,0,0,node_project_conflict
10_0203,10_0211,1,0,0,node_project_conflict
10_0203,10_0212,1,0,0,node_project_conflict
10_0203,10_0259,1,0,0,node_project_conflict
10_0203,10_0260,1,0,0,node_project_conflict
10_0204,10_0206,1,0,0,node_project_conflict
10_0204,10_0207,1,0,0,node_project_conflict
10_0204,10_0208,1,0,0,node_project_conflict
10_0204,10_0210,1,0,0,node_project_conflict
10_0204,10_0212,1,0,0,node_project_conflict
10_0204,10_0259,1,0,0,node_project_conflict
10_0205,10_0206,1,0,0,node_project_conflict
10_0205,10_0207,1,0,0,node_project_conflict
10_0205,10_0209,1,0,0,node_project_conflict
10_0205,10_0211,1,0,0,node_project_conflict
10_0205,10_0260,1,0,0,node_project_conflict
10_0206,10_0207,1,0,0,node_project_conflict
10_0206,10_0208,1,0,0,node_project_conflict
10_0206,10_0209,1,0,0,node_project_conflict
10_0206,10_0210,1,0,0,node_project_conflict
10_0206,10_0211,1,0,0,node_project_conflict
10_0206,10_0212,1,0,0,node_project_conflict
10_0206,10_0259,1,0,0,node_project_conflict
10_0206,10_0260,1,0,0,node_project_conflict
10_0207,10_0208,1,0,0,node_project_conflict
10_0207,10_0209,1,0,0,node_project_conflict
10_0207,10_0210,1,0,0,node_project_conflict
10_0207,10_0211,1,0,0,node_project_conflict
10_0207,10_0212,1,0,0,node_project_conflict
10_0207,10_0259,1,0,0,node_project_conflict
10_0207,10_0260,1,0,0,node_project_conflict
10_0208,10_0210,1,0,0,node_project_conflict
10_0208,10_0212,1,0,0,node_project_conflict
10_0208,10_0259,1,0,0,node_project_conflict
10_0209,10_0211,1,0,0,node_project_conflict
10_0209,10_0260,1,0,0,node_project_conflict
10_0210,10_0212,1,0,0,node_project_conflict
10_0210,10_0259,1,0,0,node_project_conflict
10_0211,10_0260,1,0,0,node_project_conflict
10_0212,10_0259,1,0,0,node_project_conflict
12_0101,12_0102,1,0,0,node_project_conflict
12_0101,12_0103,1,0,0,node_project_conflict
12_0101,12_0104,1,0,0,node_project_conflict
12_0101,12_0105,1,0,0,node_project_conflict
12_0101,12_0109,1,0,0,node_project_conflict
12_0101,12_0111,1,0,0,node_project_conflict
12_0101,12_0112,1,0,0,node_project_conflict
12_0101,12_0161,1,0,0,node_project_conflict
12_0102,12_0103,1,0,0,node_project_conflict
12_0102,12_0104,1,0,0,node_project_conflict
12_0102,12_0105,1,0,0,node_project_conflict
12_0102,12_0109,1,0,0,node_project_conflict
12_0102,12_0111,1,0,0,node_project_conflict
12_0102,12_0112,1,0,0,node_project_conflict
12_0102,12_0161,1,0,0,node_project_conflict
12_0103,12_0104,1,0,0,node_project_conflict
12_0103,12_0105,1,0,0,node_project_conflict
12_0103,12_0106,1,0,0,node_project_conflict
12_0103,12_0107,1,0,0,node_project_conflict
12_0103,12_0108,1,0,0,node_project_conflict
12_0103,12_0109,1,0,0,node_project_conflict
12_0103,12_0110,1,0,0,node_project_conflict
12_0103,12_0111,1,0,0,node_project_conflict
12_0103,12_0112,1,0,0,node_project_conflict
12_0103,12_0161,1,0,0,node_project_conflict
12_0104,12_0105,1,0,0,node_project_conflict
12_0104,12_0106,1,0,0,node_project_conflict
12_0104,12_0107,1,0,0,node_project_conflict
12_0104,12_0108,1,0,0,node_project_conflict
12_0104,12_0109,1,0,0,node_project_conflict
12_0104,12_0110,1,0,0,node_project_conflict
12_0104,12_0111,1,0,0,node_project_conflict
12_0104,12_0112,1,0,0,node_project_conflict
12_0104,12_0161,1,0,0,node_project_conflict
12_0105,12_0109,1,0,0,node_project_conflict
12_0105,12_0111,1,0,0,node_project_conflict
12_0105,12_0112,1,0,0,node_project_conflict
12_0105,12_0161,1,0,0,node_project_conflict
12_0106,12_0107,1,0,0,node_project_conflict
12_0106,12_0108,1,0,0,node_project_conflict
12_0106,12_0109,1,0,0,node_project_conflict
12_0106,12_0110,1,0,0,node_project_conflict
12_0106,12_0111,1,0,0,node_project_conflict
12_0106,12_0112,1,0,0,node_project_conflict
12_0107,12_0108,1,0,0,node_project_conflict
12_0107,12_0109,1,0,0,node_project_conflict
12_0107,12_0110,1,0,0,node_project_conflict
12_0107,12_0111,1,0,0,node_project_conflict
12_0107,12_0112,1,0,0,node_project_conflict
12_0108,12_0109,1,0,0,node_project_conflict
12_0108,12_0110,1,0,0,node_project_conflict
12_0108,12_0111,1,0,0,node_project_conflict
12_0108,12_0112,1,0,0,node_project_conflict
12_0109,12_0110,1,0,0,node_project_conflict
12_0109,12_0111,1,0,0,node_project_conflict
12_0109,12_0112,1,0,0,node_project_conflict
12_0109,12_0161,1,0,0,node_project_conflict
12_0110,12_0111,1,0,0,node_project_conflict
12_0110,12_0112,1,0,0,node_project_conflict
12_0111,12_0112,1,0,0,node_project_conflict
12_0111,12_0161,1,0,0,node_project_conflict
12_0112,12_0161,1,0,0,node_project_conflict
12_AA01,12_AA02,1,0,0,node_project_conflict
12_AA01,12_AA03,1,0,0,node_project_conflict
12_AA01,12_AA61,1,0,0,node_project_conflict
12_AA02,12_AA03,1,0,0,node_project_conflict
12_AA02,12_AA61,1,0,0,node_project_conflict
12_AA03,12_AA61,1,0,0,node_project_conflict
19_0101,19_0102,1,212,212,node_project_conflict
19_0101,19_0103,1,212,212,node_project_conflict
19_0101,19_0104,1,212,212,node_project_conflict
19_0101,19_0105,1,212,212,node_project_conflict
19_0101,19_0106,1,212,212,node_project_conflict
19_0101,19_0107,1,212,212,node_project_conflict
19_0101,19_0108,1,212,212,node_project_conflict
19_0101,19_0109,1,212,212,node_project_conflict
19_0101,19_0110,1,212,212,node_project_conflict
19_0101,19_0111,1,212,212,node_project_conflict
19_0101,19_0112,1,212,212,node_project_conflict
19_0101,19_0159,1,212,212,node_project_conflict
19_0102,19_0103,1,212,212,node_project_conflict
19_0102,19_0105,1,212,212,node_project_conflict
19_0102,19_0107,1,212,212,node_project_conflict
19_0102,19_0109,1,212,212,node_project_conflict
19_0102,19_0110,1,212,212,node_project_conflict
19_0102,19_0111,1,212,212,node_project_conflict
19_0102,19_0112,1,212,212,node_project_conflict
19_0103,19_0105,1,212,212,node_project_conflict
19_0103,19_0107,1,212,212,node_project_conflict
19_0103,19_0109,1,212,212,node_project_conflict
19_0103,19_0110,1,212,212,node_project_conflict
19_0103,19_0111,1,212,212,node_project_conflict
19_0103,19_0112,1,212,212,node_project_conflict
19_0104,19_0106,1,212,212,node_project_conflict
19_0104,19_0108,1,212,212,node_project_conflict
19_0104,19_0109,1,212,212,node_project_conflict
19_0104,19_0110,1,212,212,node_project_conflict
19_0104,19_0111,1,212,212,node_project_conflict
19_0104,19_0112,1,212,212,node_project_conflict
19_0104,19_0159,1,212,212,node_project_conflict
19_0105,19_0107,1,212,212,node_project_conflict
19_0105,19_0109,1,212,212,node_project_conflict
19_0105,19_0110,1,212,212,node_project_conflict
19_0105,19_0111,1,212,212,node_project_conflict
19_0105,19_0112,1,212,212,node_project_conflict
19_0106,19_0108,1,212,212,node_project_conflict
19_0106,19_0109,1,212,212,node_project_conflict
19_0106,19_0110,1,212,212,node_project_conflict
19_0106,19_0111,1,212,212,node_project_conflict
19_0106,19_0112,1,212,212,node_project_conflict
19_0106,19_0159,1,212,212,node_project_conflict
19_0107,19_0109,1,212,212,node_project_conflict
19_0107,19_0110,1,212,212,node_project_conflict
19_0107,19_0111,1,212,212,node_project_conflict
19_0107,19_0112,1,212,212,node_project_conflict
19_0108,19_0109,1,212,212,node_project_conflict
19_0108,19_0110,1,212,212,node_project_conflict
19_0108,19_0111,1,212,212,node_project_conflict
19_0108,19_0112,1,212,212,node_project_conflict
19_0108,19_0159,1,212,212,node_project_conflict
19_0109,19_0110,1,212,212,node_project_conflict
19_0109,19_0111,1,212,212,node_project_conflict
19_0109,19_0112,1,212,212,node_project_conflict
19_0109,19_0159,1,212,212,node_project_conflict
19_0110,19_0111,1,212,212,node_project_conflict
19_0110,19_0112,1,212,212,node_project_conflict
19_0110,19_0159,1,212,212,node_project_conflict
19_0111,19_0112,1,212,212,node_project_conflict
19_0111,19_0159,1,212,212,node_project_conflict
19_0112,19_0159,1,212,212,node_project_conflict
19_0213,19_0214,1,122,122,node_project_conflict
19_0213,19_0215,1,122,122,node_project_conflict
19_0213,19_0216,1,122,122,node_project_conflict
19_0213,19_0217,1,122,122,node_project_conflict
19_0213,19_0218,1,122,122,node_project_conflict
19_0213,19_0219,1,122,122,node_project_conflict
19_0213,19_0220,1,122,122,node_project_conflict
19_0213,19_0221,1,122,122,node_project_conflict
19_0213,19_0222,1,122,122,node_project_conflict
19_0213,19_0223,1,122,122,node_project_conflict
19_0213,19_0224,1,122,122,node_project_conflict
19_0213,19_0259,1,122,122,node_project_conflict
19_0214,19_0215,1,122,122,node_project_conflict
19_0214,19_0216,1,122,122,node_project_conflict
19_0214,19_0217,1,122,122,node_project_conflict
19_0214,19_0218,1,122,122,node_project_conflict
19_0214,19_0219,1,122,122,node_project_conflict
19_0214,19_0220,1,122,122,node_project_conflict
19_0214,19_0221,1,122,122,node_project_conflict
19_0214,19_0222,1,122,122,node_project_conflict
19_0214,19_0223,1,122,122,node_project_conflict
19_0214,19_0224,1,122,122,node_project_conflict
19_0214,19_0259,1,122,122,node_project_conflict
19_0215,19_0216,1,122,122,node_project_conflict
19_0215,19_0217,1,122,122,node_project_conflict
19_0215,19_0218,1,122,122,node_project_conflict
19_0215,19_0219,1,122,122,node_project_conflict
19_0215,19_0220,1,122,122,node_project_conflict
19_0215,19_0221,1,122,122,node_project_conflict
19_0215,19_0222,1,122,122,node_project_conflict
19_0215,19_0223,1,122,122,node_project_conflict
19_0215,19_0224,1,122,122,node_project_conflict
19_0215,19_0259,1,122,122,node_project_conflict
19_0216,19_0217,1,122,122,node_project_conflict
19_0216,19_0218,1,122,122,node_project_conflict
19_0216,19_0219,1,122,122,node_project_conflict
19_0216,19_0220,1,122,122,node_project_conflict
19_0216,19_0221,1,122,122,node_project_conflict
19_0216,19_0222,1,122,122,node_project_conflict
19_0216,19_0223,1,122,122,node_project_conflict
19_0216,19_0224,1,122,122,node_project_conflict
19_0216,19_0259,1,122,122,node_project_conflict
19_0217,19_0218,1,122,122,node_project_conflict
19_0217,19_0219,1,122,122,node_project_conflict
19_0217,19_0220,1,122,122,node_project_conflict
19_0217,19_0259,1,122,122,node_project_conflict
19_0218,19_0219,1,122,122,node_project_conflict
19_0218,19_0220,1,122,122,node_project_conflict
19_0218,19_0259,1,122,122,node_project_conflict
19_0219,19_0220,1,122,122,node_project_conflict
19_0219,19_0259,1,122,122,node_project_conflict
19_0220,19_0259,1,122,122,node_project_conflict
19_0221,19_0222,1,122,122,node_project_conflict
19_0221,19_0223,1,122,122,node_project_conflict
19_0221,19_0224,1,122,122,node_project_conflict
19_0221,19_0259,1,122,122,node_project_conflict
19_0222,19_0223,1,122,122,node_project_conflict
19_0222,19_0224,1,122,122,node_project_conflict
19_0222,19_0259,1,122,122,node_project_conflict
19_0223,19_0224,1,122,122,node_project_conflict
19_0223,19_0259,1,122,122,node_project_conflict
19_0224,19_0259,1,122,122,node_project_conflict
1_0101,1_0102,1,0,0,node_project_conflict
1_0101,1_0103,1,0,0,node_project_conflict
1_0101,1_0104,1,0,0,node_project_conflict
1_0101,1_0105,1,0,0,node_project_conflict
1_0101,1_0106,1,0,0,node_project_conflict
1_0101,1_0112,1,0,0,node_project_conflict
1_0101,1_0161,1,0,0,node_project_conflict
1_0101,1_0162,1,0,0,node_project_conflict
1_0102,1_0103,1,0,0,node_project_conflict
1_0102,1_0104,1,0,0,node_project_conflict
1_0102,1_0105,1,0,0,node_project_conflict
1_0102,1_0106,1,0,0,node_project_conflict
1_0102,1_0112,1,0,0,node_project_conflict
1_0102,1_0161,1,0,0,node_project_conflict
1_0102,1_0162,1,0,0,node_project_conflict
1_0103,1_0104,1,0,0,node_project_conflict
1_0103,1_0105,1,0,0,node_project_conflict
1_0103,1_0106,1,0,0,node_project_conflict
1_0103,1_0111,1,0,0,node_project_conflict
1_0103,1_0112,1,0,0,node_project_conflict
1_0103,1_0161,1,0,0,node_project_conflict
1_0103,1_0162,1,0,0,node_project_conflict
1_0104,1_0105,1,0,0,node_project_conflict
1_0104,1_0106,1,0,0,node_project_conflict
1_0104,1_0107,1,0,0,node_project_conflict
1_0104,1_0108,1,0,0,node_project_conflict
1_0104,1_0109,1,0,0,node_project_conflict
1_0104,1_0110,1,0,0,node_project_conflict
1_0104,1_0111,1,0,0,node_project_conflict
1_0104,1_0112,1,0,0,node_project_conflict
1_0104,1_0161,1,0,0,node_project_conflict
1_0104,1_0162,1,0,0,node_project_conflict
1_0104,1_0163,1,0,0,node_project_conflict
1_0105,1_0106,1,0,0,node_project_conflict
1_0105,1_0112,1,0,0,node_project_conflict
1_0105,1_0161,1,0,0,node_project_conflict
1_0105,1_0162,1,0,0,node_project_conflict
1_0106,1_0107,1,0,0,node_project_conflict
1_0106,1_0108,1,0,0,node_project_conflict
1_0106,1_0109,1,0,0,node_project_conflict
1_0106,1_0110,1,0,0,node_project_conflict
1_0106,1_0111,1,0,0,node_project_conflict
1_0106,1_0112,1,0,0,node_project_conflict
1_0106,1_0161,1,0,0,node_project_conflict
1_0106,1_0162,1,0,0,node_project_conflict
1_0106,1_0163,1,0,0,node_project_conflict
1_0107,1_0108,1,0,0,node_project_conflict
1_0107,1_0109,1,0,0,node_project_conflict
1_0107,1_0110,1,0,0,node_project_conflict
1_0107,1_0111,1,0,0,node_project_conflict
1_0107,1_0112,1,0,0,node_project_conflict
1_0107,1_0163,1,0,0,node_project_conflict
1_0108,1_0109,1,0,0,node_project_conflict
1_0108,1_0110,1,0,0,node_project_conflict
1_0108,1_0111,1,0,0,node_project_conflict
1_0108,1_0112,1,0,0,node_project_conflict
1_0108,1_0163,1,0,0,node_project_conflict
1_0109,1_0110,1,0,0,node_project_conflict
1_0109,1_0111,1,0,0,node_project_conflict
1_0109,1_0112,1,0,0,node_project_conflict
1_0109,1_0163,1,0,0,node_project_conflict
1_0110,1_0111,1,0,0,node_project_conflict
1_0110,1_0112,1,0,0,node_project_conflict
1_0110,1_0162,1,0,0,node_project_conflict
1_0110,1_0163,1,0,0,node_project_conflict
1_0111,1_0112,1,0,0,node_project_conflict
1_0111,1_0162,1,0,0,node_project_conflict
1_0111,1_0163,1,0,0,node_project_conflict
1_0112,1_0161,1,0,0,node_project_conflict
1_0112,1_0162,1,0,0,node_project_conflict
1_0112,1_0163,1,0,0,node_project_conflict
1_0161,1_0162,1,0,0,node_project_conflict
20_0101,20_0102,1,0,0,node_project_conflict
20_0101,20_0106,1,0,0,node_project_conflict
20_0101,20_0107,1,0,0,node_project_conflict
20_0101,20_0108,1,0,0,node_project_conflict
20_0101,20_0109,1,0,0,node_project_conflict
20_0101,20_0110,1,0,0,node_project_conflict
20_0101,20_0112,1,0,0,node_project_conflict
20_0101,20_0159,1,0,0,node_project_conflict
20_0101,20_0162,1,0,0,node_project_conflict
20_0101,20_0163,1,0,0,node_project_conflict
20_0101,20_0164,1,0,0,node_project_conflict
20_0101,20_0901,1,0,0,node_project_conflict
20_0101,20_0902,1,0,0,node_project_conflict
20_0101,20_0903,1,0,0,node_project_conflict
20_0102,20_0106,1,0,0,node_project_conflict
20_0102,20_0107,1,0,0,node_project_conflict
20_0102,20_0108,1,0,0,node_project_conflict
20_0102,20_0109,1,0,0,node_project_conflict
20_0102,20_0110,1,0,0,node_project_conflict
20_0102,20_0112,1,0,0,node_project_conflict
20_0102,20_0159,1,0,0,node_project_conflict
20_0102,20_0162,1,0,0,node_project_conflict
20_0102,20_0163,1,0,0,node_project_conflict
20_0102,20_0164,1,0,0,node_project_conflict
20_0102,20_0901,1,0,0,node_project_conflict
20_0102,20_0902,1,0,0,node_project_conflict
20_0102,20_0903,1,0,0,node_project_conflict
20_0103,20_0104,1,0,0,node_project_conflict
20_0103,20_0105,1,0,0,node_project_conflict
20_0103,20_0107,1,0,0,node_project_conflict
20_0103,20_0108,1,0,0,node_project_conflict
20_0103,20_0109,1,0,0,node_project_conflict
20_0103,20_0110,1,0,0,node_project_conflict
20_0103,20_0111,1,0,0,node_project_conflict
20_0103,20_0112,1,0,0,node_project_conflict
20_0103,20_0160,1,0,0,node_project_conflict
20_0103,20_0161,1,0,0,node_project_conflict
20_0104,20_0105,1,0,0,node_project_conflict
20_0104,20_0108,1,0,0,node_project_conflict
20_0104,20_0109,1,0,0,node_project_conflict
20_0104,20_0110,1,0,0,node_project_conflict
20_0104,20_0111,1,0,0,node_project_conflict
20_0104,20_0112,1,0,0,node_project_conflict
20_0104,20_0160,1,0,0,node_project_conflict
20_0104,20_0161,1,0,0,node_project_conflict
20_0105,20_0107,1,0,0,node_project_conflict
20_0105,20_0108,1,0,0,node_project_conflict
20_0105,20_0109,1,0,0,node_project_conflict
20_0105,20_0110,1,0,0,node_project_conflict
20_0105,20_0111,1,0,0,node_project_conflict
20_0105,20_0112,1,0,0,node_project_conflict
20_0105,20_0160,1,0,0,node_project_conflict
20_0105,20_0161,1,0,0,node_project_conflict
20_0106,20_0107,1,0,0,node_project_conflict
20_0106,20_0108,1,0,0,node_project_conflict
20_0106,20_0109,1,0,0,node_project_conflict
20_0106,20_0110,1,0,0,node_project_conflict
20_0106,20_0112,1,0,0,node_project_conflict
20_0106,20_0159,1,0,0,node_project_conflict
20_0107,20_0108,1,0,0,node_project_conflict
20_0107,20_0109,1,0,0,node_project_conflict
20_0107,20_0110,1,0,0,node_project_conflict
20_0107,20_0111,1,0,0,node_project_conflict
20_0107,20_0112,1,0,0,node_project_conflict
20_0107,20_0159,1,0,0,node_project_conflict
20_0108,20_0109,1,0,0,node_project_conflict
20_0108,20_0110,1,0,0,node_project_conflict
20_0108,20_0111,1,0,0,node_project_conflict
20_0108,20_0112,1,0,0,node_project_conflict
20_0108,20_0159,1,0,0,node_project_conflict
20_0109,20_0110,1,0,0,node_project_conflict
20_0109,20_0111,1,0,0,node_project_conflict
20_0109,20_0112,1,0,0,node_project_conflict
20_0109,20_0159,1,0,0,node_project_conflict
20_0109,20_0160,1,0,0,node_project_conflict
20_0109,20_0161,1,0,0,node_project_conflict
20_0110,20_0111,1,0,0,node_project_conflict
20_0110,20_0112,1,0,0,node_project_conflict
20_0110,20_0159,1,0,0,node_project_conflict
20_0110,20_0160,1,0,0,node_project_conflict
20_0110,20_0161,1,0,0,node_project_conflict
20_0111,20_0112,1,0,0,node_project_conflict
20_0111,20_0160,1,0,0,node_project_conflict
20_0111,20_0161,1,0,0,node_project_conflict
20_0112,20_0159,1,0,0,node_project_conflict
20_0112,20_0160,1,0,0,node_project_conflict
20_0112,20_0161,1,0,0,node_project_conflict
20_0159,20_0162,1,0,0,node_project_conflict
20_0159,20_0163,1,0,0,node_project_conflict
20_0159,20_0164,1,0,0,node_project_conflict
20_0159,20_0901,1,0,0,node_project_conflict
20_0159,20_0902,1,0,0,node_project_conflict
20_0159,20_0903,1,0,0,node_project_conflict
20_0160,20_0161,1,0,0,node_project_conflict
20_0162,20_0163,1,0,0,node_project_conflict
20_0162,20_0164,1,0,0,node_project_conflict
20_0162,20_0901,1,0,0,node_project_conflict
20_0162,20_0902,1,0,0,node_project_conflict
20_0162,20_0903,1,0,0,node_project_conflict
20_0163,20_0164,1,0,0,node_project_conflict
20_0163,20_0901,1,0,0,node_project_conflict
20_0163,20_0902,1,0,0,node_project_conflict
20_0163,20_0903,1,0,0,node_project_conflict
20_0164,20_0901,1,0,0,node_project_conflict
20_0164,20_0902,1,0,0,node_project_conflict
20_0164,20_0903,1,0,0,node_project_conflict
20_0201,20_0202,1,1,1,node_project_conflict
20_0201,20_0203,1,1,1,node_project_conflict
20_0201,20_0204,1,1,1,node_project_conflict
20_0201,20_0205,1,1,1,node_project_conflict
20_0201,20_0206,1,1,1,node_project_conflict
20_0201,20_0207,1,1,1,node_project_conflict
20_0201,20_0208,1,1,1,node_project_conflict
20_0201,20_0212,1,1,1,node_project_conflict
20_0202,20_0203,1,1,1,node_project_conflict
20_0202,20_0204,1,1,1,node_project_conflict
20_0202,20_0205,1,1,1,node_project_conflict
20_0202,20_0206,1,1,1,node_project_conflict
20_0202,20_0207,1,1,1,node_project_conflict
20_0202,20_0208,1,1,1,node_project_conflict
20_0202,20_0212,1,1,1,node_project_conflict
20_0203,20_0204,1,1,1,node_project_conflict
20_0203,20_0205,1,1,1,node_project_conflict
20_0203,20_0206,1,1,1,node_project_conflict
20_0203,20_0207,1,1,1,node_project_conflict
20_0203,20_0208,1,1,1,node_project_conflict
20_0203,20_0212,1,1,1,node_project_conflict
20_0204,20_0205,1,1,1,node_project_conflict
20_0204,20_0206,1,1,1,node_project_conflict
20_0204,20_0207,1,1,1,node_project_conflict
20_0204,20_0208,1,1,1,node_project_conflict
20_0204,20_0212,1,1,1,node_project_conflict
20_0205,20_0206,1,1,1,node_project_conflict
20_0205,20_0207,1,1,1,node_project_conflict
20_0205,20_0208,1,1,1,node_project_conflict
20_0205,20_0209,1,1,1,node_project_conflict
20_0205,20_0210,1,1,1,node_project_conflict
20_0205,20_0211,1,1,1,node_project_conflict
20_0205,20_0212,1,1,1,node_project_conflict
20_0205,20_0259,1,1,1,node_project_conflict
20_0206,20_0207,1,1,1,node_project_conflict
20_0206,20_0208,1,1,1,node_project_conflict
20_0206,20_0209,1,1,1,node_project_conflict
20_0206,20_0210,1,1,1,node_project_conflict
20_0206,20_0211,1,1,1,node_project_conflict
20_0206,20_0212,1,1,1,node_project_conflict
20_0206,20_0259,1,1,1,node_project_conflict
20_0207,20_0208,1,1,1,node_project_conflict
20_0207,20_0209,1,1,1,node_project_conflict
20_0207,20_0210,1,1,1,node_project_conflict
20_0207,20_0211,1,1,1,node_project_conflict
20_0207,20_0212,1,1,1,node_project_conflict
20_0207,20_0259,1,1,1,node_project_conflict
20_0208,20_0209,1,1,1,node_project_conflict
20_0208,20_0210,1,1,1,node_project_conflict
20_0208,20_0211,1,1,1,node_project_conflict
20_0208,20_0212,1,1,1,node_project_conflict
20_0208,20_0259,1,1,1,node_project_conflict
20_0209,20_0210,1,1,1,node_project_conflict
20_0209,20_0211,1,1,1,node_project_conflict
20_0209,20_0212,1,1,1,node_project_conflict
20_0209,20_0259,1,1,1,node_project_conflict
20_0210,20_0211,1,1,1,node_project_conflict
20_0210,20_0212,1,1,1,node_project_conflict
20_0210,20_0259,1,1,1,node_project_conflict
20_0211,20_0212,1,1,1,node_project_conflict
20_0211,20_0259,1,1,1,node_project_conflict
20_0212,20_0259,1,1,1,node_project_conflict
20_0901,20_0902,1,1,1,node_project_conflict
20_0901,20_0903,1,1,1,node_project_conflict
20_0902,20_0903,1,1,1,node_project_conflict
22_0113,22_0114,1,0,0,node_project_conflict
22_0113,22_0115,1,0,0,node_project_conflict
22_0113,22_0116,1,0,0,node_project_conflict
22_0113,22_0117,1,0,0,node_project_conflict
22_0113,22_0118,1,0,0,node_project_conflict
22_0113,22_0122,1,0,0,node_project_conflict
22_0113,22_0123,1,0,0,node_project_conflict
22_0113,22_0124,1,0,0,node_project_conflict
22_0114,22_0115,1,0,0,node_project_conflict
22_0114,22_0116,1,0,0,node_project_conflict
22_0114,22_0117,1,0,0,node_project_conflict
22_0114,22_0118,1,0,0,node_project_conflict
22_0114,22_0122,1,0,0,node_project_conflict
22_0114,22_0123,1,0,0,node_project_conflict
