source_node,target_node,conflict_count,total_overlap_days,max_overlap_days,edge_type
55_0218,55_C903,1,1,1,node_project_conflict
55_0218,55_C960,1,1,1,node_project_conflict
55_0219,55_0222,1,1,1,node_project_conflict
55_0219,55_0262,1,1,1,node_project_conflict
55_0219,55_C902,1,1,1,node_project_conflict
55_0219,55_C903,1,1,1,node_project_conflict
55_0219,55_C960,1,1,1,node_project_conflict
55_0220,55_0221,1,1,1,node_project_conflict
55_0220,55_0224,1,1,1,node_project_conflict
55_0220,55_0259,1,1,1,node_project_conflict
55_0220,55_0260,1,1,1,node_project_conflict
55_0220,55_0261,1,1,1,node_project_conflict
55_0220,55_0263,1,1,1,node_project_conflict
55_0220,55_0264,1,1,1,node_project_conflict
55_0220,55_0265,1,1,1,node_project_conflict
55_0220,55_0266,1,1,1,node_project_conflict
55_0221,55_0224,1,1,1,node_project_conflict
55_0221,55_0259,1,1,1,node_project_conflict
55_0221,55_0260,1,1,1,node_project_conflict
55_0221,55_0263,1,1,1,node_project_conflict
55_0221,55_0264,1,1,1,node_project_conflict
55_0221,55_0265,1,1,1,node_project_conflict
55_0221,55_0266,1,1,1,node_project_conflict
55_0222,55_0223,1,1,1,node_project_conflict
55_0222,55_0261,1,1,1,node_project_conflict
55_0222,55_0262,1,1,1,node_project_conflict
55_0222,55_0266,1,1,1,node_project_conflict
55_0223,55_0261,1,1,1,node_project_conflict
55_0223,55_0262,1,1,1,node_project_conflict
55_0223,55_0266,1,1,1,node_project_conflict
55_0224,55_0259,1,1,1,node_project_conflict
55_0224,55_0260,1,1,1,node_project_conflict
55_0224,55_0263,1,1,1,node_project_conflict
55_0224,55_0264,1,1,1,node_project_conflict
55_0224,55_0265,1,1,1,node_project_conflict
55_0224,55_0266,1,1,1,node_project_conflict
55_0259,55_0260,1,1,1,node_project_conflict
55_0259,55_0263,1,1,1,node_project_conflict
55_0259,55_0264,1,1,1,node_project_conflict
55_0259,55_0265,1,1,1,node_project_conflict
55_0260,55_0263,1,1,1,node_project_conflict
55_0260,55_0264,1,1,1,node_project_conflict
55_0260,55_0265,1,1,1,node_project_conflict
55_0261,55_0262,1,1,1,node_project_conflict
55_0261,55_0266,1,1,1,node_project_conflict
55_0262,55_C960,1,1,1,node_project_conflict
55_0263,55_0264,1,1,1,node_project_conflict
55_0263,55_0265,1,1,1,node_project_conflict
55_0264,55_0265,1,1,1,node_project_conflict
55_0805,55_0806,1,1,1,node_project_conflict
55_6351,55_6352,1,30,30,node_project_conflict
55_6351,55_6353,1,30,30,node_project_conflict
55_6351,55_6354,1,30,30,node_project_conflict
55_6351,55_6355,1,30,30,node_project_conflict
55_6352,55_6353,1,30,30,node_project_conflict
55_6352,55_6354,1,30,30,node_project_conflict
55_6352,55_6355,1,30,30,node_project_conflict
55_6353,55_6354,1,30,30,node_project_conflict
55_6353,55_6355,1,30,30,node_project_conflict
55_6354,55_6355,1,30,30,node_project_conflict
55_C901,55_C902,1,31,31,node_project_conflict
55_C901,55_C903,1,31,31,node_project_conflict
55_C901,55_C959,1,31,31,node_project_conflict
55_C901,55_C960,1,31,31,node_project_conflict
55_C902,55_C903,1,31,31,node_project_conflict
55_C902,55_C959,1,31,31,node_project_conflict
55_C902,55_C960,1,31,31,node_project_conflict
55_C903,55_C959,1,31,31,node_project_conflict
55_C903,55_C960,1,31,31,node_project_conflict
55_C959,55_C960,1,31,31,node_project_conflict
56_7775,56_B310,1,335,335,node_project_conflict
56_7775,56_B320,1,335,335,node_project_conflict
56_7775,56_B330,1,335,335,node_project_conflict
56_7775,56_B350,1,335,335,node_project_conflict
56_7775,56_B360,1,335,335,node_project_conflict
56_B310,56_B320,1,335,335,node_project_conflict
56_B310,56_B330,1,335,335,node_project_conflict
56_B310,56_B350,1,335,335,node_project_conflict
56_B310,56_B360,1,335,335,node_project_conflict
56_B320,56_B330,1,335,335,node_project_conflict
56_B320,56_B350,1,335,335,node_project_conflict
56_B320,56_B360,1,335,335,node_project_conflict
56_B330,56_B350,1,335,335,node_project_conflict
56_B330,56_B360,1,335,335,node_project_conflict
56_B350,56_B360,1,335,335,node_project_conflict
5_0113,5_0114,1,274,274,node_project_conflict
5_0113,5_0115,1,274,274,node_project_conflict
5_0113,5_0116,1,274,274,node_project_conflict
5_0113,5_0117,1,274,274,node_project_conflict
5_0113,5_0118,1,274,274,node_project_conflict
5_0113,5_0122,1,274,274,node_project_conflict
5_0113,5_0123,1,274,274,node_project_conflict
5_0113,5_0124,1,274,274,node_project_conflict
5_0114,5_0115,1,274,274,node_project_conflict
5_0114,5_0116,1,274,274,node_project_conflict
5_0114,5_0117,1,274,274,node_project_conflict
5_0114,5_0118,1,274,274,node_project_conflict
5_0114,5_0122,1,274,274,node_project_conflict
5_0114,5_0123,1,274,274,node_project_conflict
5_0114,5_0124,1,274,274,node_project_conflict
5_0115,5_0116,1,274,274,node_project_conflict
5_0115,5_0117,1,274,274,node_project_conflict
5_0115,5_0118,1,274,274,node_project_conflict
5_0115,5_0119,1,274,274,node_project_conflict
5_0115,5_0120,1,274,274,node_project_conflict
5_0115,5_0121,1,274,274,node_project_conflict
5_0115,5_0122,1,274,274,node_project_conflict
5_0115,5_0123,1,274,274,node_project_conflict
5_0115,5_0124,1,274,274,node_project_conflict
5_0116,5_0117,1,274,274,node_project_conflict
5_0116,5_0118,1,274,274,node_project_conflict
5_0116,5_0119,1,274,274,node_project_conflict
5_0116,5_0120,1,274,274,node_project_conflict
5_0116,5_0121,1,274,274,node_project_conflict
5_0116,5_0122,1,274,274,node_project_conflict
5_0116,5_0123,1,274,274,node_project_conflict
5_0116,5_0124,1,274,274,node_project_conflict
5_0117,5_0118,1,274,274,node_project_conflict
5_0117,5_0122,1,274,274,node_project_conflict
5_0117,5_0123,1,274,274,node_project_conflict
5_0117,5_0124,1,274,274,node_project_conflict
5_0118,5_0119,1,274,274,node_project_conflict
5_0118,5_0120,1,274,274,node_project_conflict
5_0118,5_0121,1,274,274,node_project_conflict
5_0118,5_0122,1,274,274,node_project_conflict
5_0118,5_0123,1,274,274,node_project_conflict
5_0118,5_0124,1,274,274,node_project_conflict
5_0119,5_0120,1,274,274,node_project_conflict
5_0119,5_0121,1,274,274,node_project_conflict
5_0119,5_0122,1,274,274,node_project_conflict
5_0119,5_0123,1,274,274,node_project_conflict
5_0119,5_0124,1,274,274,node_project_conflict
5_0120,5_0121,1,274,274,node_project_conflict
5_0120,5_0122,1,274,274,node_project_conflict
5_0120,5_0123,1,274,274,node_project_conflict
5_0120,5_0124,1,274,274,node_project_conflict
5_0121,5_0122,1,274,274,node_project_conflict
5_0121,5_0123,1,274,274,node_project_conflict
5_0121,5_0124,1,274,274,node_project_conflict
5_0122,5_0123,1,274,274,node_project_conflict
5_0122,5_0124,1,274,274,node_project_conflict
5_0123,5_0124,1,274,274,node_project_conflict
5_0213,5_0216,1,61,61,node_project_conflict
5_0213,5_0217,1,61,61,node_project_conflict
5_0213,5_0218,1,61,61,node_project_conflict
5_0213,5_0219,1,61,61,node_project_conflict
5_0213,5_0220,1,61,61,node_project_conflict
5_0213,5_0221,1,61,61,node_project_conflict
5_0213,5_0222,1,61,61,node_project_conflict
5_0213,5_0224,1,61,61,node_project_conflict
5_0214,5_0215,1,61,61,node_project_conflict
5_0214,5_0217,1,61,61,node_project_conflict
5_0214,5_0218,1,61,61,node_project_conflict
5_0214,5_0219,1,61,61,node_project_conflict
5_0214,5_0220,1,61,61,node_project_conflict
5_0214,5_0222,1,61,61,node_project_conflict
5_0214,5_0223,1,61,61,node_project_conflict
5_0214,5_0224,1,61,61,node_project_conflict
5_0215,5_0217,1,61,61,node_project_conflict
5_0215,5_0218,1,61,61,node_project_conflict
5_0215,5_0219,1,61,61,node_project_conflict
5_0215,5_0220,1,61,61,node_project_conflict
5_0215,5_0222,1,61,61,node_project_conflict
5_0215,5_0223,1,61,61,node_project_conflict
5_0215,5_0224,1,61,61,node_project_conflict
5_0216,5_0217,1,61,61,node_project_conflict
5_0216,5_0218,1,61,61,node_project_conflict
5_0216,5_0219,1,61,61,node_project_conflict
5_0216,5_0220,1,61,61,node_project_conflict
5_0216,5_0221,1,61,61,node_project_conflict
5_0216,5_0222,1,61,61,node_project_conflict
5_0216,5_0224,1,61,61,node_project_conflict
5_0217,5_0218,1,61,61,node_project_conflict
5_0217,5_0219,1,61,61,node_project_conflict
5_0217,5_0220,1,61,61,node_project_conflict
5_0217,5_0221,1,61,61,node_project_conflict
5_0217,5_0222,1,61,61,node_project_conflict
5_0217,5_0223,1,61,61,node_project_conflict
5_0217,5_0224,1,61,61,node_project_conflict
5_0218,5_0219,1,61,61,node_project_conflict
5_0218,5_0220,1,61,61,node_project_conflict
5_0218,5_0221,1,61,61,node_project_conflict
5_0218,5_0222,1,61,61,node_project_conflict
5_0218,5_0223,1,61,61,node_project_conflict
5_0218,5_0224,1,61,61,node_project_conflict
5_0219,5_0220,1,61,61,node_project_conflict
5_0219,5_0221,1,61,61,node_project_conflict
5_0219,5_0222,1,61,61,node_project_conflict
5_0219,5_0223,1,61,61,node_project_conflict
5_0219,5_0224,1,61,61,node_project_conflict
5_0220,5_0221,1,61,61,node_project_conflict
5_0220,5_0222,1,61,61,node_project_conflict
5_0220,5_0223,1,61,61,node_project_conflict
5_0220,5_0224,1,61,61,node_project_conflict
5_0221,5_0222,1,61,61,node_project_conflict
5_0221,5_0224,1,61,61,node_project_conflict
5_0222,5_0223,1,61,61,node_project_conflict
5_0222,5_0224,1,61,61,node_project_conflict
5_0223,5_0224,1,61,61,node_project_conflict
5_0803,5_0804,1,0,0,node_project_conflict
5_0803,5_0809,1,0,0,node_project_conflict
5_0803,5_0810,1,0,0,node_project_conflict
5_0804,5_0809,1,0,0,node_project_conflict
5_0804,5_0810,1,0,0,node_project_conflict
5_0809,5_0810,1,0,0,node_project_conflict
5_3071,5_A310,1,0,0,node_project_conflict
5_3071,5_A320,1,0,0,node_project_conflict
5_3071,5_A350,1,0,0,node_project_conflict
5_A310,5_A320,1,0,0,node_project_conflict
5_A310,5_A350,1,0,0,node_project_conflict
5_A320,5_A350,1,0,0,node_project_conflict
6_0201,6_0202,1,30,30,node_project_conflict
6_0201,6_0204,1,30,30,node_project_conflict
6_0201,6_0205,1,30,30,node_project_conflict
6_0201,6_0208,1,30,30,node_project_conflict
6_0201,6_0209,1,30,30,node_project_conflict
6_0201,6_0212,1,30,30,node_project_conflict
6_0202,6_0203,1,30,30,node_project_conflict
6_0202,6_0204,1,30,30,node_project_conflict
6_0202,6_0205,1,30,30,node_project_conflict
6_0202,6_0206,1,30,30,node_project_conflict
6_0202,6_0207,1,30,30,node_project_conflict
6_0202,6_0208,1,30,30,node_project_conflict
6_0202,6_0209,1,30,30,node_project_conflict
6_0202,6_0210,1,30,30,node_project_conflict
6_0202,6_0211,1,30,30,node_project_conflict
6_0202,6_0212,1,30,30,node_project_conflict
6_0203,6_0204,1,30,30,node_project_conflict
6_0203,6_0206,1,30,30,node_project_conflict
6_0203,6_0207,1,30,30,node_project_conflict
6_0203,6_0210,1,30,30,node_project_conflict
6_0203,6_0211,1,30,30,node_project_conflict
6_0204,6_0205,1,30,30,node_project_conflict
6_0204,6_0206,1,30,30,node_project_conflict
6_0204,6_0207,1,30,30,node_project_conflict
6_0204,6_0208,1,30,30,node_project_conflict
6_0204,6_0209,1,30,30,node_project_conflict
6_0204,6_0210,1,30,30,node_project_conflict
6_0204,6_0211,1,30,30,node_project_conflict
6_0204,6_0212,1,30,30,node_project_conflict
6_0205,6_0208,1,30,30,node_project_conflict
6_0205,6_0209,1,30,30,node_project_conflict
6_0205,6_0212,1,30,30,node_project_conflict
6_0206,6_0207,1,30,30,node_project_conflict
6_0206,6_0210,1,30,30,node_project_conflict
6_0206,6_0211,1,30,30,node_project_conflict
6_0207,6_0210,1,30,30,node_project_conflict
6_0207,6_0211,1,30,30,node_project_conflict
6_0208,6_0209,1,30,30,node_project_conflict
6_0208,6_0212,1,30,30,node_project_conflict
6_0209,6_0212,1,30,30,node_project_conflict
6_0210,6_0211,1,30,30,node_project_conflict
6_0210,6_0212,1,30,30,node_project_conflict
6_0811,6_0812,1,123,123,node_project_conflict
6_A805,6_A806,1,61,61,node_project_conflict
8_0213,8_0214,1,31,31,node_project_conflict
8_0213,8_0215,1,31,31,node_project_conflict
8_0213,8_0216,1,31,31,node_project_conflict
8_0213,8_0217,1,31,31,node_project_conflict
8_0213,8_0218,1,31,31,node_project_conflict
8_0213,8_0219,1,31,31,node_project_conflict
8_0213,8_0220,1,31,31,node_project_conflict
8_0213,8_0224,1,31,31,node_project_conflict
8_0214,8_0215,1,31,31,node_project_conflict
8_0214,8_0216,1,31,31,node_project_conflict
8_0214,8_0217,1,31,31,node_project_conflict
8_0214,8_0218,1,31,31,node_project_conflict
8_0214,8_0219,1,31,31,node_project_conflict
8_0214,8_0220,1,31,31,node_project_conflict
8_0214,8_0224,1,31,31,node_project_conflict
8_0215,8_0216,1,31,31,node_project_conflict
8_0215,8_0217,1,31,31,node_project_conflict
8_0215,8_0218,1,31,31,node_project_conflict
8_0215,8_0219,1,31,31,node_project_conflict
8_0215,8_0220,1,31,31,node_project_conflict
8_0215,8_0224,1,31,31,node_project_conflict
8_0216,8_0217,1,31,31,node_project_conflict
8_0216,8_0218,1,31,31,node_project_conflict
8_0216,8_0219,1,31,31,node_project_conflict
8_0216,8_0220,1,31,31,node_project_conflict
8_0216,8_0224,1,31,31,node_project_conflict
8_0217,8_0218,1,31,31,node_project_conflict
8_0217,8_0219,1,31,31,node_project_conflict
8_0217,8_0220,1,31,31,node_project_conflict
8_0217,8_0221,1,31,31,node_project_conflict
8_0217,8_0222,1,31,31,node_project_conflict
8_0217,8_0223,1,31,31,node_project_conflict
8_0217,8_0224,1,31,31,node_project_conflict
8_0217,8_0259,1,31,31,node_project_conflict
8_0217,8_0811,1,31,31,node_project_conflict
8_0217,8_0812,1,31,31,node_project_conflict
8_0218,8_0219,1,31,31,node_project_conflict
8_0218,8_0220,1,31,31,node_project_conflict
8_0218,8_0224,1,31,31,node_project_conflict
8_0218,8_0811,1,31,31,node_project_conflict
8_0219,8_0220,1,31,31,node_project_conflict
8_0219,8_0221,1,31,31,node_project_conflict
8_0219,8_0224,1,31,31,node_project_conflict
8_0219,8_0811,1,31,31,node_project_conflict
8_0219,8_0812,1,31,31,node_project_conflict
8_0220,8_0221,1,31,31,node_project_conflict
8_0220,8_0222,1,31,31,node_project_conflict
8_0220,8_0223,1,31,31,node_project_conflict
8_0220,8_0224,1,31,31,node_project_conflict
8_0220,8_0259,1,31,31,node_project_conflict
8_0220,8_0811,1,31,31,node_project_conflict
8_0220,8_0812,1,31,31,node_project_conflict
8_0221,8_0222,1,31,31,node_project_conflict
8_0221,8_0223,1,31,31,node_project_conflict
8_0221,8_0224,1,31,31,node_project_conflict
8_0221,8_0259,1,31,31,node_project_conflict
8_0221,8_0811,1,31,31,node_project_conflict
8_0221,8_0812,1,31,31,node_project_conflict
8_0222,8_0223,1,31,31,node_project_conflict
8_0222,8_0224,1,31,31,node_project_conflict
8_0222,8_0259,1,31,31,node_project_conflict
8_0222,8_0811,1,31,31,node_project_conflict
8_0222,8_0812,1,31,31,node_project_conflict
8_0223,8_0224,1,31,31,node_project_conflict
8_0223,8_0259,1,31,31,node_project_conflict
8_0223,8_0811,1,31,31,node_project_conflict
8_0223,8_0812,1,31,31,node_project_conflict
8_0224,8_0259,1,31,31,node_project_conflict
8_0224,8_0811,1,31,31,node_project_conflict
8_0224,8_0812,1,31,31,node_project_conflict
8_0259,8_0811,1,31,31,node_project_conflict
8_0259,8_0812,1,31,31,node_project_conflict
8_0811,8_0812,1,92,92,node_project_conflict
8_A410,8_A411,1,122,122,node_project_conflict
8_A410,8_A412,1,122,122,node_project_conflict
8_A410,8_A430,1,122,122,node_project_conflict
8_A410,8_A441,1,122,122,node_project_conflict
8_A410,8_A442,1,122,122,node_project_conflict
8_A410,8_A443,1,122,122,node_project_conflict
8_A410,8_A451,1,122,122,node_project_conflict
8_A410,8_A452,1,122,122,node_project_conflict
8_A411,8_A412,1,122,122,node_project_conflict
8_A411,8_A430,1,122,122,node_project_conflict
8_A411,8_A441,1,122,122,node_project_conflict
8_A411,8_A442,1,122,122,node_project_conflict
8_A411,8_A443,1,122,122,node_project_conflict
8_A411,8_A451,1,122,122,node_project_conflict
8_A411,8_A452,1,122,122,node_project_conflict
8_A411,8_A455,1,122,122,node_project_conflict
8_A412,8_A413,1,122,122,node_project_conflict
8_A412,8_A430,1,122,122,node_project_conflict
8_A412,8_A431,1,122,122,node_project_conflict
8_A412,8_A441,1,122,122,node_project_conflict
8_A412,8_A442,1,122,122,node_project_conflict
8_A412,8_A443,1,122,122,node_project_conflict
8_A412,8_A451,1,122,122,node_project_conflict
8_A412,8_A452,1,122,122,node_project_conflict
8_A413,8_A414,1,122,122,node_project_conflict
8_A413,8_A415,1,122,122,node_project_conflict
8_A413,8_A431,1,122,122,node_project_conflict
8_A413,8_A443,1,122,122,node_project_conflict
8_A413,8_A444,1,122,122,node_project_conflict
8_A413,8_A445,1,122,122,node_project_conflict
8_A413,8_A446,1,122,122,node_project_conflict
8_A413,8_A451,1,122,122,node_project_conflict
8_A413,8_A452,1,122,122,node_project_conflict
8_A413,8_A455,1,122,122,node_project_conflict
8_A414,8_A415,1,122,122,node_project_conflict
8_A414,8_A431,1,122,122,node_project_conflict
8_A414,8_A444,1,122,122,node_project_conflict
8_A414,8_A445,1,122,122,node_project_conflict
8_A414,8_A446,1,122,122,node_project_conflict
8_A414,8_A452,1,122,122,node_project_conflict
8_A414,8_A455,1,122,122,node_project_conflict
8_A415,8_A430,1,122,122,node_project_conflict
8_A415,8_A431,1,122,122,node_project_conflict
8_A415,8_A444,1,122,122,node_project_conflict
8_A415,8_A445,1,122,122,node_project_conflict
8_A415,8_A446,1,122,122,node_project_conflict
8_A415,8_A452,1,122,122,node_project_conflict
8_A415,8_A455,1,122,122,node_project_conflict
8_A430,8_A431,1,122,122,node_project_conflict
8_A430,8_A441,1,122,122,node_project_conflict
8_A430,8_A442,1,122,122,node_project_conflict
8_A430,8_A443,1,122,122,node_project_conflict
8_A430,8_A451,1,122,122,node_project_conflict
8_A430,8_A452,1,122,122,node_project_conflict
8_A431,8_A441,1,122,122,node_project_conflict
8_A431,8_A443,1,122,122,node_project_conflict
8_A431,8_A444,1,122,122,node_project_conflict
8_A431,8_A445,1,122,122,node_project_conflict
8_A431,8_A446,1,122,122,node_project_conflict
8_A431,8_A451,1,122,122,node_project_conflict
8_A431,8_A452,1,122,122,node_project_conflict
8_A431,8_A455,1,122,122,node_project_conflict
8_A441,8_A442,1,122,122,node_project_conflict
8_A441,8_A443,1,122,122,node_project_conflict
8_A441,8_A451,1,122,122,node_project_conflict
8_A441,8_A452,1,122,122,node_project_conflict
8_A442,8_A443,1,122,122,node_project_conflict
8_A442,8_A451,1,122,122,node_project_conflict
8_A442,8_A452,1,122,122,node_project_conflict
8_A443,8_A444,1,122,122,node_project_conflict
8_A443,8_A451,1,122,122,node_project_conflict
8_A443,8_A452,1,122,122,node_project_conflict
8_A444,8_A445,1,122,122,node_project_conflict
8_A444,8_A446,1,122,122,node_project_conflict
8_A444,8_A452,1,122,122,node_project_conflict
8_A444,8_A455,1,122,122,node_project_conflict
8_A445,8_A446,1,122,122,node_project_conflict
8_A445,8_A452,1,122,122,node_project_conflict
8_A445,8_A455,1,122,122,node_project_conflict
8_A446,8_A451,1,122,122,node_project_conflict
8_A446,8_A452,1,122,122,node_project_conflict
8_A446,8_A455,1,122,122,node_project_conflict
8_A451,8_A452,1,122,122,node_project_conflict
8_A452,8_A455,1,122,122,node_project_conflict
