num_closed_nodes,closed_demand,closed_asset,closed_project_load,closed_lane_exposure,closed_speed_exposure,closed_total_degree,first_hop_demand,first_hop_asset,first_hop_degree,second_hop_demand,second_hop_asset,second_hop_degree,first_hop_spatial,first_hop_diversion,route_concentration,closed_tb_degree_days_over_10c_yr,firsthop_tb_degree_days_over_10c_yr,closed_tb_coldest_air_temp,firsthop_tb_coldest_air_temp,closed_tb_high_temp_7days,firsthop_tb_high_temp_7days,closed_tb_max_avg_temp_high_7days,firsthop_tb_max_avg_temp_high_7days,closed_tb_max_temp_high_7days,firsthop_tb_max_temp_high_7days,closed_tb_min_surface_50_temp,firsthop_tb_min_surface_50_temp,closed_tb_min_surface_98_temp,firsthop_tb_min_surface_98_temp,closed_tb_stddev_high_temp_7days,firsthop_tb_stddev_high_temp_7days,closed_tb_stddev_coldest_air_temp,firsthop_tb_stddev_coldest_air_temp,closed_hu_rel_hum_avg_avg,firsthop_hu_rel_hum_avg_avg,closed_pr_precipitation,firsthop_pr_precipitation,closed_pr_evaporation,firsthop_pr_evaporation,closed_pr_pr_days,firsthop_pr_pr_days,closed_wi_wi_velocity_avg,firsthop_wi_wi_velocity_avg,closed_so_cloud_cover_avg,firsthop_so_cloud_cover_avg,closed_so_shortwave_surface_avg,firsthop_so_shortwave_surface_avg,closed_ty_temp_avg,firsthop_ty_temp_avg,closed_ty_temp_mean_avg,firsthop_ty_temp_mean_avg,closed_ty_freeze_index,firsthop_ty_freeze_index,closed_ty_freeze_thaw,firsthop_ty_freeze_thaw
-0.8019665,-0.42560962,-0.42646518,-1.0198071,-0.6565279,-0.6243701,-1.0471526,-0.4384651,-0.43921065,-0.74951965,-0.40330642,-0.40541008,-0.72778493,-0.74951965,0.0,0.0,-0.6029002,-0.68865955,0.82691485,0.92331374,-0.7900919,-0.87896574,-0.7731159,-0.8610138,-0.7753294,-0.8637596,0.83270067,0.92048436,0.83714163,0.9299903,-0.6749151,-0.79841816,-0.6447949,-0.7509409,-0.56162107,-0.66552716,-0.31228212,-0.42372495,-0.08407814,-0.20124431,-0.8019665,-0.8863096,-0.4735906,-0.5369393,-0.24785675,-0.269092,-0.81843543,-0.89418715,-0.22521351,-0.30930758,-0.23816562,-0.32095522,-0.5801829,-0.60698783,-0.895511,-0.9717933
-0.121565014,0.25510123,0.23636611,0.34776974,-0.33936468,-0.13524348,-0.4268423,1.0206921,0.97956926,-0.5375873,0.66982573,0.64184153,-0.64955914,-0.5375873,0.0,0.0,0.007760667,-0.18572475,0.115188986,0.3265601,-0.048967473,-0.25757504,-0.092086025,-0.28772733,-0.09159082,-0.28954518,0.07795518,0.2824639,0.07497629,0.29354015,0.041490577,-0.275792,-0.050165396,-0.29653814,-0.23767675,-0.42019615,-0.19431575,-0.32012454,-0.3020437,-0.49743953,-0.12156497,-0.3086663,-0.40317124,-0.27577296,0.08900049,-0.010516049,-0.13458344,-0.29933184,0.0029404247,-0.12054078,-0.0046407604,-0.1304147,-0.04690176,-0.17378616,-0.23540433,-0.46758467
1.2392379,-0.70117974,-0.6947972,0.34776974,1.2464513,1.2098547,1.5374736,-0.6535838,-0.6483767,1.8134733,-0.64813334,-0.64433265,1.7427173,1.8134733,0.0,0.0,0.8482474,1.1068277,-2.049039,-2.3514469,1.1214361,1.4069805,1.151524,1.4390907,1.1857182,1.4754341,-2.0059195,-2.2917154,-2.032576,-2.3342986,2.7335348,3.1182034,2.0951645,2.4238749,1.5196327,1.8156636,1.4808168,1.7615447,1.423293,1.6978443,1.239238,1.530077,1.7187988,1.9867699,0.19426835,0.29293832,0.9410244,1.2129452,0.50024474,0.7151042,0.5164331,0.7324839,1.0323746,1.1858364,1.5613518,1.8196121
1.9196395,2.7904117,2.7050846,1.1075346,2.1979408,2.126967,0.7103932,2.6341841,2.5584686,1.052606,2.7445679,2.6793203,0.90132964,1.052606,0.0,0.0,2.0641239,1.5202502,-0.89948714,-0.5176791,2.051728,1.4579475,2.0190372,1.4027358,2.0129452,1.397048,-0.6740152,-0.3602533,-0.93903464,-0.55416954,1.6668162,1.193727,1.4139227,0.9183309,1.5370649,0.93671334,1.1325231,0.63723826,1.2710319,0.71873593,1.9196396,1.2946334,0.606173,0.43725577,-0.26891032,-0.3817138,2.1273623,1.4827456,1.8807548,1.3716236,1.9175818,1.4018931,-0.16694516,-0.19984765,0.89054954,0.5006835
-0.8019665,-0.84247077,-0.8323771,-0.8678541,-0.6565279,-0.80779254,-1.6674628,-0.82879245,-0.81873703,-1.640153,-0.82088,-0.81291324,-1.6178131,-1.640153,0.0,0.0,-0.50528175,-0.39536792,0.84973985,0.77377146,-0.6552399,-0.537234,-0.71725196,-0.59802914,-0.72721094,-0.60794544,0.8132771,0.7495815,0.8636517,0.7871517,-0.9589526,-0.8614043,-0.9262862,-0.8339217,-1.0293791,-0.9255699,-1.0905778,-1.0173361,-1.0243789,-0.9412046,-0.8019665,-0.6825291,0.052207336,0.1438031,-0.8584104,-0.83705056,-0.62543696,-0.5067936,-0.5309043,-0.43590182,-0.50828767,-0.41277173,-0.6693073,-0.64747006,-0.28888345,-0.20743582
-0.121565014,-0.40803078,-0.40934804,0.34776974,-0.6565279,-0.13524348,-0.0133021325,-0.2335205,-0.23993719,-0.53052586,-0.30097756,-0.30554911,-0.5351252,-0.53052586,0.0,0.0,0.041582014,-0.28207806,-0.009311168,0.18456325,-0.018813046,-0.27559415,-0.07400561,-0.28140244,-0.0768518,-0.28236932,-0.033036802,0.1338452,-0.0001355115,0.17550796,-0.09421617,-0.3358992,-0.13511251,-0.31459692,-0.23746933,-0.31082264,-0.3316459,-0.4239125,-0.35783666,-0.49111632,-0.12156497,-0.26818216,0.17896217,0.33853042,0.004786209,0.104635365,-0.11611044,-0.28698337,0.021656113,-0.17216764,0.00494412,-0.18865551,0.07014887,-0.13068758,-0.31923664,-0.50963575
-1.482368,-0.7128895,-0.70619935,-0.56394815,-1.2908542,-1.4803417,-1.4606928,-0.8119052,-0.8023171,-1.5643784,-0.8731612,-0.86393356,-1.6079649,-1.5643784,0.0,0.0,-1.4413066,-1.541483,0.8103148,1.0342247,-1.5003127,-1.6246712,-1.50746,-1.6368034,-1.502418,-1.6343244,0.6606631,0.88355815,0.8216774,1.044509,-1.0567877,-1.2913582,-1.0495427,-1.2603085,-1.309951,-1.4703285,-1.096009,-1.2370907,-1.1489608,-1.2849417,-1.482368,-1.6248264,-0.7599626,-0.9803558,-0.5636604,-0.6443096,-1.5165198,-1.6352437,-1.364201,-1.4245297,-1.3700639,-1.4283907,-0.17916419,-0.3738276,-0.8648688,-1.0333557
-1.482368,-0.9204451,-0.9083033,-1.0198071,-1.6080174,-1.4803417,-1.6674628,-0.9629572,-0.9491892,-1.7684289,-0.9664163,-0.95493966,-1.7794173,-1.7684289,0.0,0.0,-1.2978798,-1.6503999,1.1049652,1.3862839,-1.412097,-1.7845435,-1.4471918,-1.8135002,-1.4445459,-1.814343,0.9936392,1.2405216,1.1154976,1.3956368,-0.96526456,-1.5403188,-1.2360933,-1.5732464,-1.3130639,-1.6883651,-1.02691,-1.3925909,-0.9950935,-1.4135822,-1.482368,-1.8358942,-0.89610666,-1.2714528,-0.8584104,-0.83705056,-1.4614499,-1.8034306,-1.1387208,-1.4594924,-1.1356677,-1.4586579,-0.6759741,-0.737688,-0.9715382,-1.2689788
0.55883646,-0.8217365,-0.8121874,-0.56394815,0.6121249,0.5373056,0.91716325,-0.80278283,-0.79344714,0.5393916,-0.81048846,-0.8027722,0.7929233,0.5393916,0.0,0.0,0.87910086,0.8382414,-0.1130613,-0.09961406,0.82925653,0.78458244,0.7319649,0.6899768,0.74062157,0.6981097,0.025234053,0.033256255,-0.055364873,-0.044440027,1.6352564,1.5630966,0.226329,0.21111988,0.63578993,0.59826344,0.53753215,0.5153804,1.0730411,1.0247484,0.5588365,0.5230083,1.178917,1.1199424,-0.8584104,-0.83705056,0.6168267,0.5796615,0.9182301,0.879334,0.9015749,0.86348194,-0.56078106,-0.5513366,0.15224758,0.1363161
-0.8019665,-0.8835798,-0.8724063,-0.8678541,-1.2908542,-0.80779254,-0.8403825,-0.9414061,-0.92823446,-1.0528855,-0.9389638,-0.92814916,-1.0726727,-1.0528855,0.0,0.0,-0.9508686,-1.2786757,0.4139893,0.8140494,-0.85901624,-1.2720973,-0.8366292,-1.2639877,-0.8372116,-1.2649996,0.34433588,0.712938,0.45274526,0.84521186,-0.8705853,-1.216682,-0.64146364,-1.0460325,-1.0642432,-1.3508114,-1.0902045,-1.2244228,-1.2011693,-1.3496765,-0.8019665,-1.2456049,-0.7928249,-1.0783945,-0.8584104,-0.83705056,-0.64433074,-1.1342669,-1.0228614,-1.2470295,-1.0049635,-1.23381,-0.2093196,-0.41064903,0.32786158,-0.3046199
