source,target,edge_type,distance_km,component_rank,distance_bin,topology_level,osm_path_km,detour_ratio,osm_connected,osm_supported,same_osm_edge,src_osm_edge,dst_osm_edge,src_snap_m,dst_snap_m,topology_status,component_size
4_0213,4_0263,spatial,0.5148378759353354,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,2.3695120777733005,same_osm_edge,35
4_0213,4_0219,spatial,0.7003024873720372,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,1.1470084009997261,same_osm_edge,35
4_0213,4_0264,spatial,0.7419350718303397,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,3.3234442611418835,same_osm_edge,35
4_0213,4_0265,spatial,0.9397294861122996,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,2.4429330063407737,same_osm_edge,35
4_0213,4_0223,spatial,0.944297354566614,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,4.917411216855363,same_osm_edge,35
4_0214,4_0261,spatial,0.2094225061358654,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,1.1444818250268998,same_osm_edge,35
4_0214,4_0222,spatial,0.2122085711525166,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,3.801695785331936,same_osm_edge,35
4_0214,4_0218,spatial,0.4421976807976282,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,5.146062690848466,same_osm_edge,35
4_0214,4_0220,spatial,0.7597895731133649,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,3.553194016680781,same_osm_edge,35
4_0214,4_0224,spatial,0.9847504423436558,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,4.043993467322428,same_osm_edge,35
4_0214,4_0216,spatial,1.1989760804081382,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,3.907634915920607,same_osm_edge,35
4_0214,4_0215,spatial,1.494866538796721,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,3.7386220784314754,same_osm_edge,35
4_0214,4_0223,spatial,1.6960012446178836,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.251369695221053,4.917411216855363,same_osm_edge,35
4_0215,4_0223,spatial,0.2011381344890606,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,4.917411216855363,same_osm_edge,35
4_0215,4_0216,spatial,0.2958904679593832,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,3.907634915920607,same_osm_edge,35
4_0215,4_0219,spatial,0.4451426035094563,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,1.1470084009997261,same_osm_edge,35
4_0215,4_0224,spatial,0.5101161217179653,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,4.043993467322428,same_osm_edge,35
4_0215,4_0217,spatial,0.6876637221638799,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,2.5873824563585393,same_osm_edge,35
4_0215,4_0220,spatial,0.7350772236117198,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,3.553194016680781,same_osm_edge,35
4_0215,4_0221,spatial,0.8474314939624231,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,0.09822099809364271,same_osm_edge,35
4_0215,4_0218,spatial,1.0526706229697462,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,5.146062690848466,same_osm_edge,35
4_0216,4_0224,spatial,0.2142256540281261,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,4.043993467322428,same_osm_edge,35
4_0216,4_0220,spatial,0.4391869241960002,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,3.553194016680781,same_osm_edge,35
4_0216,4_0223,spatial,0.4970261139119371,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,4.917411216855363,same_osm_edge,35
4_0216,4_0219,spatial,0.7410306103588169,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,1.1470084009997261,same_osm_edge,35
4_0216,4_0218,spatial,0.7567802764465748,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,5.146062690848466,same_osm_edge,35
4_0216,4_0217,spatial,0.9835540638865954,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,2.5873824563585393,same_osm_edge,35
4_0216,4_0222,spatial,0.9867679444719922,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,3.801695785331936,same_osm_edge,35
4_0217,4_0221,spatial,0.1597818460972711,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.5873824563585393,0.09822099809364271,same_osm_edge,35
4_0217,4_0219,spatial,0.2425320277351701,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.5873824563585393,1.1470084009997261,same_osm_edge,35
4_0217,4_0223,spatial,0.486533694188768,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.5873824563585393,4.917411216855363,same_osm_edge,35
4_0217,4_0262,spatial,0.6677577643736661,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.5873824563585393,1.7890895883276445,same_osm_edge,35
4_0217,4_0263,spatial,0.972606332389668,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.5873824563585393,2.3695120777733005,same_osm_edge,35
4_0218,4_0222,spatial,0.2299926265893397,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",5.146062690848466,3.801695785331936,same_osm_edge,35
4_0218,4_0220,spatial,0.317596491511922,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",5.146062690848466,3.553194016680781,same_osm_edge,35
4_0218,4_0224,spatial,0.5425547726200813,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",5.146062690848466,4.043993467322428,same_osm_edge,35
4_0218,4_0261,spatial,0.6516059808986748,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",5.146062690848466,1.1444818250268998,same_osm_edge,35
4_0218,4_0223,spatial,1.2538043617171537,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",5.146062690848466,4.917411216855363,same_osm_edge,35
4_0219,4_0223,spatial,0.244029623568014,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.1470084009997261,4.917411216855363,same_osm_edge,35
4_0219,4_0221,spatial,0.4022897828404774,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.1470084009997261,0.09822099809364271,same_osm_edge,35
4_0219,4_0262,spatial,0.9102862627962336,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.1470084009997261,1.7890895883276445,same_osm_edge,35
4_0219,4_0224,spatial,0.955255468299896,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.1470084009997261,4.043993467322428,same_osm_edge,35
4_0220,4_0224,spatial,0.2249617078425255,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.553194016680781,4.043993467322428,same_osm_edge,35
4_0220,4_0222,spatial,0.547581215135344,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.553194016680781,3.801695785331936,same_osm_edge,35
4_0220,4_0223,spatial,0.9362128622586549,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.553194016680781,4.917411216855363,same_osm_edge,35
4_0220,4_0261,spatial,0.9691881101859964,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.553194016680781,1.1444818250268998,same_osm_edge,35
4_0221,4_0262,spatial,0.5080030269599368,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.09822099809364271,1.7890895883276445,same_osm_edge,35
4_0221,4_0223,spatial,0.6463074304069722,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.09822099809364271,4.917411216855363,same_osm_edge,35
4_0221,4_0263,spatial,0.8128523788111367,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.09822099809364271,2.3695120777733005,same_osm_edge,35
4_0221,4_0264,spatial,1.0399530111853408,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.09822099809364271,3.3234442611418835,same_osm_edge,35
4_0222,4_0261,spatial,0.4216134447049229,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.801695785331936,1.1444818250268998,same_osm_edge,35
4_0222,4_0224,spatial,0.7725423663783786,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.801695785331936,4.043993467322428,same_osm_edge,35
4_0215,4_0222,spatial,1.2826583599376615,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,3.801695785331936,same_osm_edge,35
4_0222,4_0223,spatial,1.483793442841118,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.801695785331936,4.917411216855363,same_osm_edge,35
4_0223,4_0224,spatial,0.7112512323791814,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.917411216855363,4.043993467322428,same_osm_edge,35
4_0260,4_0268,spatial,0.2238642034805308,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,0.04488043750656292,same_osm_edge,35
4_0260,4_0267,spatial,0.4363142163284025,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,0.5147092817445679,same_osm_edge,35
4_0260,4_0266,spatial,0.6579339420830838,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,2.32400191775678,same_osm_edge,35
4_0260,4_0265,spatial,0.8633490895583509,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,2.4429330063407737,same_osm_edge,35
4_0260,4_0264,spatial,1.0611444487846835,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,3.3234442611418835,same_osm_edge,35
4_0260,4_0263,spatial,1.288239615781642,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,2.3695120777733005,same_osm_edge,35
4_0260,4_0262,spatial,1.5930872459436676,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.39976885254738326,1.7890895883276445,same_osm_edge,35
4_0213,4_0260,spatial,1.8030774687385611,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,0.39976885254738326,same_osm_edge,35
4_0224,4_0261,spatial,1.1941497869268771,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.043993467322428,1.1444818250268998,same_osm_edge,35
4_0216,4_0261,spatial,1.4083744530503888,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.907634915920607,1.1444818250268998,same_osm_edge,35
4_0215,4_0261,spatial,1.7042640094334311,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.7386220784314754,1.1444818250268998,same_osm_edge,35
4_0223,4_0261,spatial,1.9054005642479368,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",4.917411216855363,1.1444818250268998,same_osm_edge,35
4_0262,4_0263,spatial,0.3048496655747271,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,2.3695120777733005,same_osm_edge,35
4_0262,4_0264,spatial,0.531950074134247,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,3.3234442611418835,same_osm_edge,35
4_0262,4_0265,spatial,0.7297420574422783,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,2.4429330063407737,same_osm_edge,35
4_0262,4_0266,spatial,0.9351618580116446,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,2.32400191775678,same_osm_edge,35
4_0263,4_0264,spatial,0.2271007534785139,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.3695120777733005,3.3234442611418835,same_osm_edge,35
4_0263,4_0265,spatial,0.4248925941196679,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.3695120777733005,2.4429330063407737,same_osm_edge,35
4_0263,4_0266,spatial,0.6303204282561228,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.3695120777733005,2.32400191775678,same_osm_edge,35
4_0263,4_0267,spatial,0.8519260626765363,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.3695120777733005,0.5147092817445679,same_osm_edge,35
4_0264,4_0265,spatial,0.1977953849664986,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.3234442611418835,2.4429330063407737,same_osm_edge,35
4_0264,4_0266,spatial,0.4032421621541986,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.3234442611418835,2.32400191775678,same_osm_edge,35
4_0264,4_0267,spatial,0.6248330964147465,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.3234442611418835,0.5147092817445679,same_osm_edge,35
4_0264,4_0268,spatial,0.8372806936231407,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.3234442611418835,0.04488043750656292,same_osm_edge,35
4_0265,4_0266,spatial,0.2054639506708389,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.4429330063407737,2.32400191775678,same_osm_edge,35
4_0265,4_0267,spatial,0.4270380289622645,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.4429330063407737,0.5147092817445679,same_osm_edge,35
4_0265,4_0268,spatial,0.6394853086863262,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.4429330063407737,0.04488043750656292,same_osm_edge,35
4_0266,4_0267,spatial,0.2216266366987048,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.32400191775678,0.5147092817445679,same_osm_edge,35
4_0266,4_0268,spatial,0.4340728308355657,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.32400191775678,0.04488043750656292,same_osm_edge,35
4_0213,4_0266,spatial,1.1451553885115129,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,2.32400191775678,same_osm_edge,35
4_0267,4_0268,spatial,0.2124502439153316,14,0-1 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",0.5147092817445679,0.04488043750656292,same_osm_edge,35
4_0262,4_0267,spatial,1.156773152788247,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,0.5147092817445679,same_osm_edge,35
4_0213,4_0267,spatial,1.3667639163223029,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,0.5147092817445679,same_osm_edge,35
4_0263,4_0268,spatial,1.0643754356694608,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",2.3695120777733005,0.04488043750656292,same_osm_edge,35
4_0262,4_0268,spatial,1.3692230595570212,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",1.7890895883276445,0.04488043750656292,same_osm_edge,35
4_0213,4_0268,spatial,1.5792132993182186,14,1-5 km,supported,0.0,0.0,1,1,1,"(335616865, 315694623, 0)","(335616865, 315694623, 0)",3.658053697583573,0.04488043750656292,same_osm_edge,35
4_B901,4_B902,spatial,1.79835864136696,14,1-5 km,supported,0.0,0.0,1,1,0,"(312682099, 312682094, 0)","(312682199, 312682099, 0)",1.85062729696087,0.529540860105553,short_connected,35
4_B901,4_B903,spatial,3.410377515337305,14,1-5 km,supported,0.0,0.0,1,1,0,"(312682099, 312682094, 0)","(312682199, 312682099, 0)",1.85062729696087,0.693580340877027,short_connected,35
4_B901,4_B961,spatial,4.990493742163534,14,1-5 km,supported,0.0,0.0,1,1,0,"(312682099, 312682094, 0)","(312682199, 312682099, 0)",1.85062729696087,2.2696118005079686,short_connected,35
4_B901,4_B964,spatial,5.967846319954648,14,5-10 km,supported,5.1627952869101,0.8651019161883066,1,1,0,"(312682099, 312682094, 0)","(312681337, 312681310, 0)",1.85062729696087,1.1545579732682993,short_connected,35
4_B901,4_B960,spatial,6.594138471287941,14,5-10 km,supported,9.253621452019567,1.4033101507212038,1,1,0,"(312682099, 312682094, 0)","(312682357, 312682208, 0)",1.85062729696087,3.301537295557061,short_connected,35
4_B901,4_B959,spatial,8.984441105902699,14,5-10 km,supported,10.870528152255568,1.2099281440126228,1,1,0,"(312682099, 312682094, 0)","(4851603612, 4851603582, 0)",1.85062729696087,7.046744828922823,short_connected,35
4_1006,4_B901,spatial,9.110311478610049,14,5-10 km,supported,13.291201609785956,1.4589184618980537,1,1,0,"(312681310, 315694614, 0)","(312682099, 312682094, 0)",1.4377278087741163,1.85062729696087,short_connected,35
4_B902,4_B903,spatial,1.6120196896623151,14,1-5 km,supported,0.0,0.0,1,1,1,"(312682199, 312682099, 0)","(312682199, 312682099, 0)",0.529540860105553,0.693580340877027,same_osm_edge,35
4_B902,4_B961,spatial,3.1921363762466237,14,1-5 km,supported,0.0,0.0,1,1,1,"(312682199, 312682099, 0)","(312682199, 312682099, 0)",0.529540860105553,2.2696118005079686,same_osm_edge,35
4_B902,4_B960,spatial,4.796644166450081,14,1-5 km,supported,9.253621452019567,1.9291865585409944,1,1,0,"(312682199, 312682099, 0)","(312682357, 312682208, 0)",0.529540860105553,3.301537295557061,supported_connected,35
4_B902,4_B959,spatial,7.202000856156233,14,5-10 km,supported,10.870528152255568,1.5093761260752279,1,1,0,"(312682199, 312682099, 0)","(4851603612, 4851603582, 0)",0.529540860105553,7.046744828922823,supported_connected,35
4_B902,4_B964,spatial,7.761053289800206,14,5-10 km,supported,6.631666962561451,0.8544802767012275,1,1,0,"(312682199, 312682099, 0)","(312681337, 312681310, 0)",0.529540860105553,1.1545579732682993,short_connected,35
4_B903,4_B961,spatial,1.580116704133403,14,1-5 km,supported,0.0,0.0,1,1,1,"(312682199, 312682099, 0)","(312682199, 312682099, 0)",0.693580340877027,2.2696118005079686,same_osm_edge,35
4_B903,4_B960,spatial,3.186352966073055,14,1-5 km,supported,9.253621452019567,2.904141992600391,1,1,0,"(312682199, 312682099, 0)","(312682357, 312682208, 0)",0.693580340877027,3.301537295557061,supported_connected,35
4_B903,4_B959,spatial,5.613315022130768,14,5-10 km,supported,10.870528152255568,1.936561213720944,1,1,0,"(312682199, 312682099, 0)","(4851603612, 4851603582, 0)",0.693580340877027,7.046744828922823,supported_connected,35
4_B903,4_B964,spatial,9.370009622971638,14,5-10 km,supported,6.631666962561451,0.7077545519593886,1,1,0,"(312682199, 312682099, 0)","(312681337, 312681310, 0)",0.693580340877027,1.1545579732682993,short_connected,35
4_B959,4_B960,spatial,2.4944261104526744,14,1-5 km,supported,1.413414792845961,0.5666292486769482,1,1,0,"(4851603612, 4851603582, 0)","(312682357, 312682208, 0)",7.046744828922823,3.301537295557061,short_connected,35
4_B959,4_B961,spatial,4.0739889769211795,14,1-5 km,supported,3.8050300458919555,0.9339814288765005,1,1,0,"(4851603612, 4851603582, 0)","(312682199, 312682099, 0)",7.046744828922823,2.2696118005079686,short_connected,35
4_1007,4_B959,spatial,10.820670850981996,14,10-25 km,supported,14.252939453950306,1.3171955463978304,1,1,0,"(312682094, 312681916, 0)","(4851603612, 4851603582, 0)",0.7217018713720237,7.046744828922823,short_connected,35
4_B960,4_B961,spatial,1.6113260875580886,14,1-5 km,supported,1.4048992148630846,0.8718900697450774,1,1,0,"(312682357, 312682208, 0)","(312682199, 312682099, 0)",3.301537295557061,2.2696118005079686,short_connected,35
4_B960,4_B964,spatial,12.556361970032368,14,10-25 km,supported,11.767753819715972,0.9371945351528947,1,1,0,"(312682357, 312682208, 0)","(312681337, 312681310, 0)",3.301537295557061,1.1545579732682993,short_connected,35
4_B961,4_B964,spatial,10.947982377656468,14,10-25 km,supported,6.631666962561451,0.6057432989749688,1,1,0,"(312682199, 312682099, 0)","(312681337, 312681310, 0)",2.2696118005079686,1.1545579732682993,short_connected,35
4_0260,4_B964,spatial,6.3482965643658975,14,5-10 km,supported,11.305701474935766,1.7809031698986233,1,1,0,"(335616865, 315694623, 0)","(312681337, 312681310, 0)",0.39976885254738326,1.1545579732682993,supported_connected,35
4_0268,4_B964,spatial,6.572156694362074,14,5-10 km,supported,11.305701474935766,1.7202422280397491,1,1,0,"(335616865, 315694623, 0)","(312681337, 312681310, 0)",0.04488043750656292,1.1545579732682993,supported_connected,35
4_0267,4_B964,spatial,6.7846003724835136,14,5-10 km,supported,11.305701474935766,1.6663769204135594,1,1,0,"(335616865, 315694623, 0)","(312681337, 312681310, 0)",0.5147092817445679,1.1545579732682993,supported_connected,35
4_0266,4_B964,spatial,7.006198221700852,14,5-10 km,supported,11.305701474935766,1.6136713688627482,1,1,0,"(335616865, 315694623, 0)","(312681337, 312681310, 0)",2.32400191775678,1.1545579732682993,supported_connected,35
4_0265,4_B964,spatial,7.211638075626805,14,5-10 km,supported,11.305701474935766,1.5677022829453517,1,1,0,"(335616865, 315694623, 0)","(312681337, 312681310, 0)",2.4429330063407737,1.1545579732682993,supported_connected,35
4_1001,4_7079,spatial,24.046223386970333,14,10-25 km,supported,31.545463460431378,1.3118676871946793,1,1,0,"(1906415073, 4851604069, 0)","(258029630, 6403111137, 0)",5.2873121258006375,2.1089649778153827,short_connected,35
4_7079,4_B959,spatial,25.341062444411328,14,25-50 km,supported,32.45289703716106,1.2806446891621215,1,1,0,"(258029630, 6403111137, 0)","(4851603612, 4851603582, 0)",2.1089649778153827,7.046744828922823,short_connected,35
4_7079,4_B960,spatial,27.35532300520748,14,25-50 km,supported,34.01111831595803,1.2433089643826734,1,1,0,"(258029630, 6403111137, 0)","(312682357, 312682208, 0)",2.1089649778153827,3.301537295557061,short_connected,35
4_7079,4_B961,spatial,28.875008490111103,14,25-50 km,supported,36.40273356900403,1.2607003589789754,1,1,0,"(258029630, 6403111137, 0)","(312682199, 312682099, 0)",2.1089649778153827,2.2696118005079686,short_connected,35
4_7079,4_B903,spatial,30.42012977070389,14,25-50 km,supported,36.40273356900403,1.1966659525582197,1,1,0,"(258029630, 6403111137, 0)","(312682199, 312682099, 0)",2.1089649778153827,0.693580340877027,short_connected,35
4_7079,4_B902,spatial,31.99990406199461,14,25-50 km,supported,36.40273356900403,1.1375888345939928,1,1,0,"(258029630, 6403111137, 0)","(312682199, 312682099, 0)",2.1089649778153827,0.529540860105553,short_connected,35
4_7079,4_B901,spatial,33.765427312634856,14,25-50 km,supported,40.133921211295466,1.1886099008815905,1,1,0,"(258029630, 6403111137, 0)","(312682099, 312682094, 0)",2.1089649778153827,1.85062729696087,short_connected,35
4_1003,4_1006,same_route,19.477401764395104,14,10-25 km,supported,30.473444254313282,1.5645538672421422,1,1,0,"(1697025034, 41221470, 0)","(312681310, 315694614, 0)",1.097688116273879,1.4377278087741163,supported_connected,35
4_1006,4_B964,same_route,3.4642324655285233,14,1-5 km,supported,0.0,0.0,1,1,0,"(312681310, 315694614, 0)","(312681337, 312681310, 0)",1.4377278087741163,1.1545579732682993,short_connected,35
4_B901,4_B964,same_route,5.9678463199545,14,5-10 km,supported,5.1627952869101,0.865101916188328,1,1,0,"(312682099, 312682094, 0)","(312681337, 312681310, 0)",1.85062729696087,1.1545579732682993,short_connected,35
4_B901,4_B902,same_route,1.7983586413674622,14,1-5 km,supported,0.0,0.0,1,1,0,"(312682099, 312682094, 0)","(312682199, 312682099, 0)",1.85062729696087,0.529540860105553,short_connected,35
4_B902,4_B903,same_route,1.6120196896624617,14,1-5 km,supported,0.0,0.0,1,1,1,"(312682199, 312682099, 0)","(312682199, 312682099, 0)",0.529540860105553,0.693580340877027,same_osm_edge,35
4_B903,4_B959,same_route,5.6133150221302115,14,5-10 km,supported,10.870528152255568,1.9365612137211363,1,1,0,"(312682199, 312682099, 0)","(4851603612, 4851603582, 0)",0.693580340877027,7.046744828922823,supported_connected,35
