node_id_join,construction_no_snapshot,n_layers,total_thickness_in,max_layer_thickness_in,surface_thickness_in,binder_thickness_in,base_thickness_in,subbase_thickness_in,subgrade_thickness_in,material_codes,material_labels,total_thickness_mm,max_layer_thickness_mm,surface_thickness_mm,binder_thickness_mm,base_thickness_mm,subbase_thickness_mm,subgrade_thickness_mm,material_text,has_ac_layer,has_pcc_layer,surface_is_ac,surface_is_pcc,has_bound_base,has_granular_base,has_subbase_layer,has_engineering_fabric,has_stabilized_layer,n_bound_layers,n_unbound_layers
10_101,1,5,54.100000619888306,39.0,7.000000238418579,0.0,8.100000381469727,39.0,0.0,"1,202,214,303","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,Hot Mixed, Hot Laid AC, Dense Graded",1374.1400157451628,990.5999999999999,177.8000060558319,0.0,205.74000968933103,990.5999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,1,1,0,1,3,2
10_102,1,5,55.10000014305115,39.0,4.299999952316284,0.0,11.800000190734863,39.0,0.0,"1,202,214,303","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,Hot Mixed, Hot Laid AC, Dense Graded",1399.540003633499,990.5999999999999,109.2199987888336,0.0,299.72000484466554,990.5999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,1,1,0,1,3,2
10_103,1,5,60.59999990463257,48.0,4.599999904632568,0.0,8.0,48.0,0.0,"1,202,214,319","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",1539.239997577667,1219.1999999999998,116.83999757766723,0.0,203.2,1219.1999999999998,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,0,1,0,1,4,1
10_104,1,5,58.39999985694885,40.0,6.700000047683716,0.0,11.699999809265137,40.0,0.0,"1,202,214,319","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",1483.3599963665008,1016.0,170.18000121116637,0.0,297.17999515533444,1016.0,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,0,1,0,1,4,1
10_105,1,6,50.0,39.0,3.799999952316284,0.0,7.200000047683716,39.0,0.0,"1,202,214,303,319","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",1270.0,990.5999999999999,96.51999878883362,0.0,182.88000121116636,990.5999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,1,1,0,1,4,2
10_106,1,6,31.50000023841858,12.0,7.499999761581421,0.0,12.000000476837158,12.0,0.0,"1,202,214,303,319","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",800.1000060558318,304.79999999999995,190.49999394416807,0.0,304.8000121116638,304.79999999999995,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,1,1,0,1,4,2
10_107,1,6,60.299999833106995,48.0,4.199999928474426,0.0,8.099999904632568,48.0,0.0,"1,202,214,303,325","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,Hot Mixed, Hot Laid AC, Dense Graded,Open Graded, Hot Laid, Central Plant Mix",1531.6199957609176,1219.1999999999998,106.67999818325042,0.0,205.73999757766722,1219.1999999999998,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,1,1,0,1,4,2
10_108,1,6,61.200000286102295,43.0,7.1000001430511475,0.0,11.100000143051147,43.0,0.0,"1,202,216,303,325","Coarse-Grained Soil: Clayey Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,Hot Mixed, Hot Laid AC, Dense Graded,Open Graded, Hot Laid, Central Plant Mix",1554.4800072669982,1092.2,180.34000363349912,0.0,281.94000363349915,1092.2,0.0,"Coarse-Grained Soil: Clayey Sand | Subbase Layer | Unbound (granular) subbase | 216 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,1,1,0,1,4,2
10_109,1,6,66.50000023841858,43.0,7.299999952316284,0.0,16.200000286102295,43.0,0.0,"1,202,216,303,325","Coarse-Grained Soil: Clayey Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,Hot Mixed, Hot Laid AC, Dense Graded,Open Graded, Hot Laid, Central Plant Mix",1689.1000060558317,1092.2,185.4199987888336,0.0,411.48000726699826,1092.2,0.0,"Coarse-Grained Soil: Clayey Sand | Subbase Layer | Unbound (granular) subbase | 216 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,1,1,0,1,4,2
10_110,1,7,60.49999997764826,46.0,6.200000166893005,0.0,8.199999809265137,46.0,0.0,"1,202,214,319,325,75","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded,Nonwoven Geotextile,Open Graded, Hot Laid, Central Plant Mix",1536.6999994322657,1168.3999999999999,157.48000423908232,0.0,208.27999515533446,1168.3999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Nonwoven Geotextile | Interlayer | Engineering Fabric | 75 | 8 | EF || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,0,1,1,1,5,1
10_111,1,7,62.59999964386225,46.0,3.399999976158142,0.0,13.09999966621399,46.0,0.0,"1,202,214,319,325,75","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded,Nonwoven Geotextile,Open Graded, Hot Laid, Central Plant Mix",1590.039990954101,1168.3999999999999,86.3599993944168,0.0,332.7399915218353,1168.3999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Nonwoven Geotextile | Interlayer | Engineering Fabric | 75 | 8 | EF || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,0,1,1,1,5,1
10_112,1,7,66.00000009685755,46.0,4.3999998569488525,0.0,15.500000238418579,46.0,0.0,"1,202,214,319,325,75","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded,Nonwoven Geotextile,Open Graded, Hot Laid, Central Plant Mix",1676.4000024601817,1168.3999999999999,111.75999636650084,0.0,393.70000605583186,1168.3999999999999,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Nonwoven Geotextile | Interlayer | Engineering Fabric | 75 | 8 | EF || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB",1,0,1,0,1,0,1,1,1,5,1
10_1201,1,3,16.199999809265137,9.199999809265137,9.199999809265137,0.0,7.0,0.0,0.0,"141,309,5","Fine-Grained Soils,Fine-Grained Soils: Silt,Portland Cement Concrete (JRCP)",411.47999515533445,233.67999515533447,233.67999515533447,0.0,177.79999999999998,0.0,0.0,Fine-Grained Soils | Base Layer | Unbound (granular) base | 309 | 5 | GB || Fine-Grained Soils: Silt | Subgrade | Subgrade (untreated) | 141 | 7 | SS || Portland Cement Concrete (JRCP) | Original Surface Layer | Portland cement concrete layer | 5 | 3 | PC,0,1,0,1,1,1,0,0,1,2,1
10_1450,1,4,15.79999989271164,8.699999809265137,9.399999797344208,0.0,6.400000095367432,0.0,0.0,"1,214,339","Coarse-Grained Soil: Silty Sand,Hot Mixed, Hot Laid AC, Dense Graded,Soil Cement",401.3199972748756,220.97999515533445,238.75999485254286,0.0,162.56000242233276,0.0,0.0,"Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC || Soil Cement | Base Layer | Bound (treated) base | 339 | 5 | TB",1,0,1,0,1,0,0,0,1,4,0
10_159,1,6,66.89999961853027,48.0,5.199999809265137,0.0,13.699999809265137,48.0,0.0,"1,202,214,303,319","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,Crushed Stone,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",1699.2599903106689,1219.1999999999998,132.07999515533447,0.0,347.97999515533445,1219.1999999999998,0.0,"Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,1,1,0,1,4,2
10_160,1,6,56.799999833106995,39.0,6.299999833106995,0.0,11.5,39.0,0.0,"1,202,214,319,331","Cement Aggregate Mixture,Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Poorly Graded Sand,HMAC,Hot Mixed, Hot Laid AC, Dense Graded",1442.7199957609175,990.5999999999999,160.01999576091765,0.0,292.09999999999997,990.5999999999999,0.0,"Cement Aggregate Mixture | Base Layer | Bound (treated) base | 331 | 5 | TB || Coarse-Grained Soil: Silty Sand | Subbase Layer | Unbound (granular) subbase | 214 | 6 | GS || Coarse-Grained Soils: Poorly Graded Sand | Subgrade | Subgrade (untreated) | 202 | 7 | SS || HMAC | Base Layer | Bound (treated) base | 319 | 5 | TB || Hot Mixed, Hot Laid AC, Dense Graded | AC Layer Below Surface (Binder Course) | Asphalt concrete layer | 1 | 4 | AC || Hot Mixed, Hot Laid AC, Dense Graded | Original Surface Layer | Asphalt concrete layer | 1 | 3 | AC",1,0,1,0,1,0,1,0,1,5,1
10_201,1,4,48.5,34.0,8.300000190734863,0.0,6.199999809265137,34.0,0.0,"210,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Crushed Stone,Portland Cement Concrete (JPCP)",1231.8999999999999,863.5999999999999,210.8200048446655,0.0,157.47999515533445,863.5999999999999,0.0,Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Well-Graded Sand with Silt | Embankment Layer | Unbound (granular) subbase | 210 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_202,1,4,37.30000019073486,22.0,8.800000190734863,0.0,6.5,22.0,0.0,"210,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Crushed Stone,Portland Cement Concrete (JPCP)",947.4200048446655,558.8,223.52000484466552,0.0,165.1,558.8,0.0,Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Coarse-Grained Soils: Well-Graded Sand with Silt | Subgrade | Subgrade (untreated) | 210 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_203,1,4,31.799999713897705,14.0,11.699999809265137,0.0,6.099999904632568,14.0,0.0,"201,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Sand,Crushed Stone,Portland Cement Concrete (JPCP)",807.7199927330016,355.59999999999997,297.17999515533444,0.0,154.9399975776672,355.59999999999997,0.0,Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Sand | Embankment Layer | Unbound (granular) subbase | 201 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_204,1,4,29.300000190734863,12.0,11.0,0.0,6.300000190734863,12.0,0.0,"210,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Crushed Stone,Portland Cement Concrete (JPCP)",744.2200048446655,304.79999999999995,279.4,0.0,160.02000484466552,304.79999999999995,0.0,Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Coarse-Grained Soils: Well-Graded Sand with Silt | Subgrade | Subgrade (untreated) | 210 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_205,1,4,44.69999980926514,30.0,9.199999809265137,0.0,5.5,30.0,0.0,"210,214,334,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Lean Concrete,Portland Cement Concrete (JPCP)",1135.3799951553344,762.0,233.67999515533447,0.0,139.7,762.0,0.0,Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Well-Graded Sand with Silt | Embankment Layer | Unbound (granular) subbase | 210 | 11 | GS || Lean Concrete | Base Layer | Bound (treated) base | 334 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,0,1,0,1,3,1
10_206,1,4,56.99999952316284,42.0,8.899999618530273,0.0,6.099999904632568,42.0,0.0,"210,214,334,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Lean Concrete,Portland Cement Concrete (JPCP)",1447.799987888336,1066.8,226.05999031066892,0.0,154.9399975776672,1066.8,0.0,Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Coarse-Grained Soils: Well-Graded Sand with Silt | Subgrade | Subgrade (untreated) | 210 | 7 | SS || Lean Concrete | Base Layer | Bound (treated) base | 334 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,0,1,0,1,3,1
10_207,1,4,32.200000286102295,14.0,11.300000190734863,0.0,6.900000095367432,14.0,0.0,"201,214,334,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Sand,Lean Concrete,Portland Cement Concrete (JPCP)",817.8800072669983,355.59999999999997,287.0200048446655,0.0,175.26000242233275,355.59999999999997,0.0,Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Sand | Embankment Layer | Unbound (granular) subbase | 201 | 11 | GS || Lean Concrete | Base Layer | Bound (treated) base | 334 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,0,1,0,1,3,1
10_208,1,4,48.10000038146973,30.0,12.100000381469727,0.0,6.0,30.0,0.0,"210,214,334,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Lean Concrete,Portland Cement Concrete (JPCP)",1221.740009689331,762.0,307.34000968933105,0.0,152.39999999999998,762.0,0.0,Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Coarse-Grained Soils: Well-Graded Sand with Silt | Subgrade | Subgrade (untreated) | 210 | 7 | SS || Lean Concrete | Base Layer | Bound (treated) base | 334 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,0,1,0,1,3,1
10_209,1,5,40.19999957084656,24.0,8.199999809265137,0.0,7.999999761581421,24.0,0.0,"214,216,303,325,4","Coarse-Grained Soil: Clayey Sand,Coarse-Grained Soil: Silty Sand,Crushed Stone,Open Graded, Hot Laid, Central Plant Mix,Portland Cement Concrete (JPCP)",1021.0799890995025,609.5999999999999,208.27999515533446,0.0,203.19999394416809,609.5999999999999,0.0,"Coarse-Grained Soil: Clayey Sand | Subgrade | Subgrade (untreated) | 216 | 7 | SS || Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC",0,1,0,1,1,1,1,0,1,3,2
10_210,1,5,52.50000023841858,36.0,8.300000190734863,0.0,8.200000047683716,36.0,0.0,"201,214,303,325,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Sand,Crushed Stone,Open Graded, Hot Laid, Central Plant Mix,Portland Cement Concrete (JPCP)",1333.5000060558318,914.4,210.8200048446655,0.0,208.28000121116636,914.4,0.0,"Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Sand | Embankment Layer | Unbound (granular) subbase | 201 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC",0,1,0,1,1,1,1,0,1,3,2
10_211,1,5,49.30000019073486,30.0,11.800000190734863,0.0,7.5,30.0,0.0,"214,216,303,325,4","Coarse-Grained Soil: Clayey Sand,Coarse-Grained Soil: Silty Sand,Crushed Stone,Open Graded, Hot Laid, Central Plant Mix,Portland Cement Concrete (JPCP)",1252.2200048446655,762.0,299.72000484466554,0.0,190.5,762.0,0.0,"Coarse-Grained Soil: Clayey Sand | Subgrade | Subgrade (untreated) | 216 | 7 | SS || Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC",0,1,0,1,1,1,1,0,1,3,2
10_212,1,5,49.799999713897705,30.0,12.399999618530273,0.0,7.400000095367432,30.0,0.0,"201,214,303,325,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Sand,Crushed Stone,Open Graded, Hot Laid, Central Plant Mix,Portland Cement Concrete (JPCP)",1264.9199927330017,762.0,314.9599903106689,0.0,187.96000242233276,762.0,0.0,"Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Sand | Embankment Layer | Unbound (granular) subbase | 201 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Open Graded, Hot Laid, Central Plant Mix | Base Layer | Bound (treated) base | 325 | 5 | TB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC",0,1,0,1,1,1,1,0,1,3,2
10_259,1,4,60.09999990463257,42.0,10.199999809265137,0.0,7.900000095367432,42.0,0.0,"210,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Well-Graded Sand with Silt,Crushed Stone,Portland Cement Concrete (JPCP)",1526.5399975776672,1066.8,259.0799951553345,0.0,200.66000242233275,1066.8,0.0,Coarse-Grained Soil: Silty Sand | Embankment Layer | Unbound (granular) subbase | 214 | 11 | GS || Coarse-Grained Soils: Well-Graded Sand with Silt | Subgrade | Subgrade (untreated) | 210 | 7 | SS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_260,1,4,60.0,42.0,10.199999809265137,0.0,7.800000190734863,42.0,0.0,"201,214,303,4","Coarse-Grained Soil: Silty Sand,Coarse-Grained Soils: Sand,Crushed Stone,Portland Cement Concrete (JPCP)",1524.0,1066.8,259.0799951553345,0.0,198.12000484466552,1066.8,0.0,Coarse-Grained Soil: Silty Sand | Subgrade | Subgrade (untreated) | 214 | 7 | SS || Coarse-Grained Soils: Sand | Embankment Layer | Unbound (granular) subbase | 201 | 11 | GS || Crushed Stone | Base Layer | Unbound (granular) base | 303 | 5 | GB || Portland Cement Concrete (JPCP) | Original Surface Layer | Portland cement concrete layer | 4 | 3 | PC,0,1,0,1,1,1,1,0,1,2,2
10_4002,1,3,15.90000057220459,8.100000381469727,8.100000381469727,0.0,7.800000190734863,0.0,0.0,"141,309,5","Fine-Grained Soils,Fine-Grained Soils: Silt,Portland Cement Concrete (JRCP)",403.86001453399655,205.74000968933103,205.74000968933103,0.0,198.12000484466552,0.0,0.0,Fine-Grained Soils | Base Layer | Unbound (granular) base | 309 | 5 | GB || Fine-Grained Soils: Silt | Subgrade | Subgrade (untreated) | 141 | 7 | SS || Portland Cement Concrete (JRCP) | Original Surface Layer | Portland cement concrete layer | 5 | 3 | PC,0,1,0,1,1,1,0,0,1,2,1
