scenario_id,num_closed_nodes,closed_node_ids,delta_vht_proxy,connectivity_loss_pct,disconnected_od_pct,disruption_score
scenario_0226,3,20_0163;20_0204;20_0212,0.0,2.2084090177010296e-05,0.0,0.0
scenario_0227,2,32_0201;32_0204,2374363590.3495927,7.2638808727987225e-06,0.045292976855523144,2481922832.588163
scenario_0228,4,19_0106;19_0108;19_0159;19_0219,0.0,1.5400061429415857e-05,0.0,0.0
scenario_0229,1,10_0106,0.0,2.3755818222559455e-06,0.0,0.0
scenario_0230,2,1_0101;1_0161,565086396.7040197,7.271973838429702e-06,0.015190797497100455,573674619.0182098
scenario_0231,3,39_A803;6_0206;6_0209,4.68968838104787,5.818124701317817e-05,0.0,4.689961232965982
scenario_0232,5,26_0116;32_AA03;37_0201;37_0903;48_0115,4174433361.5447536,0.0014384056271459222,0.09735935285765504,4586858020.609548
scenario_0233,3,5_0216;5_0220;5_0222,0.0,6.03618791529259e-05,0.0,0.0
scenario_0234,5,55_0118;55_0121;55_0213;55_0215;55_0222,0.0,1.7840468820584654e-05,0.0,0.0
scenario_0235,5,27_1003;27_1004;27_1017;27_3005;27_3012,0.0,0.008040823936008912,0.0,0.0
scenario_0236,5,20_0209;37_0205;39_0101;4_BA59;6_0204,0.0,0.003691402435703206,0.0,0.0
scenario_0237,1,53_3014,0.0,0.0015516346794625102,0.0,0.0
scenario_0238,1,39_0202,0.0,4.665472190468201e-06,0.0,0.0
scenario_0239,4,4_0115;4_0119;4_0160;4_A902,0.0,0.00016005574543731527,0.0,0.0
scenario_0240,3,19_0105;19_0111;19_0112,0.0,4.183852918782094e-06,0.0,0.0
scenario_0241,3,35_0110;35_0901;35_0902,0.0,1.8898169742764814e-05,0.0,0.0
scenario_0242,5,53_0201;53_0204;53_0207;53_0208;53_0209,0.0,2.9633859254585282e-05,0.0,0.0
scenario_0243,3,20_0202;20_0207;20_0208,0.0,3.0324818450444546e-05,0.0,0.0
scenario_0244,4,10_0159;10_0210;10_0212;10_0260,0.0,4.4886072046557146e-05,0.0,0.0
scenario_0245,4,31_0114;31_0116;31_0119;31_0902,0.0,4.9831934708644e-06,0.0,0.0
scenario_0246,1,31_0124,0.0,1.2450892150628334e-06,0.0,0.0
scenario_0247,2,49_D410;49_D431,0.0,0.001123226870783034,0.0,0.0
scenario_0248,2,55_0116;55_0123,0.0,5.901045205702893e-06,0.0,0.0
scenario_0249,5,19_0213;19_0215;19_0217;19_0218;19_0259,0.0,5.101892515646522e-05,0.0,0.0
scenario_0250,3,31_0119;48_0901;8_A410,3640730029.68808,0.000459895157744028,0.1314865736372482,4121111500.9413095
scenario_0251,5,12_0104;12_0106;12_0108;12_0109;12_0111,0.0,3.91388358627065e-05,0.0,0.0
scenario_0252,6,12_4106;35_0105;48_0163;49_C448;49_E410;4_AA60,0.0,0.005221813325666402,0.0,0.0
scenario_0253,5,10_0202;10_0203;10_0206;10_0208;10_0259,0.0,1.9324844889978543e-05,0.0,0.0
scenario_0254,2,46_9106;46_9187,0.0,0.0,0.0,0.0
scenario_0255,3,26_0216;38_3006;8_A441,0.0,0.000523847459391491,0.0,0.0
scenario_0256,2,29_AA66;29_AA67,0.0,0.0018086899861234906,0.0,0.0
scenario_0257,1,37_0211,0.0,8.604761146946416e-06,0.0,0.0
scenario_0258,3,19_0222;19_0224;19_0259,0.0,3.365025356749651e-05,0.0,0.0
scenario_0259,2,32_AA02;6_0202,3334138292.574321,0.001445490717885911,0.0670158749999779,3562397953.5761847
scenario_0260,5,32_AA01;32_AA02;32_AA03;32_AA60;32_AA61,16672141599.86018,0.007089579075828523,0.33507937499988943,22376830853.286606
scenario_0261,6,20_0205;39_0110;39_0261;48_0166;5_0213;6_0201,9.652751832268756,7.743181348152106e-05,0.0,9.653499262348214
scenario_0262,3,49_D446;49_D448;49_D452,0.0,0.0012386036490507069,0.0,0.0
scenario_0263,1,24_5807,0.0,0.000265685265211979,0.0,0.0
scenario_0264,3,49_D440;49_D445;49_D452,0.0,0.0012419970837057592,0.0,0.0
scenario_0265,3,40_0117;48_0163;48_0167,840368647.6176114,1.748257104161599e-05,0.03034347785767714,865883046.8734655
scenario_0266,2,49_7085;49_E462,859815754.0147918,0.0009314062480755281,0.022568079811832967,880020982.3403523
scenario_0267,1,49_D452,0.0,0.00041399902790184573,0.0,0.0
scenario_0268,5,55_0116;55_0122;55_0262;55_0901;55_0902,0.0,5.9622771895195825e-05,0.0,0.0
scenario_0269,2,20_0161;20_0204,0.0,1.2279483950439207e-05,0.0,0.0
scenario_0270,3,48_0120;48_0121;48_0161,1693720864.0040696,2.4289986907177763e-05,0.06068695571535429,1796548767.5296671
scenario_0271,4,37_A965;49_7083;4_AA61;8_A445,298291046.6811188,0.006228310825519667,0.008092467842913932,302562806.7394145
scenario_0272,3,22_0115;22_0117;22_0703,0.0,1.6067379738360366e-05,0.0,0.0
scenario_0273,3,38_0261;4_0216;4_AA61,0.0,0.0036278706459105248,0.0,0.0
scenario_0274,1,55_0222,0.0,3.97914430971813e-06,0.0,0.0
scenario_0275,5,35_0111;35_0507;35_0509;35_0901;35_0959,0.0,3.300061913336094e-05,0.0,0.0
scenario_0276,2,41_AA03;41_AA60,0.0,0.0007547707599562248,0.0,0.0
scenario_0277,4,20_0101;20_0112;20_0208;20_0212,0.0,2.8452669916023687e-05,0.0,0.0
scenario_0278,3,8_A431;8_A445;8_A446,0.0,0.0013571530946717703,0.0,0.0
scenario_0279,1,56_B350,0.0,4.6312299594397643e-05,0.0,0.0
scenario_0280,4,19_0218;32_0106;4_0222;55_0266,0.0,4.6352059433929504e-05,0.0,0.0
scenario_0281,3,31_0113;31_0116;31_0117,0.0,3.6689762996644504e-06,0.0,0.0
scenario_0282,5,20_0208;4_0262;4_0264;5_0215;8_A413,0.0,0.0005406273118712113,0.0,0.0
scenario_0283,6,19_0215;32_0108;38_0217;39_0265;48_0122;51_5010,839990377.2480128,0.0016559662447299672,0.03034347785767714,866869602.3713205
scenario_0284,3,48_3579;48_F330;48_F350,0.0,0.0005348024189362199,0.0,0.0
scenario_0285,4,1_0109;1_0111;1_0504;1_0564,470613201.13030714,1.2016196152653258e-05,0.015187244303891864,477766173.76904655
scenario_0286,2,5_0218;5_0222,0.0,4.024125276858026e-05,0.0,0.0
scenario_0287,2,39_0212;39_0810,109558500.85512358,9.287079769659812e-06,0.0,109559518.33366047
scenario_0288,2,48_0167;8_0216,840368647.6176114,1.5978133895533375e-05,0.03034347785767714,865881782.5916557
scenario_0289,2,40_0123;5_0216,0.0,2.1409744544675924e-05,0.0,0.0
scenario_0290,5,6_0201;6_0204;6_0205;6_0208;6_0212,0.0,0.00013215024981305667,0.0,0.0
scenario_0291,1,32_7084,2494710151.0848804,0.001382268048982671,0.07157137988553916,2676708357.145804
scenario_0292,5,55_0123;55_0216;55_0224;55_0259;55_0805,0.0,1.5554131803430238e-05,0.0,0.0
scenario_0293,1,49_D449,0.0,0.00041399902790184573,0.0,0.0
scenario_0294,2,48_1113;48_1116,0.0,0.0007206708314521082,0.0,0.0
scenario_0295,2,19_0259;26_0223,0.0,1.8779506548161073e-05,0.0,0.0
scenario_0296,4,12_0111;32_0105;53_0212;6_0205,2717880800.069916,4.608336547384795e-05,0.05181215011324276,2858825297.1672626
scenario_0297,4,19_0104;19_0108;19_0110;19_0111,0.0,5.5777210030694135e-06,0.0,0.0
scenario_0298,6,38_0219;38_0220;41_AA02;49_C458;5_0119;6_0201,0.0,0.0008572194714736581,0.0,0.0
scenario_0299,3,48_0115;48_0118;48_0122,2520053157.910207,2.4289986907177763e-05,0.09103043357303145,2749515901.560071
scenario_0300,5,10_0205;26_0223;28_0805;49_C456;4_0214,0.0,0.0005936282792584624,0.0,0.0
scenario_0301,5,30_0118;30_0119;30_0508;30_0806;30_0902,0.0,9.90881035956015e-06,0.0,0.0
scenario_0302,5,8_A414;8_A415;8_A430;8_A444;8_A452,0.0,0.007647262655193776,0.0,0.0
scenario_0303,5,6_0207;6_0559;6_0566;6_0603;6_0659,820195687.1001132,7.521304447943855e-05,0.0,820257376.5148089
scenario_0304,4,19_0259;32_AA03;48_AA01;4_AA59,3334477620.7298384,0.005443143088484037,0.0670158749999779,3576090594.9658732
scenario_0305,6,20_0203;26_0213;27_2018;32_0103;32_0207;53_0205,2717637901.688345,0.0013929689451230853,0.05180911245503646,2862221894.550127
scenario_0306,4,49_D441;49_D444;49_D450;49_D451,0.0,0.0016390289383328982,0.0,0.0
scenario_0307,5,49_C458;4_0217;4_0267;4_BA03;5_0217,0.0,0.004166000448522,0.0,0.0
scenario_0308,2,46_0602;46_0804,0.0,2.1226462917356415e-06,0.0,0.0
