source_project_id,target_project_id,source_node,target_node,overlap_start,overlap_end,edge_type
5_0213_20061015_5_1,5_0216_20021212_3_1,5_0213,5_0216,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0224_19930901_1_1,5_0213,5_0224,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0224_19960615_2_1,5_0213,5_0224,1996-06-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0224_19970204_3_1,5_0213,5_0224,1997-02-04,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0224_20010615_4_1,5_0213,5_0224,2001-06-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0224_20021203_5_1,5_0213,5_0224,2002-12-03,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0224_19930901_1_1,5_0213,5_0224,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0224_19960615_2_1,5_0213,5_0224,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0224_19970204_3_1,5_0213,5_0224,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0224_20010615_4_1,5_0213,5_0224,2001-06-15,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0224_20021203_5_1,5_0213,5_0224,2002-12-03,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0224_19930901_1_1,5_0213,5_0224,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0224_19960615_2_1,5_0213,5_0224,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0224_19970204_3_1,5_0213,5_0224,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0224_20010615_4_1,5_0213,5_0224,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0224_20021203_5_1,5_0213,5_0224,2002-12-12,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0224_19930901_1_1,5_0213,5_0224,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0224_19960615_2_1,5_0213,5_0224,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0224_19970204_3_1,5_0213,5_0224,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0224_20010615_4_1,5_0213,5_0224,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0224_20021203_5_1,5_0213,5_0224,2003-11-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0224_19930901_1_1,5_0213,5_0224,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0224_19960615_2_1,5_0213,5_0224,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0224_19970204_3_1,5_0213,5_0224,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0224_20010615_4_1,5_0213,5_0224,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0224_20021203_5_1,5_0213,5_0224,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0221_19930901_1_1,5_0213,5_0221,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0221_19970204_2_1,5_0213,5_0221,1997-02-04,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0221_20021212_3_1,5_0213,5_0221,2002-12-12,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0221_19930901_1_1,5_0213,5_0221,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0221_19970204_2_1,5_0213,5_0221,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0221_20021212_3_1,5_0213,5_0221,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0221_19930901_1_1,5_0213,5_0221,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0221_19970204_2_1,5_0213,5_0221,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0221_20021212_3_1,5_0213,5_0221,2002-12-12,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0221_19930901_1_1,5_0213,5_0221,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0221_19970204_2_1,5_0213,5_0221,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0221_20021212_3_1,5_0213,5_0221,2003-11-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0221_19930901_1_1,5_0213,5_0221,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0221_19970204_2_1,5_0213,5_0221,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0221_20021212_3_1,5_0213,5_0221,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0220_19930901_1_1,5_0213,5_0220,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0220_19970204_2_1,5_0213,5_0220,1997-02-04,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0220_20021203_3_1,5_0213,5_0220,2002-12-03,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0220_19930901_1_1,5_0213,5_0220,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0220_19970204_2_1,5_0213,5_0220,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0220_20021203_3_1,5_0213,5_0220,2002-12-03,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0220_19930901_1_1,5_0213,5_0220,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0220_19970204_2_1,5_0213,5_0220,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0220_20021203_3_1,5_0213,5_0220,2002-12-12,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0220_19930901_1_1,5_0213,5_0220,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0220_19970204_2_1,5_0213,5_0220,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0220_20021203_3_1,5_0213,5_0220,2003-11-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0220_19930901_1_1,5_0213,5_0220,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0220_19970204_2_1,5_0213,5_0220,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0220_20021203_3_1,5_0213,5_0220,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0217_19930901_1_1,5_0213,5_0217,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0217_19970204_2_1,5_0213,5_0217,1997-02-04,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0217_20021203_3_1,5_0213,5_0217,2002-12-03,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0217_20060615_4_1,5_0213,5_0217,2006-06-15,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0217_19930901_1_1,5_0213,5_0217,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0217_19970204_2_1,5_0213,5_0217,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0217_20021203_3_1,5_0213,5_0217,2002-12-03,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0217_20060615_4_1,5_0213,5_0217,2006-06-15,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0217_19930901_1_1,5_0213,5_0217,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0217_19970204_2_1,5_0213,5_0217,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0217_20021203_3_1,5_0213,5_0217,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0217_20060615_4_1,5_0213,5_0217,2006-06-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0217_19930901_1_1,5_0213,5_0217,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0217_19970204_2_1,5_0213,5_0217,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0217_20021203_3_1,5_0213,5_0217,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0217_20060615_4_1,5_0213,5_0217,2006-06-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0217_19930901_1_1,5_0213,5_0217,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0217_19970204_2_1,5_0213,5_0217,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0217_20021203_3_1,5_0213,5_0217,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0217_20060615_4_1,5_0213,5_0217,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0218_19930901_1_1,5_0213,5_0218,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0218_19970204_2_1,5_0213,5_0218,1997-02-04,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0218_20021203_3_1,5_0213,5_0218,2002-12-03,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0218_20060615_4_1,5_0213,5_0218,2006-06-15,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0218_19930901_1_1,5_0213,5_0218,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0218_19970204_2_1,5_0213,5_0218,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0218_20021203_3_1,5_0213,5_0218,2002-12-03,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0218_20060615_4_1,5_0213,5_0218,2006-06-15,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0218_19930901_1_1,5_0213,5_0218,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0218_19970204_2_1,5_0213,5_0218,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0218_20021203_3_1,5_0213,5_0218,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0218_20060615_4_1,5_0213,5_0218,2006-06-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0218_19930901_1_1,5_0213,5_0218,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0218_19970204_2_1,5_0213,5_0218,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0218_20021203_3_1,5_0213,5_0218,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0218_20060615_4_1,5_0213,5_0218,2006-06-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0218_19930901_1_1,5_0213,5_0218,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0218_19970204_2_1,5_0213,5_0218,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0218_20021203_3_1,5_0213,5_0218,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0218_20060615_4_1,5_0213,5_0218,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0219_19930901_1_1,5_0213,5_0219,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0219_19970204_2_1,5_0213,5_0219,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0219_19930901_1_1,5_0213,5_0219,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0219_19970204_2_1,5_0213,5_0219,1997-02-04,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0219_19930901_1_1,5_0213,5_0219,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0219_19970204_2_1,5_0213,5_0219,2002-12-12,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0219_19930901_1_1,5_0213,5_0219,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0219_19970204_2_1,5_0213,5_0219,2003-11-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0219_19930901_1_1,5_0213,5_0219,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0219_19970204_2_1,5_0213,5_0219,2006-10-15,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0222_19930901_1_1,5_0213,5_0222,1993-09-01,2008-11-15,project_conflict
5_0213_19930901_1_1,5_0222_19970204_2_1,5_0213,5_0222,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0222_19930901_1_1,5_0213,5_0222,1997-02-04,2008-11-15,project_conflict
5_0213_19970204_2_1,5_0222_19970204_2_1,5_0213,5_0222,1997-02-04,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0222_19930901_1_1,5_0213,5_0222,2002-12-12,2008-11-15,project_conflict
5_0213_20021212_3_1,5_0222_19970204_2_1,5_0213,5_0222,2002-12-12,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0222_19930901_1_1,5_0213,5_0222,2003-11-15,2008-11-15,project_conflict
5_0213_20031115_4_1,5_0222_19970204_2_1,5_0213,5_0222,2003-11-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0222_19930901_1_1,5_0213,5_0222,2006-10-15,2008-11-15,project_conflict
5_0213_20061015_5_1,5_0222_19970204_2_1,5_0213,5_0222,2006-10-15,2008-11-15,project_conflict
5_0214_19930901_1_1,5_0222_19930901_1_1,5_0214,5_0222,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0222_19970204_2_1,5_0214,5_0222,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0222_19930901_1_1,5_0214,5_0222,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0222_19970204_2_1,5_0214,5_0222,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0223_19930901_1_1,5_0214,5_0223,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0223_19970204_2_1,5_0214,5_0223,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0223_19930901_1_1,5_0214,5_0223,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0223_19970204_2_1,5_0214,5_0223,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0219_19930901_1_1,5_0214,5_0219,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0219_19970204_2_1,5_0214,5_0219,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0219_19930901_1_1,5_0214,5_0219,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0219_19970204_2_1,5_0214,5_0219,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0215_19930901_1_1,5_0214,5_0215,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0215_19970204_2_1,5_0214,5_0215,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0215_19930901_1_1,5_0214,5_0215,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0215_19970204_2_1,5_0214,5_0215,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0218_19930901_1_1,5_0214,5_0218,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0218_19970204_2_1,5_0214,5_0218,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0218_20021203_3_1,5_0214,5_0218,2002-12-03,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0218_20060615_4_1,5_0214,5_0218,2006-06-15,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0218_19930901_1_1,5_0214,5_0218,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0218_19970204_2_1,5_0214,5_0218,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0218_20021203_3_1,5_0214,5_0218,2002-12-03,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0218_20060615_4_1,5_0214,5_0218,2006-06-15,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0217_19930901_1_1,5_0214,5_0217,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0217_19970204_2_1,5_0214,5_0217,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0217_20021203_3_1,5_0214,5_0217,2002-12-03,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0217_20060615_4_1,5_0214,5_0217,2006-06-15,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0217_19930901_1_1,5_0214,5_0217,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0217_19970204_2_1,5_0214,5_0217,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0217_20021203_3_1,5_0214,5_0217,2002-12-03,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0217_20060615_4_1,5_0214,5_0217,2006-06-15,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0220_19930901_1_1,5_0214,5_0220,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0220_19970204_2_1,5_0214,5_0220,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0220_20021203_3_1,5_0214,5_0220,2002-12-03,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0220_19930901_1_1,5_0214,5_0220,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0220_19970204_2_1,5_0214,5_0220,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0220_20021203_3_1,5_0214,5_0220,2002-12-03,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0224_19930901_1_1,5_0214,5_0224,1993-09-01,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0224_19960615_2_1,5_0214,5_0224,1996-06-15,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0224_19970204_3_1,5_0214,5_0224,1997-02-04,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0224_20010615_4_1,5_0214,5_0224,2001-06-15,2013-08-20,project_conflict
5_0214_19930901_1_1,5_0224_20021203_5_1,5_0214,5_0224,2002-12-03,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0224_19930901_1_1,5_0214,5_0224,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0224_19960615_2_1,5_0214,5_0224,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0224_19970204_3_1,5_0214,5_0224,1997-02-04,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0224_20010615_4_1,5_0214,5_0224,2001-06-15,2013-08-20,project_conflict
5_0214_19970204_2_1,5_0224_20021203_5_1,5_0214,5_0224,2002-12-03,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0223_19930901_1_1,5_0215,5_0223,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0223_19970204_2_1,5_0215,5_0223,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0223_19930901_1_1,5_0215,5_0223,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0223_19970204_2_1,5_0215,5_0223,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0222_19930901_1_1,5_0215,5_0222,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0222_19970204_2_1,5_0215,5_0222,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0222_19930901_1_1,5_0215,5_0222,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0222_19970204_2_1,5_0215,5_0222,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0219_19930901_1_1,5_0215,5_0219,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0219_19970204_2_1,5_0215,5_0219,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0219_19930901_1_1,5_0215,5_0219,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0219_19970204_2_1,5_0215,5_0219,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0218_19930901_1_1,5_0215,5_0218,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0218_19970204_2_1,5_0215,5_0218,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0218_20021203_3_1,5_0215,5_0218,2002-12-03,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0218_20060615_4_1,5_0215,5_0218,2006-06-15,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0218_19930901_1_1,5_0215,5_0218,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0218_19970204_2_1,5_0215,5_0218,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0218_20021203_3_1,5_0215,5_0218,2002-12-03,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0218_20060615_4_1,5_0215,5_0218,2006-06-15,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0217_19930901_1_1,5_0215,5_0217,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0217_19970204_2_1,5_0215,5_0217,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0217_20021203_3_1,5_0215,5_0217,2002-12-03,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0217_20060615_4_1,5_0215,5_0217,2006-06-15,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0217_19930901_1_1,5_0215,5_0217,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0217_19970204_2_1,5_0215,5_0217,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0217_20021203_3_1,5_0215,5_0217,2002-12-03,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0217_20060615_4_1,5_0215,5_0217,2006-06-15,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0220_19930901_1_1,5_0215,5_0220,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0220_19970204_2_1,5_0215,5_0220,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0220_20021203_3_1,5_0215,5_0220,2002-12-03,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0220_19930901_1_1,5_0215,5_0220,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0220_19970204_2_1,5_0215,5_0220,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0220_20021203_3_1,5_0215,5_0220,2002-12-03,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0224_19930901_1_1,5_0215,5_0224,1993-09-01,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0224_19960615_2_1,5_0215,5_0224,1996-06-15,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0224_19970204_3_1,5_0215,5_0224,1997-02-04,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0224_20010615_4_1,5_0215,5_0224,2001-06-15,2013-08-20,project_conflict
5_0215_19930901_1_1,5_0224_20021203_5_1,5_0215,5_0224,2002-12-03,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0224_19930901_1_1,5_0215,5_0224,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0224_19960615_2_1,5_0215,5_0224,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0224_19970204_3_1,5_0215,5_0224,1997-02-04,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0224_20010615_4_1,5_0215,5_0224,2001-06-15,2013-08-20,project_conflict
5_0215_19970204_2_1,5_0224_20021203_5_1,5_0215,5_0224,2002-12-03,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0224_19930901_1_1,5_0216,5_0224,1993-09-01,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0224_19960615_2_1,5_0216,5_0224,1996-06-15,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0224_19970204_3_1,5_0216,5_0224,1997-02-04,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0224_20010615_4_1,5_0216,5_0224,2001-06-15,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0224_20021203_5_1,5_0216,5_0224,2002-12-03,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0224_19930901_1_1,5_0216,5_0224,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0224_19960615_2_1,5_0216,5_0224,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0224_19970204_3_1,5_0216,5_0224,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0224_20010615_4_1,5_0216,5_0224,2001-06-15,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0224_20021203_5_1,5_0216,5_0224,2002-12-03,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0224_19930901_1_1,5_0216,5_0224,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0224_19960615_2_1,5_0216,5_0224,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0224_19970204_3_1,5_0216,5_0224,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0224_20010615_4_1,5_0216,5_0224,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0224_20021203_5_1,5_0216,5_0224,2002-12-12,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0220_19930901_1_1,5_0216,5_0220,1993-09-01,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0220_19970204_2_1,5_0216,5_0220,1997-02-04,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0220_20021203_3_1,5_0216,5_0220,2002-12-03,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0220_19930901_1_1,5_0216,5_0220,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0220_19970204_2_1,5_0216,5_0220,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0220_20021203_3_1,5_0216,5_0220,2002-12-03,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0220_19930901_1_1,5_0216,5_0220,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0220_19970204_2_1,5_0216,5_0220,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0220_20021203_3_1,5_0216,5_0220,2002-12-12,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0217_19930901_1_1,5_0216,5_0217,1993-09-01,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0217_19970204_2_1,5_0216,5_0217,1997-02-04,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0217_20021203_3_1,5_0216,5_0217,2002-12-03,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0217_20060615_4_1,5_0216,5_0217,2006-06-15,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0217_19930901_1_1,5_0216,5_0217,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0217_19970204_2_1,5_0216,5_0217,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0217_20021203_3_1,5_0216,5_0217,2002-12-03,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0217_20060615_4_1,5_0216,5_0217,2006-06-15,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0217_19930901_1_1,5_0216,5_0217,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0217_19970204_2_1,5_0216,5_0217,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0217_20021203_3_1,5_0216,5_0217,2002-12-12,2013-08-20,project_conflict
5_0216_20021212_3_1,5_0217_20060615_4_1,5_0216,5_0217,2006-06-15,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0221_19930901_1_1,5_0216,5_0221,1993-09-01,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0221_19970204_2_1,5_0216,5_0221,1997-02-04,2013-08-20,project_conflict
5_0216_19930901_1_1,5_0221_20021212_3_1,5_0216,5_0221,2002-12-12,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0221_19930901_1_1,5_0216,5_0221,1997-02-04,2013-08-20,project_conflict
5_0216_19970204_2_1,5_0221_19970204_2_1,5_0216,5_0221,1997-02-04,2013-08-20,project_conflict
