source_project_id,target_project_id,source_node,target_node,overlap_start,overlap_end,edge_type
17_0606_20010712_8_1,17_0607_19900605_3_1,17_0606,17_0607,2001-07-12,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_19940501_4_1,17_0606,17_0607,2001-07-12,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_19971014_5_1,17_0606,17_0607,2001-07-12,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_20040822_6_1,17_0606,17_0607,2004-08-22,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_20050321_7_1,17_0606,17_0607,2005-03-21,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_20060126_8_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_20061023_9_1,17_0606,17_0607,2006-10-23,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0607_20080301_10_1,17_0606,17_0607,2008-03-01,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_19870101_1_1,17_0606,17_0607,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_19900501_2_1,17_0606,17_0607,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_19900605_3_1,17_0606,17_0607,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_19940501_4_1,17_0606,17_0607,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_19971014_5_1,17_0606,17_0607,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_20040822_6_1,17_0606,17_0607,2004-08-22,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_20050321_7_1,17_0606,17_0607,2005-03-21,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_20060126_8_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_20061023_9_1,17_0606,17_0607,2006-10-23,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0607_20080301_10_1,17_0606,17_0607,2008-03-01,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_19870101_1_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_19900501_2_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_19900605_3_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_19940501_4_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_19971014_5_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_20040822_6_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_20050321_7_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_20060126_8_1,17_0606,17_0607,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_20061023_9_1,17_0606,17_0607,2006-10-23,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0607_20080301_10_1,17_0606,17_0607,2008-03-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_19870101_1_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_19900501_2_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_19900605_3_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_19940501_4_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_19971014_5_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_20040822_6_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_20050321_7_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_20060126_8_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_20061023_9_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0607_20080301_10_1,17_0606,17_0607,2008-06-01,2010-06-01,project_conflict
17_0606_19870101_1_1,17_0661_19870101_1_1,17_0606,17_0661,1987-01-01,2001-06-01,project_conflict
17_0606_19870101_1_1,17_0661_19900404_2_1,17_0606,17_0661,1990-04-04,2001-06-01,project_conflict
17_0606_19870101_1_1,17_0661_19900424_3_1,17_0606,17_0661,1990-04-24,2001-06-01,project_conflict
17_0606_19870101_1_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19870101_1_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19870101_1_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19900405_2_1,17_0661_19870101_1_1,17_0606,17_0661,1990-04-05,2001-06-01,project_conflict
17_0606_19900405_2_1,17_0661_19900404_2_1,17_0606,17_0661,1990-04-05,2001-06-01,project_conflict
17_0606_19900405_2_1,17_0661_19900424_3_1,17_0606,17_0661,1990-04-24,2001-06-01,project_conflict
17_0606_19900405_2_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19900405_2_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19900405_2_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19900424_3_1,17_0661_19870101_1_1,17_0606,17_0661,1990-04-24,2001-06-01,project_conflict
17_0606_19900424_3_1,17_0661_19900404_2_1,17_0606,17_0661,1990-04-24,2001-06-01,project_conflict
17_0606_19900424_3_1,17_0661_19900424_3_1,17_0606,17_0661,1990-04-24,2001-06-01,project_conflict
17_0606_19900424_3_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19900424_3_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19900424_3_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19900611_4_1,17_0661_19870101_1_1,17_0606,17_0661,1990-06-11,2001-06-01,project_conflict
17_0606_19900611_4_1,17_0661_19900404_2_1,17_0606,17_0661,1990-06-11,2001-06-01,project_conflict
17_0606_19900611_4_1,17_0661_19900424_3_1,17_0606,17_0661,1990-06-11,2001-06-01,project_conflict
17_0606_19900611_4_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19900611_4_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19900611_4_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19920401_5_1,17_0661_19870101_1_1,17_0606,17_0661,1992-04-01,2001-06-01,project_conflict
17_0606_19920401_5_1,17_0661_19900404_2_1,17_0606,17_0661,1992-04-01,2001-06-01,project_conflict
17_0606_19920401_5_1,17_0661_19900424_3_1,17_0606,17_0661,1992-04-01,2001-06-01,project_conflict
17_0606_19920401_5_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19920401_5_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19920401_5_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19950801_6_1,17_0661_19870101_1_1,17_0606,17_0661,1995-08-01,2001-06-01,project_conflict
17_0606_19950801_6_1,17_0661_19900404_2_1,17_0606,17_0661,1995-08-01,2001-06-01,project_conflict
17_0606_19950801_6_1,17_0661_19900424_3_1,17_0606,17_0661,1995-08-01,2001-06-01,project_conflict
17_0606_19950801_6_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19950801_6_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19950801_6_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_19971014_7_1,17_0661_19870101_1_1,17_0606,17_0661,1997-10-14,2001-06-01,project_conflict
17_0606_19971014_7_1,17_0661_19900404_2_1,17_0606,17_0661,1997-10-14,2001-06-01,project_conflict
17_0606_19971014_7_1,17_0661_19900424_3_1,17_0606,17_0661,1997-10-14,2001-06-01,project_conflict
17_0606_19971014_7_1,17_0661_19990927_4_1,17_0606,17_0661,1999-09-27,2001-06-01,project_conflict
17_0606_19971014_7_1,17_0661_20010601_5_1,17_0606,17_0661,2001-06-01,2010-06-01,project_conflict
17_0606_19971014_7_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0661_20010601_5_1,17_0606,17_0661,2001-07-12,2010-06-01,project_conflict
17_0606_20010712_8_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0661_20010601_5_1,17_0606,17_0661,2002-05-08,2010-06-01,project_conflict
17_0606_20020508_9_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0661_20010601_5_1,17_0606,17_0661,2006-01-26,2010-06-01,project_conflict
17_0606_20060126_10_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0661_20010601_5_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0606_20080601_11_1,17_0661_20080601_6_1,17_0606,17_0661,2008-06-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0608_19870101_1_1,17_0607,17_0608,1987-01-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0608_19900501_2_1,17_0607,17_0608,1990-05-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0608_19900605_3_1,17_0607,17_0608,1990-06-05,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0608_19971014_4_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0608_19870101_1_1,17_0607,17_0608,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0608_19900501_2_1,17_0607,17_0608,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0608_19900605_3_1,17_0607,17_0608,1990-06-05,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0608_19971014_4_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0608_19870101_1_1,17_0607,17_0608,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0608_19900501_2_1,17_0607,17_0608,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0608_19900605_3_1,17_0607,17_0608,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0608_19971014_4_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0608_19870101_1_1,17_0607,17_0608,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0608_19900501_2_1,17_0607,17_0608,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0608_19900605_3_1,17_0607,17_0608,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0608_19971014_4_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0608_19870101_1_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0608_19900501_2_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0608_19900605_3_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0608_19971014_4_1,17_0607,17_0608,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0608_19870101_1_1,17_0607,17_0608,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0608_19900501_2_1,17_0607,17_0608,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0608_19900605_3_1,17_0607,17_0608,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0608_19971014_4_1,17_0607,17_0608,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0608_19870101_1_1,17_0607,17_0608,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0608_19900501_2_1,17_0607,17_0608,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0608_19900605_3_1,17_0607,17_0608,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0608_19971014_4_1,17_0607,17_0608,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0608_19870101_1_1,17_0607,17_0608,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0608_19900501_2_1,17_0607,17_0608,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0608_19900605_3_1,17_0607,17_0608,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0608_19971014_4_1,17_0607,17_0608,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0608_19870101_1_1,17_0607,17_0608,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0608_19900501_2_1,17_0607,17_0608,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0608_19900605_3_1,17_0607,17_0608,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0608_19971014_4_1,17_0607,17_0608,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0608_19870101_1_1,17_0607,17_0608,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0608_19900501_2_1,17_0607,17_0608,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0608_19900605_3_1,17_0607,17_0608,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0608_19971014_4_1,17_0607,17_0608,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0608_20080601_5_1,17_0607,17_0608,2008-06-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_19870101_1_1,17_0607,17_0659,1987-01-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_19900406_2_1,17_0607,17_0659,1990-04-06,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_19900601_3_1,17_0607,17_0659,1990-06-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_19971014_4_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_19980814_5_1,17_0607,17_0659,1998-08-14,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_20010712_6_1,17_0607,17_0659,2001-07-12,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_20020509_7_1,17_0607,17_0659,2002-05-09,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_19870101_1_1,17_0607,17_0659,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_19900406_2_1,17_0607,17_0659,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_19900601_3_1,17_0607,17_0659,1990-06-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_19971014_4_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_19980814_5_1,17_0607,17_0659,1998-08-14,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_20010712_6_1,17_0607,17_0659,2001-07-12,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_20020509_7_1,17_0607,17_0659,2002-05-09,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_19870101_1_1,17_0607,17_0659,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_19900406_2_1,17_0607,17_0659,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_19900601_3_1,17_0607,17_0659,1990-06-05,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_19971014_4_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_19980814_5_1,17_0607,17_0659,1998-08-14,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_20010712_6_1,17_0607,17_0659,2001-07-12,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_20020509_7_1,17_0607,17_0659,2002-05-09,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_19870101_1_1,17_0607,17_0659,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_19900406_2_1,17_0607,17_0659,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_19900601_3_1,17_0607,17_0659,1994-05-01,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_19971014_4_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_19980814_5_1,17_0607,17_0659,1998-08-14,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_20010712_6_1,17_0607,17_0659,2001-07-12,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_20020509_7_1,17_0607,17_0659,2002-05-09,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_19940501_4_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_19870101_1_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_19900406_2_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_19900601_3_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_19971014_4_1,17_0607,17_0659,1997-10-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_19980814_5_1,17_0607,17_0659,1998-08-14,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_20010712_6_1,17_0607,17_0659,2001-07-12,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_20020509_7_1,17_0607,17_0659,2002-05-09,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_19971014_5_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_19870101_1_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_19900406_2_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_19900601_3_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_19971014_4_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_19980814_5_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_20010712_6_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_20020509_7_1,17_0607,17_0659,2004-08-22,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20040822_6_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_19870101_1_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_19900406_2_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_19900601_3_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_19971014_4_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_19980814_5_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_20010712_6_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_20020509_7_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_20050321_8_1,17_0607,17_0659,2005-03-21,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20050321_7_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_19870101_1_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_19900406_2_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_19900601_3_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_19971014_4_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_19980814_5_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_20010712_6_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_20020509_7_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_20050321_8_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_20060126_9_1,17_0607,17_0659,2006-01-26,2010-06-01,project_conflict
17_0607_20060126_8_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_19870101_1_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_19900406_2_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_19900601_3_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_19971014_4_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_19980814_5_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_20010712_6_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_20020509_7_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_20050321_8_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_20060126_9_1,17_0607,17_0659,2006-10-23,2010-06-01,project_conflict
17_0607_20061023_9_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_19870101_1_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_19900406_2_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_19900601_3_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_19971014_4_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_19980814_5_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_20010712_6_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_20020509_7_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_20050321_8_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_20060126_9_1,17_0607,17_0659,2008-03-01,2010-06-01,project_conflict
17_0607_20080301_10_1,17_0659_20080601_10_1,17_0607,17_0659,2008-06-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0663_19870101_1_1,17_0607,17_0663,1987-01-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0663_19900501_2_1,17_0607,17_0663,1990-05-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0663_19900601_3_1,17_0607,17_0663,1990-06-01,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0663_19971014_4_1,17_0607,17_0663,1997-10-14,2010-06-01,project_conflict
17_0607_19870101_1_1,17_0663_20080601_5_1,17_0607,17_0663,2008-06-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0663_19870101_1_1,17_0607,17_0663,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0663_19900501_2_1,17_0607,17_0663,1990-05-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0663_19900601_3_1,17_0607,17_0663,1990-06-01,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0663_19971014_4_1,17_0607,17_0663,1997-10-14,2010-06-01,project_conflict
17_0607_19900501_2_1,17_0663_20080601_5_1,17_0607,17_0663,2008-06-01,2010-06-01,project_conflict
17_0607_19900605_3_1,17_0663_19870101_1_1,17_0607,17_0663,1990-06-05,2010-06-01,project_conflict
