node_id,number_of_years_in_panel,number_of_years_with_monthlyagg_missing,number_of_years_with_all_monthlyagg_missing,has_MERRA_ID_mapping,MERRA_ID,percent_missing
22_0116,37,0,0,True,133196,0.0
22_0117,37,0,0,True,133196,0.0
22_0118,37,0,0,True,133196,0.0
22_0119,37,0,0,True,133196,0.0
22_0120,37,0,0,True,133196,0.0
22_0121,37,0,0,True,133196,0.0
22_0122,37,0,0,True,133196,0.0
22_0123,37,0,0,True,133196,0.0
22_0124,37,0,0,True,133196,0.0
22_0702,37,0,0,True,132624,0.0
22_0703,37,0,0,True,132624,0.0
22_0704,37,0,0,True,132624,0.0
22_0705,37,0,0,True,132624,0.0
22_0706,37,0,0,True,132624,0.0
22_0707,37,0,0,True,132624,0.0
22_0708,37,0,0,True,132624,0.0
22_0709,37,0,0,True,132624,0.0
22_3056,37,0,0,True,133773,0.0
22_4001,37,0,0,True,133200,0.0
23_0501,37,0,0,True,149939,0.0
23_0502,37,0,0,True,149939,0.0
23_0503,37,0,0,True,149939,0.0
23_0504,37,0,0,True,149939,0.0
23_0505,37,0,0,True,149939,0.0
23_0506,37,0,0,True,149939,0.0
23_0507,37,0,0,True,149939,0.0
23_0508,37,0,0,True,149939,0.0
23_0509,37,0,0,True,149939,0.0
23_0559,37,0,0,True,149939,0.0
23_1001,37,0,0,True,149939,0.0
23_1009,37,0,0,True,148786,0.0
23_1012,37,0,0,True,148785,0.0
23_1026,37,0,0,True,149361,0.0
23_1028,37,0,0,True,149360,0.0
23_3013,37,0,0,True,148785,0.0
23_3014,37,0,0,True,148785,0.0
23_7023,37,0,0,True,148785,0.0
24_0501,37,0,0,True,143589,0.0
24_0502,37,0,0,True,143589,0.0
24_0503,37,0,0,True,143589,0.0
24_0504,37,0,0,True,143589,0.0
24_0505,37,0,0,True,143589,0.0
24_0506,37,0,0,True,143589,0.0
24_0507,37,0,0,True,143589,0.0
24_0508,37,0,0,True,143589,0.0
24_0509,37,0,0,True,143589,0.0
24_0559,37,0,0,True,143589,0.0
24_0560,37,0,0,True,143589,0.0
24_0561,37,0,0,True,143589,0.0
