source,target,edge_type,distance_km,overlap_change_years,corr_change,overlap_level_years,corr_level
49_B320,49_B351,spatial,1.145505543237053,1,,2,
49_B352,49_B361,spatial,0.2340689160625942,1,,2,
49_B352,49_B390,spatial,0.420508209736758,1,,2,
49_B361,49_B390,spatial,0.6269348632143088,1,,2,
49_C310,49_C330,spatial,0.2146699535940597,5,0.08574929257125447,6,0.7745966692414833
49_C310,49_C350,spatial,0.2436779128504042,5,0.0,6,-0.25
49_C310,49_C320,spatial,0.4276586084126352,5,-0.19677949192289507,6,0.7788782807003859
49_C310,49_C351,spatial,0.6101432365238808,3,,4,
49_C310,49_C352,spatial,0.8843214346112437,3,,4,0.6666666666666667
49_C310,49_C331,spatial,1.158499047900256,3,,4,-0.7624928516630233
49_C310,49_C361,spatial,1.3723059195876182,2,,3,0.49999999999999994
49_C320,49_C330,spatial,0.212990713986864,5,0.6412006845469266,6,0.918090359527253
49_C320,49_C350,spatial,0.6713353078859171,5,-0.7000553151979368,6,-0.6095569153307369
49_C320,49_C351,spatial,1.0378012430385477,3,,4,
49_C320,49_C352,spatial,1.3119795347783734,3,0.7748136749782143,4,0.7235450106338153
49_C320,49_C331,spatial,1.586157195010752,3,-0.9324626950746372,4,-0.8206506239662865
49_C320,49_C361,spatial,1.7999638006764307,2,,3,0.4677675811188185
49_C330,49_C350,spatial,0.4583450342796136,5,-0.8134892168199606,6,-0.5809475019311126
49_C330,49_C351,spatial,0.8248109772941405,3,,4,
49_C330,49_C352,spatial,1.0989892557598795,3,-0.30542361089076303,4,0.7071067811865476
49_C330,49_C331,spatial,1.373166906675589,3,0.5852057359806527,4,-0.7188851546895895
49_C330,49_C361,spatial,1.5869733602989844,2,,3,0.802955068546966
49_C331,49_C361,spatial,0.2138074475771429,2,,3,-0.49999999999999994
49_C331,49_C352,spatial,0.2741776606491901,3,-0.9508736526650907,4,-0.9658242787731628
49_C331,49_C351,spatial,0.548355953430557,3,,4,
49_C331,49_C350,spatial,0.9148219059616822,3,-0.9948497511671096,4,-0.08804509063256237
49_C350,49_C351,spatial,0.3664659561814611,3,,4,
49_C350,49_C352,spatial,0.6406442466247242,3,0.9773555548504417,4,0.19245008972987526
49_C350,49_C361,spatial,1.128628509222018,2,,3,
49_C351,49_C352,spatial,0.2741782928028127,3,,4,
49_C351,49_C361,spatial,0.7621626862282296,2,,3,
49_C352,49_C361,spatial,0.4879845532690554,2,,3,0.6933752452815363
5_0113,5_0114,spatial,0.3049871538534948,7,-0.06164472778565994,8,0.9010924241451934
5_0113,5_0117,spatial,0.5806962525573437,7,0.11490778208753014,8,0.9474408825398649
5_0113,5_0115,spatial,0.7953301407745097,7,-0.37973831713377276,8,0.840596038881212
5_0113,5_0116,spatial,1.0999038747548662,7,-0.17111876934413306,8,0.9125710632736177
5_0113,5_0118,spatial,1.382400705662734,7,0.9411606933484978,8,0.9916626148501888
5_0113,5_0124,spatial,1.6992471377479847,7,0.058689118770773895,8,0.8877552354981058
5_0113,5_0123,spatial,1.9117739049742928,7,0.22081334825347984,8,0.964397503397514
5_0113,5_0122,spatial,2.2608672514301915,7,0.3999276281409832,8,0.9674583194451959
5_0114,5_0117,spatial,0.2757152158982147,7,0.44149379556132123,8,0.9703687510065552
5_0114,5_0115,spatial,0.4903462799113833,7,0.08827629581329141,8,0.9471645971530013
5_0114,5_0116,spatial,0.7949167272962051,7,0.5168113941217019,8,0.96422171014319
5_0114,5_0118,spatial,1.07741390725264,7,0.17835976724802588,8,0.9417574443254534
5_0114,5_0124,spatial,1.3942634600302442,7,0.4876817100244766,8,0.9748982119289691
5_0114,5_0123,spatial,1.6067872564671075,7,0.47409768626850574,8,0.9595125838839631
5_0114,5_0122,spatial,1.95588105037196,7,0.6372200493584205,8,0.9765074260838168
5_0115,5_0117,spatial,0.2146344388902941,7,0.47483324279836586,8,0.9482806106175549
5_0115,5_0116,spatial,0.30459107190583,7,0.4938084229610959,8,0.9733080067568542
5_0115,5_0118,spatial,0.5870755224925922,7,-0.36597225251288407,8,0.8940280025337776
5_0115,5_0124,spatial,0.9039173386263458,7,0.4599235900730974,8,0.96981924168369
5_0115,5_0123,spatial,1.116446433463932,7,-0.4785430742135981,8,0.8858570297398923
5_0115,5_0122,spatial,1.465538185820477,7,0.07059456855244478,8,0.922922377172487
5_0116,5_0118,spatial,0.2825005384266037,7,0.10055821087273586,8,0.955549567555444
5_0116,5_0117,spatial,0.5192184210473878,7,0.8531976790398966,8,0.9801940078028585
5_0116,5_0124,spatial,0.5993701252084674,7,0.4772135722318334,8,0.976631799144444
5_0116,5_0123,spatial,0.8118729238621122,7,-0.3992784846949255,8,0.9333305165863643
5_0116,5_0122,spatial,1.1609683310863492,7,-0.03879454500839038,8,0.9559995620723142
5_0117,5_0118,spatial,0.8017090082915717,7,0.297237522463594,8,0.9733716274636545
5_0117,5_0124,spatial,1.1185508858749198,7,0.22390218523895933,8,0.9523965062341869
5_0117,5_0123,spatial,1.3310806818738896,7,-0.19744772589741869,8,0.960065643115043
5_0117,5_0122,spatial,1.6801726236449772,7,0.06334253676007079,8,0.9766519439174063
5_0118,5_0124,spatial,0.3168792825288609,7,0.2287415750992765,8,0.9345801331800685
5_0118,5_0123,spatial,0.5293734566371656,7,0.16979405122139113,8,0.9758901511812105
5_0118,5_0122,spatial,0.8784682441086956,7,0.40571544391721825,8,0.9837275426866618
5_0118,5_0121,spatial,1.1974582247093948,5,0.6749655638598863,6,0.9796436327340285
5_0119,5_0120,spatial,0.2960105259523971,5,-0.7669649888473704,6,0.858786495104938
5_0119,5_0121,spatial,0.5404012562885524,5,-0.4446486458999438,6,0.8389043878828112
5_0119,5_0122,spatial,0.8583815208715527,5,-0.9117647058823529,6,0.7358248021348344
5_0119,5_0123,spatial,1.206784436359025,5,-0.7148819813902465,6,0.7346832780444074
5_0119,5_0124,spatial,1.4192959658732172,5,-0.11378739092043903,6,0.8556827744885537
5_0118,5_0119,spatial,1.7357029186187292,5,-0.7132782063881619,6,0.7830280976790072
5_0116,5_0119,spatial,2.018028246797646,5,0.2647058823529412,6,0.9256405322713106
5_0115,5_0119,spatial,2.3225771713500145,5,0.23529624768990196,6,0.8944099558409699
5_0120,5_0121,spatial,0.2468764423340884,5,0.6324555320336759,6,0.9898941525894032
5_0120,5_0122,spatial,0.5658753503907163,5,0.7669649888473704,6,0.9737757257637341
5_0120,5_0123,spatial,0.9149614695849428,5,0.5403432269582992,6,0.9603920767980494
5_0120,5_0124,spatial,1.1275091427079298,5,0.4121127958723669,6,0.9759854311287847
5_0118,5_0120,spatial,1.4443338699026107,5,0.8893452183237801,6,0.9877847867442056
5_0116,5_0120,spatial,1.7268314542987022,5,0.09587062360592132,6,0.9548637106322307
5_0115,5_0120,spatial,2.0314078859101357,5,-0.45749202957680424,6,0.9100059668642327
5_0121,5_0122,spatial,0.3190000247369363,5,0.6467616667635546,6,0.9774594626635147
5_0121,5_0123,spatial,0.6680853557275683,5,-0.12815364865751414,6,0.934175647105889
5_0121,5_0124,spatial,0.8806335318181094,5,0.9383148632568364,6,0.99477813099212
5_0116,5_0121,spatial,1.4799564247237351,5,0.6669729688499156,6,0.9681771304633187
5_0115,5_0121,spatial,1.7845317757073107,5,0.3574241567241437,6,0.9405208795654656
5_0122,5_0123,spatial,0.3490960106980815,7,0.6307905512214661,8,0.9863720936991293
5_0122,5_0124,spatial,0.5616337930290093,7,0.5027384960626557,8,0.9587136789873824
5_0123,5_0124,spatial,0.2125806712061252,7,-0.2666045117253335,8,0.9170787886125695
5_0804,5_3048,spatial,79.0824378120579,3,,4,
5_0803,5_3048,spatial,79.29309835310781,3,,4,
5_0113,5_3058,spatial,6.005795001187294,3,-0.8534534948769921,4,0.5707606809333212
5_0114,5_3058,spatial,6.276312474458905,3,-0.3636050628948693,4,0.6585807601528392
5_0117,5_3058,spatial,6.522372510263559,3,-0.6679906401575795,4,0.6103811368081441
5_0115,5_3058,spatial,6.716201290059345,3,-0.6317977517911876,4,0.6925981689150382
5_0116,5_3058,spatial,6.994651744917088,3,-0.9966158955401236,4,0.7224932172717944
5_0118,5_3058,spatial,7.2531552736400045,3,-0.8074450189595088,4,0.6420845156233527
5_0124,5_3058,spatial,7.543771996364953,3,-0.7512436346336152,4,0.6982402688208796
5_0123,5_3058,spatial,7.742744878774663,3,-0.6317977517911876,4,0.6271494643766016
5_3071,5_A310,spatial,0.2893220651760192,6,,7,
5_3071,5_A320,spatial,0.563746372922168,6,0.4109108781239708,7,0.7138979744282966
5_3071,5_A350,spatial,0.9786597808070432,6,,7,
5_0803,5_0804,spatial,0.3045765729229958,13,0.48063609903035903,14,0.9759119834801873
5_A310,5_A320,spatial,0.2744412137569647,6,,7,
5_A310,5_A350,spatial,0.6913811452313171,6,,7,
5_A320,5_A350,spatial,0.4205379184150585,6,,7,
5_A603,5_A604,spatial,0.2821930038713737,10,0.5600614492481305,11,0.991548167735247
5_A603,5_A606,spatial,0.4659703365551205,10,0.3280797028662028,11,0.9584557341163507
5_A603,5_A607,spatial,0.6448589650934996,10,0.29261683030335434,11,0.8913499611432517
5_A603,5_A608,spatial,0.9228203408222204,10,-0.04386676505398076,11,0.7955127488276083
5_A604,5_A606,spatial,0.1837798368920932,10,0.8516672457906421,11,0.9768661259929691
5_A604,5_A607,spatial,0.3626749200279646,10,0.1313197519684306,11,0.8901468317133678
5_A604,5_A608,spatial,0.6406359271833092,10,0.3337980090962834,11,0.8095651816768763
5_A606,5_A607,spatial,0.1788979415077618,10,0.2263453442705672,11,0.9478360355474746
5_A606,5_A608,spatial,0.4568569996752111,10,0.6388465184731414,11,0.9065109023053977
5_A607,5_A608,spatial,0.2779616712480647,10,0.5211778243346908,11,0.9762188800521535
50_1002,50_1681,spatial,21.613816206853706,2,,2,
50_1002,50_1682,spatial,23.507557619777963,1,,2,
50_1002,50_1683,spatial,23.75974384466056,2,,2,
50_1002,50_1004,spatial,59.305352169497176,3,0.5494444596166655,4,-0.17298370465367333
50_1004,50_1683,spatial,35.5762589432035,5,-0.909137770243901,5,
50_1004,50_1682,spatial,35.85046942944248,5,0.008778687340257808,5,
50_1004,50_1681,spatial,37.82227852810782,2,,2,
50_1681,50_1682,spatial,2.0580898664196545,2,,3,
50_1681,50_1683,spatial,2.410504476941147,3,-0.8317703076909536,4,0.37908040243196883
50_1682,50_1683,spatial,0.3920367188238355,7,0.12890614444469428,8,0.32407450601840676
51_1002,51_2021,spatial,46.063011294385376,1,,1,
51_1023,51_A340,spatial,0.2490302851769138,3,0.9939440959288618,4,0.9974149030430579
51_1023,51_A310,spatial,0.4627885324255352,3,-0.3812464258315117,4,0.7200822998230955
51_1023,51_A350,spatial,0.6748676533061208,3,-0.38124642583151164,4,0.7200822998230955
51_1023,51_A330,spatial,0.8886465885937525,3,-0.856266384332642,4,0.7466978651746569
51_1023,51_A320,spatial,1.1020294921899252,3,0.6791019632451895,4,0.365796034792474
51_1023,51_A321,spatial,1.3155850135943388,2,,3,0.9998600027992582
51_0113,51_0118,spatial,0.4415697639678884,3,,4,
51_0113,51_0117,spatial,0.6714713694783255,3,,4,
51_0113,51_0115,spatial,0.960826371744955,3,,4,
51_0113,51_0116,spatial,1.3413918817922337,3,,4,
51_0113,51_0124,spatial,1.662516344425087,3,,4,
51_0113,51_0123,spatial,1.905993872332561,3,,4,
51_0113,51_0122,spatial,2.1804463823104214,3,,4,
51_0113,51_0119,spatial,2.4251871432373995,3,,4,
51_0114,51_0121,spatial,0.8532489517627161,11,0.9421119984353099,12,0.8750173980199278
51_0114,51_0120,spatial,1.0973716200073147,10,0.8433624918632643,11,0.6456179442935424
51_0114,51_0159,spatial,1.326006251357987,9,0.9447292113086079,10,0.7836784791429472
51_0114,51_0119,spatial,1.5390849718682442,9,0.9845940329113207,10,0.813277521345121
51_0114,51_0122,spatial,1.783665232306162,9,0.9582834208357714,10,0.9930382052714065
51_0114,51_0123,spatial,2.057921893010128,9,0.9714571949898421,10,0.9369978443011374
51_0114,51_0124,spatial,2.3012870067757087,9,0.9768932954736339,10,0.8445961302850615
51_0114,51_0116,spatial,2.6230806731977903,9,0.9364473505847728,10,0.9103403762583318
51_0115,51_0117,spatial,0.2894538178692335,9,0.9911308671676051,10,0.9558477608517392
51_0115,51_0116,spatial,0.3810660776375694,9,0.9706596401466232,10,0.7830598066817719
51_0115,51_0118,spatial,0.5192829603794709,9,0.9730485906167576,10,0.9038886306970845
51_0115,51_0124,spatial,0.7016966254631773,9,0.989122049912882,10,0.9495312662882074
51_0115,51_0123,spatial,0.9451696870920002,9,0.9835474358886326,10,0.9476651352392728
51_0115,51_0122,spatial,1.219620905392494,9,0.9863186530756479,10,0.9265138213962096
51_0115,51_0119,spatial,1.4643607750424437,9,0.9952701062300235,10,0.9466759038093612
51_0116,51_0124,spatial,0.3218822413400115,9,0.9653917250774718,10,0.7624868889552225
51_0116,51_0123,spatial,0.5651595737776576,9,0.9812496757990042,10,0.8148469733342628
51_0116,51_0117,spatial,0.6703964999307414,9,0.9821467485504936,10,0.7616859280731774
51_0116,51_0122,spatial,0.8395105698337807,9,0.9941835664772539,10,0.9415230136708048
51_0116,51_0118,spatial,0.9000316051932526,9,0.992265918622236,10,0.8826334996139602
51_0116,51_0119,spatial,1.0842356770357329,9,0.9577918497128983,10,0.5848431326139464
51_0116,51_0159,spatial,1.2975709037962275,9,0.9694990164259976,10,0.8713997747850787
51_0117,51_0118,spatial,0.2299028405814527,9,0.9886235673043305,10,0.9530444159139925
51_0117,51_0124,spatial,0.991123833490042,9,0.9753758114878504,10,0.8576625339281918
51_0117,51_0123,spatial,1.23458428748967,9,0.9846852817263522,10,0.9437187241086297
51_0117,51_0122,spatial,1.509027849940529,9,0.9957756549250512,10,0.9325165382556151
51_0117,51_0119,spatial,1.753757518993044,9,0.9850049060575788,10,0.9321086027324662
51_0118,51_0124,spatial,1.2209794047627307,9,0.9728934430644477,10,0.8551519893587797
51_0118,51_0123,spatial,1.46445022757132,9,0.9920405879527846,10,0.964342749518305
51_0118,51_0122,spatial,1.7388993044154166,9,0.9923214116063304,10,0.9675383665043996
51_0118,51_0119,spatial,1.9836350824386275,9,0.9692665988548339,10,0.8390737477451699
51_0119,51_0159,spatial,0.2133768030928392,9,0.9669499192941892,10,0.6685635023044817
51_0119,51_0122,spatial,0.2447505911112198,9,0.9744210153141878,10,0.7962304282325565
51_0119,51_0120,spatial,0.4424468887526043,9,0.9461545750005962,10,0.8202940292635771
51_0119,51_0123,spatial,0.5192024441356509,9,0.9834116619305789,10,0.9151403066139705
51_0119,51_0121,spatial,0.6872005348472312,9,0.9712161755510235,10,0.9443263105530746
51_0119,51_0124,spatial,0.7626854062252807,9,0.9888833071008051,10,0.9001822137752302
51_0120,51_0159,spatial,0.2290701265139318,9,0.9268189556641623,10,0.8347035332292257
51_0120,51_0121,spatial,0.2447554684150423,10,0.7574635820511474,11,0.6301567534942981
51_0120,51_0122,spatial,0.6871918500087697,9,0.8817190412884792,10,0.9193336675735212
51_0120,51_0123,spatial,0.9616460727230832,9,0.9222273989846683,10,0.9335260433417005
51_0120,51_0124,spatial,1.2051286833572257,9,0.9271884279701281,10,0.8016389773805175
51_0116,51_0120,spatial,1.5266122804216538,9,0.865978492735235,10,0.8442198051496361
51_0121,51_0159,spatial,0.4738244524173517,9,0.9795924080048531,10,0.723264131825098
51_0121,51_0122,spatial,0.9319470265080492,9,0.9828308970874383,10,0.8242232192976653
51_0121,51_0123,spatial,1.2064011554319851,9,0.9875219289042386,10,0.9392995576837244
51_0121,51_0124,spatial,1.4498838930394966,9,0.9675764216512868,10,0.8370453366589607
51_0116,51_0121,spatial,1.7713567496306009,9,0.9835193124778198,10,0.647845171851203
51_0122,51_0123,spatial,0.2744542661089509,9,0.9856788778202682,10,0.9271663217980983
51_0122,51_0159,spatial,0.4581228811877834,9,0.9601682488300285,10,0.8175051603501208
51_0122,51_0124,spatial,0.5179368665319161,9,0.9745813921213422,10,0.8612842363684635
51_0123,51_0124,spatial,0.2434829792979496,9,0.993199549553413,10,0.9524169399275224
51_0123,51_0159,spatial,0.7325768165503034,9,0.985549785022959,10,0.8592099310825156
51_0124,51_0159,spatial,0.9760596652042544,9,0.979575371352845,10,0.862127621612026
24_0502,51_1417,spatial,79.34404299437644,1,,2,
24_0505,51_1417,spatial,79.61740268297918,1,,2,
24_0503,51_1417,spatial,79.9739563553282,1,,2,
51_1419,51_1423,spatial,75.55851991442185,5,0.2808937198585693,6,0.3022654569709214
51_1464,51_2564,spatial,68.22469003244828,0,,0,
51_1464,51_A321,spatial,69.37444352215856,1,,1,
51_1464,51_A320,spatial,69.49445038059854,1,,1,
51_1464,51_A330,spatial,69.60643545874491,1,,1,
51_1464,51_A350,spatial,69.71526057708414,1,,1,
51_0113,51_2004,spatial,9.409794269931234,1,,2,
51_0118,51_2004,spatial,9.813860799278231,0,,0,
51_0117,51_2004,spatial,10.025129031494886,0,,0,
51_0115,51_2004,spatial,10.295838077563628,0,,0,
51_0116,51_2004,spatial,10.658451319163513,0,,0,
51_0124,51_2004,spatial,10.95227906264389,0,,0,
51_0123,51_2004,spatial,11.180475324786904,0,,0,
51_0122,51_2004,spatial,11.43867781361831,0,,0,
51_A310,51_A350,spatial,0.2120893494803833,6,1.0,7,0.9999999999999999
51_A310,51_A340,spatial,0.2137860347561355,6,0.2327814256297667,7,0.374554751853347
51_A310,51_A330,spatial,0.4258864881131153,6,0.4435156250318689,7,0.4745901273067509
51_A310,51_A320,spatial,0.6393204663640522,6,0.48640923914333406,7,0.2393879492745608
51_A310,51_A321,spatial,0.8530357717780732,5,0.9948743896214963,6,0.8853752216882738
51_A320,51_A330,spatial,0.2134781856512912,6,0.25559715761681395,7,0.15168298131808974
51_A320,51_A321,spatial,0.2140256779891687,5,0.5555792045938224,6,0.1773173064418543
51_A320,51_A350,spatial,0.4272558227195537,6,0.48640923914333417,7,0.23938794927456075
51_A320,51_A340,spatial,0.8530939630604555,6,0.5169278656010202,7,0.23734560159850954
51_A321,51_A330,spatial,0.4273926833432106,5,0.5558284515034624,6,0.7948758771226894
51_A321,51_A350,spatial,0.641057690141576,5,0.994874389621496,6,0.8853752216882738
51_A321,51_A340,spatial,1.06675425551459,5,0.6092336531838826,6,0.9173820251050299
51_A330,51_A350,spatial,0.2138007806287365,6,0.443515625031869,7,0.474590127306751
51_A330,51_A340,spatial,0.639671276270764,6,-0.16797248164272685,7,0.774223724695483
51_A340,51_A350,spatial,0.4258753841785052,6,0.2327814256297667,7,0.37455475185334697
53_0802,53_1002,spatial,15.984433703539292,3,-0.8881725352476741,4,-0.5349944684499877
53_0801,53_1002,spatial,16.218737360225862,3,,4,
53_1002,53_7322,spatial,65.4325272552008,4,-0.07736869259612911,5,-0.20117443308146324
53_1002,53_6056,spatial,65.66486067143958,1,,2,
53_1006,53_1501,spatial,51.542606822352234,3,-1.0,4,0.7559289460184543
53_1006,53_B310,spatial,51.66768481624297,3,1.0,4,0.9819805060619656
53_1006,53_B320,spatial,51.74317325419878,3,1.0,4,0.9819805060619656
53_1006,53_B330,spatial,51.820273001912994,3,-1.0,4,0.90184722883267
53_1006,53_B350,spatial,51.910673278663744,3,1.0,4,0.9732227014483791
53_1006,53_6020,spatial,70.05238401242892,1,,2,
53_1008,53_A320,spatial,0.318980539314504,1,,2,
53_1008,53_A330,spatial,0.5024149985282996,1,,2,
53_1008,53_A350,spatial,0.7441407505818335,1,,2,
53_1008,53_A310,spatial,0.9546900260400396,1,,2,
53_1008,53_AA02,spatial,21.749827546142825,0,,0,
53_1008,53_BA59,spatial,21.809684978284743,0,,0,
53_1008,53_AA03,spatial,22.11178293043138,0,,0,
53_1501,53_B310,spatial,0.3044213444422057,4,-0.566980805633532,5,0.7085139602523792
53_1501,53_B320,spatial,0.4866246019931199,4,0.37609839219294483,5,0.9566859978671323
53_1501,53_B330,spatial,0.6695744563651925,4,0.11749031889288296,5,0.9256988431245018
53_1501,53_B350,spatial,0.8825167492963829,4,-0.21115394209236657,5,0.8372156508627677
53_1501,53_6020,spatial,63.80104867450656,1,,2,
53_1801,53_C350,spatial,0.4179700802969421,3,1.0,4,0.49999999999999994
53_1801,53_C330,spatial,0.6305943285745639,3,,4,-1.0
53_1801,53_C320,spatial,0.8124342168127003,3,1.0,4,0.3191725268112872
53_1801,53_C310,spatial,0.9952220291327692,3,,4,
53_6020,53_B310,spatial,64.10249006727206,1,,2,
53_6020,53_B320,spatial,64.28293627983815,1,,2,
53_6020,53_B330,spatial,64.46401437981349,1,,2,
53_6020,53_B350,spatial,64.67479171924543,1,,2,
53_6056,53_7322,spatial,20.13806380302684,5,-0.1701973223023842,6,0.6150932117477135
53_0801,53_6056,spatial,67.37958309904306,6,,7,
53_0802,53_6056,spatial,67.51585408971945,6,-0.6376462217647938,7,-0.329239987218286
53_0801,53_7322,spatial,71.80201941617987,6,,7,
53_0802,53_7322,spatial,71.85662329086212,6,0.10435591993193645,7,0.39458630122367344
53_0801,53_0802,spatial,0.3048372083977338,19,,20,
53_A310,53_A350,spatial,0.2124579033919524,1,,2,
53_A310,53_A330,spatial,0.4548874879669149,1,,2,
53_A310,53_A320,spatial,0.6373981897478638,1,,2,
53_A310,53_AA02,spatial,21.202347684665117,0,,0,
53_A310,53_BA59,spatial,21.26461096787848,0,,0,
53_A310,53_AA03,spatial,21.575145232204292,0,,0,
53_A320,53_A330,spatial,0.1835169198486177,1,,2,
53_A320,53_A350,spatial,0.4258667138224729,1,,2,
53_A320,53_AA02,spatial,21.542563385091697,0,,0,
53_A320,53_BA59,spatial,21.603169520559653,0,,0,
53_A320,53_AA03,spatial,21.90790885532955,0,,0,
53_A330,53_A350,spatial,0.2427589766314788,1,,2,
53_A330,53_AA02,spatial,21.42994831770776,0,,0,
53_A330,53_BA59,spatial,21.49100148730275,0,,0,
53_A330,53_AA03,spatial,21.797311463927077,0,,0,
53_A350,53_AA02,spatial,21.30017507145217,0,,0,
53_A350,53_BA59,spatial,21.36185982523093,0,,0,
53_A350,53_AA03,spatial,21.670379351422593,0,,0,
53_AA01,53_BA01,spatial,0.0924825988674197,5,0.9984013708913709,6,0.9827951402125561
53_AA01,53_BA60,spatial,1.0342142356135435,5,0.9996908734031436,6,0.998969545938844
53_AA01,53_AA03,spatial,1.1248781382988875,5,0.9984013708913712,6,0.9827951402125561
53_AA01,53_BA59,spatial,1.5094323175145965,3,1.0,4,1.0
53_AA01,53_AA02,spatial,1.598459518624083,3,0.9999999999999999,4,1.0
53_A310,53_AA01,spatial,22.480276926660753,0,,0,
53_A350,53_AA01,spatial,22.56968623110828,0,,0,
53_AA02,53_BA59,spatial,0.089978649381062,3,1.0,4,1.0
53_AA02,53_AA03,spatial,0.4735889724241313,3,1.0,4,1.0
53_AA02,53_BA60,spatial,0.5644742042479428,3,1.0,4,1.0
53_AA02,53_BA01,spatial,1.6909299965111877,3,1.0,4,1.0
53_AA03,53_BA60,spatial,0.0913688053361689,5,0.9983603858458188,6,0.9766077992202872
53_AA03,53_BA59,spatial,0.3846446484100609,3,1.0,4,1.0
53_AA03,53_BA01,spatial,1.2173515638507284,5,1.0,6,1.0
53_B310,53_B320,spatial,0.1822032728280614,4,0.5191034537372949,5,0.879452954966893
53_B310,53_B330,spatial,0.3651533806717142,4,0.5913123959890826,5,0.9136307282179936
53_B310,53_B350,spatial,0.5780960980916617,4,0.7841599532608998,5,0.9244674961918085
53_B320,53_B330,spatial,0.1829510840711775,4,0.6002622892358551,5,0.9845034510298792
53_B320,53_B350,spatial,0.3958941490758968,4,0.7818139197213536,5,0.9502156490051745
53_B330,53_B350,spatial,0.2129430650616821,4,0.2936662171742135,5,0.9207791710410516
53_BA01,53_BA60,spatial,1.1266961034238587,5,0.9983603858458188,6,0.9766077992202873
53_BA01,53_BA59,spatial,1.6019119504760382,3,1.0,4,1.0
53_A310,53_BA01,spatial,22.55635019237086,0,,0,
53_A350,53_BA01,spatial,22.645307246147837,0,,0,
53_BA59,53_BA60,spatial,0.4752456958486808,3,1.0,4,1.0
53_A310,53_BA60,spatial,21.64082137244519,0,,0,
53_A350,53_BA60,spatial,21.73549547675122,0,,0,
53_C310,53_C320,spatial,0.1827888012262966,3,,4,
53_C310,53_C330,spatial,0.3646677273329236,3,,4,
53_C310,53_C350,spatial,0.5772717986475382,3,,4,
53_C320,53_C330,spatial,0.1818931862245253,3,,4,-0.2875430708824757
53_C320,53_C350,spatial,0.3944837691576998,3,0.8607293431756664,4,0.9742160336041299
53_C330,53_C350,spatial,0.2126244731420205,3,,4,-0.5
54_1640,54_7008,spatial,16.656064432441635,0,,0,
54_1640,54_4004,spatial,46.17038784526701,2,,2,
54_4004,54_7008,spatial,60.58615176896056,0,,1,
55_0113,55_0806,spatial,0.1805518610335439,4,0.03683547343418787,5,0.884651736929383
55_0113,55_0116,spatial,0.2145219929652148,4,-0.48420012470625223,5,0.37500000000000006
55_0113,55_0118,spatial,0.5209602040838823,4,,5,
55_0113,55_0805,spatial,0.5217475911881465,4,0.5057805388588732,5,0.8360556025697305
55_0113,55_0122,spatial,0.7351739629166582,4,-0.48420012470625223,5,0.37500000000000006
55_0113,55_0120,spatial,1.1239678767056187,4,,5,
55_0113,55_0121,spatial,1.331238013200687,4,-0.4401260562315262,5,0.680133984478136
55_0113,55_0119,spatial,1.5378960871790142,4,,5,
55_0114,55_0117,spatial,0.1965077715001667,4,,5,
55_0114,55_C901,spatial,0.2462293966488743,3,,4,
55_0114,55_0115,spatial,0.4419874941606332,4,,5,
55_0114,55_C959,spatial,0.5598461311346312,2,,3,
55_0114,55_0123,spatial,0.7134857933702922,4,,5,
55_0114,55_C902,spatial,0.8526247416536556,3,,4,
55_0114,55_0124,spatial,0.9294149960011366,4,,5,
55_0114,55_C903,spatial,1.1590014914534983,3,,4,
55_0115,55_0117,spatial,0.2454872986857957,4,,5,
55_0115,55_0123,spatial,0.271500272938494,4,,5,
55_0115,55_0124,spatial,0.4874284113227696,4,,5,
55_0115,55_C901,spatial,0.6882146386192423,3,,4,
55_0115,55_0119,spatial,0.7915775894064899,4,,5,
55_0115,55_C959,spatial,1.001828757773264,2,,3,
55_0115,55_0121,spatial,1.0021411171200303,4,,5,
55_0116,55_0118,spatial,0.3078227194352491,4,,5,
55_0116,55_0806,spatial,0.3946850478006418,4,0.3083035200691658,5,0.5160468465421401
55_0116,55_0122,spatial,0.5236725757597114,4,1.0,5,1.0
55_0116,55_0805,spatial,0.7345226028524888,4,-0.8046681428225174,5,0.08574929257125441
55_0116,55_0120,spatial,0.9171569319558468,4,,5,
55_0116,55_0121,spatial,1.1272127728956258,4,0.983051614769999,5,0.9068453126375149
55_0116,55_0119,spatial,1.335698195387724,4,,5,
55_0117,55_C901,spatial,0.4427370885352115,3,,4,
55_0117,55_0123,spatial,0.5169875616279909,4,,5,
55_0117,55_0124,spatial,0.7329152251389467,4,,5,
55_0117,55_C959,spatial,0.7563419457440621,2,,3,
55_0117,55_0119,spatial,1.0370645250324295,4,,5,
55_0117,55_C902,spatial,1.0491255750319186,3,,4,
55_0118,55_0122,spatial,0.2168313810229657,4,,5,
55_0118,55_0120,spatial,0.6145422645711867,4,,5,
55_0118,55_0806,spatial,0.7015118464481014,4,,5,
55_0118,55_0121,spatial,0.8273172319114263,4,,5,
55_0118,55_0805,spatial,1.035276478894932,4,,5,
55_0118,55_0119,spatial,1.0373391399069172,4,,5,
55_0119,55_0121,spatial,0.2105882550405831,4,,5,
55_0119,55_0124,spatial,0.3041493173742321,4,,5,
55_0119,55_0120,spatial,0.4252639501318023,4,,5,
55_0119,55_0123,spatial,0.520077828842645,4,,5,
55_0119,55_0122,spatial,0.823940019727178,4,,5,
55_0120,55_0121,spatial,0.2147384809729577,4,,5,
55_0120,55_0122,spatial,0.3994240633553337,4,,5,
