source,target,edge_type,distance_km,overlap_change_years,corr_change,overlap_level_years,corr_level
29_B330,29_B351,spatial,0.8527126522980272,6,0.74561322835262,7,0.6917201899554857
29_AA01,29_B330,spatial,31.980817666580045,0,,0,
29_AA02,29_B330,spatial,32.66790599806228,0,,0,
29_B340,29_B350,spatial,0.2132345850298691,6,,7,
29_B340,29_B351,spatial,1.156456471338065,6,,7,
29_AA01,29_B340,spatial,31.683465578509672,0,,0,
29_AA02,29_B340,spatial,32.37145148427796,0,,0,
29_B350,29_B351,spatial,1.3696883325446354,6,0.9877421312096073,7,0.9980665635828924
29_AA01,29_B350,spatial,31.47448073489987,0,,0,
29_AA02,29_B350,spatial,32.16308395426655,0,,0,
29_AA01,29_B351,spatial,32.81659379443824,0,,0,
29_AA02,29_B351,spatial,33.50126072167973,0,,0,
30_1001,30_A320,spatial,0.2277423050494636,4,,5,
30_1001,30_A330,spatial,0.4405105645140669,4,,5,
30_1001,30_A310,spatial,0.6104276157438954,4,,5,
30_1001,30_A350,spatial,0.6841403959400119,4,,5,
30_0113,30_0118,spatial,0.20993431851283,15,0.795589066954715,16,0.8507658659326776
30_0113,30_0116,spatial,0.420673384779239,15,0.7348308324299997,16,0.8193615206696954
