variant,graph_variant,use_monthly_climate_aggregates,rf_test_rmse,rf_test_mae,rf_test_r2,ridge_test_rmse,ridge_test_mae,ridge_test_r2,gcn_without_maint_test_rmse,gcn_without_maint_test_mae,gcn_without_maint_test_r2,gcn_with_maint_test_rmse,gcn_with_maint_test_mae,gcn_with_maint_test_r2,gcn_maint_gain_r2,feature_count_with_maint,feature_count_without_maint,train_transitions,val_transitions,test_transitions
annual_only,full_refined,False,11.642805599360273,9.042931683897827,0.4296833142300919,14.785910487231698,11.398396726512686,0.0801925323854139,14.864997642355231,11.68261432647705,0.07032632827758789,14.653904708908593,11.533434867858887,0.0965428352355957,0.026216506958007812,44,43,10800,236,170
annual_plus_monthlyagg,full_refined,True,12.551705088914916,9.828022124513687,0.33716376915987056,15.052894504602042,11.842809236224344,0.046675352080838395,15.02923786233541,11.68903636932373,0.04966932535171509,14.9523545468311,11.648006439208984,0.05936741828918457,0.009698092937469482,67,66,10800,236,170
