source,target,distance_km,suspicious_locality,needs_real_map_check,source_route_key,target_route_key,source_ROUTE_NO,target_ROUTE_NO,source_ROUTE_SIGNING,target_ROUTE_SIGNING,same_route_number,same_route_signing,source_latitude,source_longitude,target_latitude,target_longitude,source_functional_class,target_functional_class
28_5025,28_A350,99.10133916934186,very_long,True,3_84,3_84,84,84,3,3,True,True,31.54636001586914,-90.44317,31.70577049255371,-89.41336,2,2
41_7081,53_7409,99.03257550503028,very_long,True,2_82,2_82,82,82,2,2,True,True,45.82146835327149,-119.38379,46.42121887207031,-120.33372,1,1
1_0107,1_4129,97.14944319817889,very_long,True,3_280,3_280,280,280,3,3,True,True,32.605960845947266,-85.25062,33.052799224853516,-86.1441,2,2
19_5046,19_9116,95.99333069536743,very_long,True,2_35,2_35,35,35,2,2,True,True,42.61685943603515,-93.49598,43.47359848022461,-93.35074,1,1
53_1008,53_7322,92.9545701576142,very_long,True,3_195,3_195,195,195,3,3,True,True,47.55786895751953,-117.39556,46.73012924194336,-117.22361,2,2
53_3019,53_7409,92.72385539168214,very_long,True,2_82,2_82,82,82,2,2,True,True,46.13151168823242,-119.20239,46.42121887207031,-120.33372,11,1
27_4040,27_B350,92.59053545721648,very_long,True,3_2,3_2,2,2,3,3,True,True,47.308799743652344,-93.7167,47.48368835449219,-94.91938,2,2
1_0601,1_3028,89.19999466727813,very_long,True,2_59,2_59,59,59,2,2,True,True,34.18096160888672,-85.96033,33.6115608215332,-86.6411,1,11
6_8534,6_9048,87.21777912448657,very_long,True,2_8,2_8,8,8,2,2,True,True,32.77302932739258,-115.76624,32.838600158691406,-116.69618,1,1
6_8535,6_A441,87.14822770739572,very_long,True,2_8,2_8,8,8,2,2,True,True,32.77397918701172,-115.51887,32.723140716552734,-116.44877,1,1
6_3010,6_3013,85.88375536956697,very_long,True,2_15,2_15,15,15,2,2,True,True,32.91463088989258,-117.11594,33.67000961303711,-117.3087,11,1
46_3009,46_3010,84.78286831894845,very_long,True,2_29,2_29,29,29,2,2,True,True,44.85726165771485,-97.03909,45.61893844604492,-96.98969,1,1
27_0509,27_4050,79.24533741343433,very_long,True,3_2,3_2,2,2,3,3,True,True,47.53023147583008,-95.20481,47.737770080566406,-96.21657,2,2
48_3629,48_5154,76.17062130866698,very_long,True,2_10,2_10,10,10,2,2,True,True,29.72249984741211,-96.42572,29.692459106445312,-97.21364,1,1
6_3010,6_3019,75.78104517428358,very_long,True,2_15,2_15,15,15,2,2,True,True,32.91463088989258,-117.11594,33.58858871459961,-117.23697,11,1
16_1001,16_9034,75.11440273287883,very_long,True,3_95,3_95,95,95,3,3,True,True,47.77418899536133,-116.78988,48.42136001586914,-116.49993,2,2
40_4087,40_4162,73.84211364327602,very_long,True,3_62,3_62,62,62,3,3,True,True,34.637569427490234,-99.28864,34.63090896606445,-98.48158,2,2
28_5006,28_5803,72.95160998789552,very_long,True,3_78,3_78,78,78,3,3,True,True,34.326480865478516,-88.8144,34.73583984375,-89.43674,2,2
27_3013,27_7090,69.723325312282,very_long,True,3_169,3_169,169,169,3,3,True,True,45.12071990966797,-93.38966,44.57975006103515,-93.83689,12,2
51_1464,51_2564,68.22469003244854,very_long,True,2_64,2_64,64,64,2,2,True,True,37.33266067504883,-76.70856,36.77769088745117,-76.38069,11,11
1_3998,1_6012,63.35300118586449,very_long,True,2_20,2_20,20,20,2,2,True,True,32.724639892578125,-88.11511,33.13127136230469,-87.63965,1,1
38_2001,38_3005,62.64453333196899,very_long,True,3_2,3_2,2,2,3,3,True,True,47.932830810546875,-97.42706,48.03202819824219,-98.25558,2,2
19_0608,19_0709,62.37499257796264,very_long,True,2_35,2_35,35,35,2,2,True,True,41.77996063232422,-93.57094,42.340911865234375,-93.56988,1,1
5_3011,5_4021,61.58962289768667,very_long,True,3_67,3_67,67,67,3,3,True,True,35.331539154052734,-91.53673,34.966339111328125,-92.04604,2,14
49_1017,49_A361,58.67024676014245,long,True,3_89,3_89,89,89,3,3,True,True,38.56864929199219,-112.26132,38.04602813720703,-112.35379,6,6
48_1181,48_6086,57.576845938351525,long,True,2_37,2_37,37,37,2,2,True,True,28.590089797973633,-98.20931,28.169620513916016,-97.86583,1,1
55_3008,55_B909,56.95578795422669,long,True,2_43,2_43,43,43,2,2,True,True,43.40808868408203,-87.91068,42.931419372558594,-88.16775,1,1
27_1019,27_3013,54.47430238658148,long,True,3_169,3_169,169,169,3,3,True,True,45.58771133422851,-93.60035,45.12071990966797,-93.38966,2,12
49_1008,49_B361,54.14571789366405,long,True,3_89,3_89,89,89,3,3,True,True,38.94599914550781,-111.8564,38.57352828979492,-112.25864,2,6
40_0117,40_A350,53.75119698858822,long,True,3_62,3_62,62,62,3,3,True,True,34.63404846191406,-98.68867,34.6375617980957,-99.27617,2,2
40_0160,40_4087,52.992581398179595,long,True,3_62,3_62,62,62,3,3,True,True,34.63161849975586,-98.70947,34.637569427490234,-99.28864,2,2
40_0560,40_A320,52.98762874299633,long,True,3_62,3_62,62,62,3,3,True,True,34.63241958618164,-98.70435,34.637569427490234,-99.28348,2,2
32_A410,32_C330,51.07671300537821,long,True,2_80,2_80,80,80,2,2,True,True,41.10955810546875,-115.02547,40.99398040771485,-114.43595,1,1
42_0604,42_1627,50.68844541566276,long,True,2_80,2_80,80,80,2,2,True,True,40.98733901977539,-77.81298,41.04159164428711,-78.41283,1,1
17_0664,17_5849,50.411057730830535,long,True,2_57,2_57,57,57,2,2,True,True,39.960411071777344,-88.30315,40.39448165893555,-88.13192,1,1
27_4055,27_6064,50.098688959195826,long,True,2_94,2_94,94,94,2,2,True,True,45.41666030883789,-94.07063,45.640621185302734,-94.62868,1,1
6_0604,6_3030,50.035612113863635,long,True,2_5,2_5,5,5,2,2,True,True,41.368038177490234,-122.36985,40.918548583984375,-122.39777,1,1
13_3011,13_3015,49.554148224421894,long,True,2_16,2_16,16,16,2,2,True,True,32.428470611572266,-82.56702,32.3732795715332,-82.04326,1,1
55_3008,55_5040,48.81937586521814,long,True,2_43,2_43,43,43,2,2,True,True,43.40808868408203,-87.91068,43.83539962768555,-87.77141,1,1
55_3014,55_A901,47.19528092101695,long,True,2_43,2_43,43,43,2,2,True,True,42.62078094482422,-88.62781,42.91341018676758,-88.20903,1,1
37_0201,37_1352,46.6402183060519,long,True,3_52,3_52,52,52,3,3,True,True,35.86431121826172,-80.26884,35.446109771728516,-80.22911,2,2
28_0959,28_3097,45.604632323272455,long,True,2_55,2_55,55,55,2,2,True,True,34.52186965942383,-89.9267,34.92832946777344,-89.99333,1,1
12_3995,12_4106,44.77952281352733,long,True,2_95,2_95,95,95,2,2,True,True,26.50078010559082,-80.07814,26.9000301361084,-80.13712,11,1
23_1026,23_1028,43.05675878453682,long,True,3_2,3_2,2,2,3,3,True,True,44.57352828979492,-70.29562,44.429561614990234,-70.79961,2,2
8_3032,8_7783,42.70016341959803,long,True,2_70,2_70,70,70,2,2,True,True,39.53776168823242,-107.68267,39.38740921020508,-108.14036,1,1
5_4023,5_A430,42.30868146259177,long,True,3_67,3_67,67,67,3,3,True,True,35.23234176635742,-91.7052,34.970298767089844,-92.0424,2,14
18_1037,18_5043,41.468438699819345,long,True,4_66,4_66,66,66,4,4,True,True,37.90013122558594,-87.22045,38.03385925292969,-87.66204,6,2
4_0122,4_A310,39.17226467612205,long,True,3_93,3_93,93,93,3,3,True,True,35.419471740722656,-114.2755,35.72618865966797,-114.48855,2,2
8_7036,8_7776,37.153488955515016,long,True,2_70,2_70,70,70,2,2,True,True,39.7275390625,-104.27021,39.740081787109375,-104.70439,1,1
41_5022,41_6011,37.09351205773233,long,True,2_5,2_5,5,5,2,2,True,True,43.96335983276367,-123.01169,44.29505157470703,-123.0612,1,1
40_4086,40_4154,36.1506866596714,long,True,3_81,3_81,81,81,3,3,True,True,35.075721740722656,-97.96171,34.7506217956543,-97.95845,6,6
41_5005,41_6011,35.82039624112238,long,True,2_5,2_5,5,5,2,2,True,True,44.617191314697266,-123.06222,44.29505157470703,-123.0612,1,1
28_3081,28_5006,35.62134722165591,long,True,3_78,3_78,78,78,3,3,True,True,34.239749908447266,-88.44117,34.326480865478516,-88.8144,2,2
48_3010,48_4152,34.2885296839681,long,True,4_146,4_146,146,146,4,4,True,True,29.791200637817383,-94.91035,30.075389862060547,-94.77224,14,2
55_3015,55_3016,33.30774680944062,long,True,3_51,3_51,51,51,3,3,True,True,43.714839935302734,-89.47528,44.013431549072266,-89.50838,2,2
5_A608,5_B410,32.21097345016156,long,True,3_65,3_65,65,65,3,3,True,True,34.43302917480469,-92.19481,34.213890075683594,-91.96541,2,12
20_3060,29_4036,32.048196089230785,long,True,2_435,2_435,435,435,2,2,True,True,39.125709533691406,-94.81483,39.29084014892578,-94.50997,11,11
40_1017,40_4157,31.17968368692523,long,True,3_69,3_69,69,69,3,3,True,True,35.79766082763672,-95.40127,36.07646942138672,-95.36436,2,2
27_1003,27_4055,30.99475319100171,long,True,2_94,2_94,94,94,2,2,True,True,45.27310943603515,-93.73067,45.41666030883789,-94.07063,1,1
6_7491,6_8149,30.29335587975694,long,True,2_40,2_40,40,40,2,2,True,True,34.77259063720703,-114.58027,34.855499267578125,-114.89636,1,1
34_1031,34_1638,29.852456769380204,medium,False,4_55,4_55,55,55,4,4,True,True,39.54341125488281,-75.06099,39.80973052978515,-75.10505,12,12
26_1012,26_A350,29.339984055509458,medium,False,3_131,3_131,131,131,3,3,True,True,43.7115592956543,-85.53063,43.449710845947266,-85.48573,2,2
48_3855,48_5024,29.206261022264854,medium,False,4_71,4_71,71,71,4,4,True,True,29.899580001831055,-96.80749,29.725679397583008,-96.58062,2,2
28_0805,28_3090,28.002384096694644,medium,False,4_315,4_315,315,315,4,4,True,True,34.4451904296875,-89.87261,34.43840026855469,-90.17786,2,2
1_4007,1_4084,26.10376135422553,medium,False,2_59,2_59,59,59,2,2,True,True,33.585750579833984,-86.68105,33.47420883178711,-86.92885,11,11
19_0759,19_5042,26.02037997496076,medium,False,2_35,2_35,35,35,2,2,True,True,42.34806060791016,-93.56998,42.5809211730957,-93.53862,1,1
35_2006,35_2007,25.847022263557292,medium,False,4_44,4_44,44,44,4,4,True,True,36.17499923706055,-107.32917,36.24668884277344,-107.60322,2,2
4_1018,4_6054,25.79262981504544,medium,False,2_19,2_19,19,19,2,2,True,True,31.8077392578125,-111.01244,32.039100646972656,-110.99284,1,1
35_1022,35_2007,25.05701138140091,medium,False,4_44,4_44,44,44,4,4,True,True,36.374080657958984,-107.83389,36.24668884277344,-107.60322,2,2
29_0601,29_5091,24.237431017642745,medium,False,2_35,2_35,35,35,2,2,True,True,40.172481536865234,-94.02037,39.963470458984375,-94.1012,1,1
50_1002,50_1683,23.759743844660584,medium,False,3_7,3_7,7,7,3,3,True,True,44.11960983276367,-73.17939,44.32910919189453,-73.23806,2,2
48_1093,48_1181,22.967103111385555,medium,False,2_37,2_37,37,37,2,2,True,True,28.77722930908203,-98.30895,28.590089797973633,-98.20931,1,1
48_1092,48_1096,22.58840852260772,medium,False,3_90,3_90,90,90,3,3,True,True,29.351459503173828,-99.06803,29.355899810791016,-98.83502,2,2
31_3024,31_B410,22.431610668151997,medium,False,2_80,2_80,80,80,2,2,True,True,40.82218933105469,-98.09495,40.822879791259766,-98.36153,1,1
10_0260,10_1450,20.5974845977096,medium,False,3_113,3_113,113,113,3,3,True,True,38.839500427246094,-75.43919,39.02399063110352,-75.46056,2,2
53_6056,53_7322,20.138063803027467,medium,False,3_195,3_195,195,195,3,3,True,True,46.56520080566406,-117.11462,46.73012924194336,-117.22361,2,2
5_0113,5_4046,20.13184563227456,medium,False,3_63,3_63,63,63,3,3,True,True,35.74473190307617,-90.57986,35.84690856933594,-90.76413,2,2
45_3012,45_5017,20.06363070744909,medium,False,2_77,2_77,77,77,2,2,True,True,34.32926940917969,-81.00491,34.15195846557617,-80.96446,1,1
20_7073,20_A412,19.437574025338012,medium,False,2_70,2_70,70,70,2,2,True,True,38.929588317871094,-97.3145,38.96506118774414,-97.09441,1,1
8_9019,8_9020,19.41672289060109,medium,False,2_25,2_25,25,25,2,2,True,True,40.21834182739258,-104.98023,40.39268112182617,-104.99318,1,1
39_4031,39_9022,19.35168931373077,medium,False,2_270,2_270,270,270,2,2,True,True,39.99266052246094,-83.11826,40.04615020751953,-82.90201,11,11
48_5287,48_5301,19.20770545035254,medium,False,2_820,2_820,820,820,2,2,True,True,32.842491149902344,-97.33912,32.71554183959961,-97.47845,11,11
10_1201,10_5005,19.156606635616175,medium,False,4_1,4_1,1,1,4,4,True,True,38.80057144165039,-75.26579,38.92763900756836,-75.4152,2,2
40_4164,40_4165,18.61844462323351,medium,False,3_60,3_60,60,60,3,3,True,True,36.331600189208984,-98.47982,36.391170501708984,-98.2855,6,2
23_0506,23_1001,17.38461926577228,medium,False,2_95,2_95,95,95,2,2,True,True,45.0642204284668,-68.68906,45.22023010253906,-68.67458,1,1
35_1002,35_1003,16.97795620738283,medium,False,3_70,3_70,70,70,3,3,True,True,33.36954116821289,-104.91563,33.38261032104492,-104.73346,2,2
42_1623,42_1690,16.744731687334145,medium,False,2_180,2_180,180,180,2,2,True,True,41.24602127075195,-76.95767,41.19486999511719,-76.76937,11,1
16_1001,16_9032,16.61320140948825,medium,False,3_95,3_95,95,95,3,3,True,True,47.77418899536133,-116.78988,47.6340217590332,-116.86674,2,2
54_1640,54_4003,16.49136448275851,medium,False,3_119,3_119,119,119,3,3,True,True,38.28388977050781,-81.76463,38.149410247802734,-81.84423,2,2
27_0701,27_0706,16.47586122625079,medium,False,2_94,2_94,94,94,2,2,True,True,46.84605026245117,-96.64294,46.73194885253906,-96.50488,1,1
40_0501,40_4162,16.29178436897732,medium,False,3_62,3_62,62,62,3,3,True,True,34.63768005371094,-98.65946,34.63090896606445,-98.48158,2,2
20_0161,20_0162,15.955636570086792,medium,False,3_54,3_54,54,54,3,3,True,True,37.61688995361328,-99.06952,37.60847091674805,-99.25035,2,2
4_0265,4_1003,15.730168443804748,medium,False,2_10,2_10,10,10,2,2,True,True,33.444190979003906,-112.70018,33.48122024536133,-112.86384,1,1
45_5034,45_5035,15.505025108096564,medium,False,2_20,2_20,20,20,2,2,True,True,34.208290100097656,-80.03619,34.20315170288086,-79.8677,1,1
37_0260,37_3807,15.478553652465624,medium,False,3_52,3_52,52,52,3,3,True,True,35.850189208984375,-80.27684,35.98509979248047,-80.23449,2,2
27_0701,27_0702,15.17402897099304,medium,False,2_94,2_94,94,94,2,2,True,True,46.84605026245117,-96.64294,46.74024963378906,-96.51705,1,1
17_5423,17_9327,15.08859766109457,medium,False,2_74,2_74,74,74,2,2,True,True,40.55147933959961,-89.0969,40.4361686706543,-89.00284,1,1
5_3058,5_4046,15.035203499668947,medium,False,3_63,3_63,63,63,3,3,True,True,35.79219055175781,-90.61164,35.84690856933594,-90.76413,12,2
4_1017,4_D350,15.033837638626414,medium,False,2_19,2_19,19,19,2,2,True,True,31.765270233154297,-111.03591,31.631149291992188,-111.05597,1,1
19_3028,19_3033,13.567062289572846,medium,False,3_218,3_218,218,218,3,3,True,True,41.67314910888672,-91.62005,41.56489181518555,-91.54477,2,2
47_9024,47_9025,12.8363026431696,medium,False,4_96,4_96,96,96,4,4,True,True,35.929710388183594,-86.23648,35.951839447021484,-86.09654,2,2
13_3017,13_3018,12.738675309766704,medium,False,2_20,2_20,20,20,2,2,True,True,33.51853942871094,-82.86346,33.5034294128418,-82.72726,1,1
4_1001,4_1007,12.498791485897774,medium,False,2_10,2_10,10,10,2,2,True,True,33.4616584777832,-112.45048,33.436649322509766,-112.58182,1,1
20_0105,20_0902,11.756089970593738,medium,False,3_54,3_54,54,54,3,3,True,True,37.61320877075195,-99.12569,37.6085090637207,-99.25902,2,2
6_2004,6_3019,11.6443212589906,medium,False,2_15,2_15,15,15,2,2,True,True,33.50899887084961,-117.15531,33.58858871459961,-117.23697,1,1
4_1001,4_7614,11.611703097975512,medium,False,2_10,2_10,10,10,2,2,True,True,33.4616584777832,-112.45048,33.457908630371094,-112.32539,1,1
29_5403,29_5413,11.292298360880917,medium,False,3_412,3_412,412,412,3,3,True,True,36.1197509765625,-90.17342,36.19654846191406,-90.09112,6,2
53_1801,53_3813,11.177021914874889,medium,False,4_14,4_14,14,14,4,4,True,True,45.57106018066406,-122.31329,45.58100128173828,-122.45619,16,14
49_7085,49_E410,11.076069487987272,medium,False,3_40,3_40,40,40,3,3,True,True,40.56576919555664,-111.42923,40.662811279296875,-111.45883,2,2
20_3013,20_4063,10.997990415109602,medium,False,2_435,2_435,435,435,2,2,True,True,38.960960388183594,-94.77594,39.059139251708984,-94.79136,11,1
4_B961,4_B964,10.947982377656125,medium,False,2_10,2_10,10,10,2,2,True,True,33.45886993408203,-112.5131,33.42768859863281,-112.62502,1,1
46_3013,46_5020,10.810284539281309,medium,False,2_90,2_90,90,90,2,2,True,True,44.5224494934082,-103.90543,44.47542953491211,-103.78613,1,1
49_7085,49_E446,10.468687938511271,medium,False,3_40,3_40,40,40,3,3,True,True,40.56576919555664,-111.42923,40.657371520996094,-111.45787,2,2
4_0902,4_A903,10.292584635510758,medium,False,3_93,3_93,93,93,3,3,True,True,35.39167022705078,-114.25538,35.47180938720703,-114.31223,2,2
4_0903,4_A902,10.23622870520644,medium,False,3_93,3_93,93,93,3,3,True,True,35.47446823120117,-114.31407,35.39474868774414,-114.25757,2,2
12_3804,12_4057,9.990997012984048,local,False,2_75,2_75,75,75,2,2,True,True,28.01782989501953,-82.33109,27.927980422973633,-82.33172,1,1
4_1015,4_1016,9.345588489065912,local,False,2_19,2_19,19,19,2,2,True,True,31.559349060058594,-111.05186,31.643230438232425,-111.05805,1,1
32_3013,32_7000,9.22092893103504,local,False,2_80,2_80,80,80,2,2,True,True,40.8166389465332,-114.18224,40.88224029541016,-114.2493,1,1
20_0103,20_0164,9.193786778763862,local,False,3_54,3_54,54,54,3,3,True,True,37.613399505615234,-99.12206,37.60850143432617,-99.22625,2,2
18_4042,18_A430,8.283422706282453,local,False,4_62,4_62,62,62,4,4,True,True,37.94239044189453,-87.73376,37.9427490234375,-87.82822,6,6
10_0107,10_0212,8.076057797986625,local,False,3_113,3_113,113,113,3,3,True,True,38.78907012939453,-75.43877,38.861698150634766,-75.43941,2,2
20_3060,20_4063,7.674396783488659,local,False,2_435,2_435,435,435,2,2,True,True,39.125709533691406,-94.81483,39.059139251708984,-94.79136,11,1
48_1113,48_1116,7.433660686579504,local,False,3_259,3_259,259,259,3,3,True,True,31.957670211791992,-94.7002,31.892810821533203,-94.68111,2,2
29_A602,29_A603,7.397930824684816,local,False,4_8,4_8,8,8,4,4,True,True,37.926361083984375,-90.75815,37.895748138427734,-90.68328,2,2
24_0501,24_0502,7.364198553994723,local,False,3_15,3_15,15,15,3,3,True,True,39.35707092285156,-77.50476,39.2930793762207,-77.52682,2,2
18_0601,18_0602,7.326431042062426,local,False,3_31,3_31,31,31,3,3,True,True,41.238739013671875,-86.26116,41.174339294433594,-86.24265,2,2
12_4000,12_4138,7.27709472663066,local,False,3_92,3_92,92,92,3,3,True,True,29.081390380859375,-81.24018,29.11918067932129,-81.17903,2,2
55_6352,55_6354,7.159386545879447,local,False,3_18,3_18,18,18,3,3,True,True,43.00965881347656,-89.84782,43.00947952270508,-89.93587,2,2
1_0563,1_C350,7.102860237934333,local,False,3_84,3_84,84,84,3,3,True,True,31.24205017089844,-85.62927,31.24254035949707,-85.55456,2,2
4_1022,4_B310,7.031542421965416,local,False,2_40,2_40,40,40,2,2,True,True,35.161399841308594,-113.59826,35.161399841308594,-113.67561,1,1
42_1613,42_1617,7.003033079844367,local,False,2_476,2_476,476,476,2,2,True,True,39.99620819091797,-75.34738,40.05778884887695,-75.33014,11,11
6_7456,6_B452,6.693059132578388,local,False,2_5,2_5,5,5,2,2,True,True,37.72850036621094,-121.34342,37.66830825805664,-121.34348,1,1
41_5021,41_5022,6.654357019735494,local,False,2_5,2_5,5,5,2,2,True,True,43.903541564941406,-123.01413,43.96335983276367,-123.01169,1,1
29_0709,29_0759,6.586736526772764,local,False,3_67,3_67,67,67,3,3,True,True,38.08451843261719,-90.48471,38.025299072265625,-90.48649,14,14
29_A603,29_A604,6.288181247280059,local,False,4_8,4_8,8,8,4,4,True,True,37.895748138427734,-90.68328,37.92481994628906,-90.74476,2,2
55_0902,55_0903,6.204421715279976,local,False,2_94,2_94,94,94,2,2,True,True,44.10340118408203,-90.53317,44.049129486083984,-90.51513,1,1
29_A606,29_A607,6.131364429499746,local,False,4_8,4_8,8,8,4,4,True,True,37.9250602722168,-90.74718,37.898048400878906,-90.68625,2,2
28_3083,28_3085,5.8735176581956035,local,False,4_310,4_310,310,310,4,4,True,True,34.573421478271484,-89.57943,34.58127975463867,-89.51599,2,2
20_0101,20_0160,5.839750303096179,local,False,3_54,3_54,54,54,3,3,True,True,37.61116027832031,-99.15881,37.61521911621094,-99.09271,2,2
4_0902,4_A901,5.818659477817306,local,False,3_93,3_93,93,93,3,3,True,True,35.39167022705078,-114.25538,35.436771392822266,-114.28794,2,2
1_0563,1_4155,5.695009338694707,local,False,3_84,3_84,84,84,3,3,True,True,31.24205017089844,-85.62927,31.242610931396484,-85.56937,2,2
6_0509,6_0559,5.686569239091812,local,False,2_40,2_40,40,40,2,2,True,True,34.811519622802734,-116.58417,34.80060958862305,-116.52332,1,1
4_B903,4_B959,5.6133150221302115,local,False,2_10,2_10,10,10,2,2,True,True,33.453731536865234,-112.52898,33.462589263916016,-112.46941,1,1
1_0502,1_C350,5.593387634653475,local,False,3_84,3_84,84,84,3,3,True,True,31.24191093444824,-85.61339,31.24254035949707,-85.55456,2,2
29_0701,29_0702,5.575445088214743,local,False,3_67,3_67,67,67,3,3,True,True,38.023380279541016,-90.48554,38.07352066040039,-90.4859,14,14
1_0504,1_C340,5.572245483710111,local,False,3_84,3_84,84,84,3,3,True,True,31.24197006225586,-85.62005,31.243000030517575,-85.56145,2,2
4_1015,4_6060,5.570098805258993,local,False,2_19,2_19,19,19,2,2,True,True,31.559349060058594,-111.05186,31.518999099731445,-111.01703,1,1
19_0605,19_0606,5.544485483461407,local,False,2_35,2_35,35,35,2,2,True,True,41.81264114379883,-93.57079,41.76277923583984,-93.5704,1,1
17_4074,17_B330,5.538105130293535,local,False,3_20,3_20,20,20,3,3,True,True,42.2859001159668,-89.55173,42.32107925415039,-89.5994,2,2
55_3009,55_3010,5.483655731654154,local,False,4_23,4_23,23,23,4,4,True,True,43.7536506652832,-87.86396,43.751708984375,-87.79574,2,2
4_A901,4_A902,5.4229612128055,local,False,3_93,3_93,93,93,3,3,True,True,35.436771392822266,-114.28794,35.39474868774414,-114.25757,2,2
4_0219,4_1006,5.387399775491707,local,False,2_10,2_10,10,10,2,2,True,True,33.44805145263672,-112.71724,33.43571853637695,-112.66109,1,1
38_0259,38_0260,5.327004122402001,local,False,2_94,2_94,94,94,2,2,True,True,46.87656021118164,-97.13093,46.874900817871094,-97.20097,1,1
19_5042,19_5046,5.305698001474008,local,False,2_35,2_35,35,35,2,2,True,True,42.5809211730957,-93.53862,42.61685943603515,-93.49598,1,1
28_2807,28_3089,5.271649437432107,local,False,4_6,4_6,6,6,4,4,True,True,34.355098724365234,-89.65572,34.352359771728516,-89.71305,2,2
19_0602,19_0603,5.269554564532388,local,False,2_35,2_35,35,35,2,2,True,True,41.82025909423828,-93.57103,41.77286911010742,-93.57082,1,1
29_AA03,29_AA67,5.256313348993991,local,False,3_54,3_54,54,54,3,3,True,True,38.28337097167969,-92.58118,38.24300003051758,-92.6125,2,2
6_7455,6_B453,5.216098760497193,local,False,2_5,2_5,5,5,2,2,True,True,37.71475982666016,-121.34364,37.667850494384766,-121.34348,1,1
29_0702,29_0703,5.162320378794352,local,False,3_67,3_67,67,67,3,3,True,True,38.07352066040039,-90.4859,38.0271110534668,-90.48746,14,14
6_0568,6_0569,5.1581523228761315,local,False,2_40,2_40,40,40,2,2,True,True,34.80128860473633,-116.527,34.8111686706543,-116.5822,1,1
29_0961,29_0962,5.041310781151637,local,False,3_65,3_65,65,65,3,3,True,True,38.838600158691406,-93.21834,38.79362869262695,-93.22572,2,2
6_0502,6_0563,4.954185015088466,local,False,2_40,2_40,40,40,2,2,True,True,34.81433868408203,-116.59994,34.80485153198242,-116.54692,1,1
18_0671,18_3003,4.91748912294682,local,False,3_31,3_31,31,31,3,3,True,True,41.21575164794922,-86.26082,41.259910583496094,-86.26401,2,2
29_0606,29_0607,4.916856267418045,local,False,2_35,2_35,35,35,2,2,True,True,40.16122055053711,-94.02869,40.2039909362793,-94.014,1,1
19_0604,19_0605,4.91281038814359,local,False,2_35,2_35,35,35,2,2,True,True,41.76845932006836,-93.57064,41.81264114379883,-93.57079,1,1
37_1801,37_5037,4.813387442766578,local,False,2_40,2_40,40,40,2,2,True,True,35.592628479003906,-82.42496,35.57685852050781,-82.47453,11,11
6_0501,6_0562,4.771635124046889,local,False,2_40,2_40,40,40,2,2,True,True,34.81481170654297,-116.60256,34.80564880371094,-116.5515,1,1
29_A350,29_AA61,4.735372902051801,local,False,3_54,3_54,54,54,3,3,True,True,38.24290084838867,-92.61269,38.277740478515625,-92.5815,2,2
35_0501,35_0959,4.715810873629705,local,False,2_10,2_10,10,10,2,2,True,True,32.196998596191406,-108.28208,32.206260681152344,-108.23317,1,1
48_5283,48_5284,4.7115024770391845,local,False,4_121,4_121,121,121,4,4,True,True,32.86341094970703,-97.10248,32.90568161010742,-97.099,11,11
48_1047,48_5323,4.709203655806226,local,False,2_40,2_40,40,40,2,2,True,True,35.20766067504883,-101.17967,35.21070098876953,-101.12797,1,1
1_3028,1_4007,4.682669356904917,local,False,2_59,2_59,59,59,2,2,True,True,33.6115608215332,-86.6411,33.585750579833984,-86.68105,11,11
29_0501,29_0504,4.624361310510162,local,False,3_65,3_65,65,65,3,3,True,True,36.54281997680664,-93.24757,36.506309509277344,-93.22279,2,2
28_3018,28_3019,4.620788803962281,local,False,3_72,3_72,72,72,3,3,True,True,34.78364181518555,-88.18126,34.76918029785156,-88.13383,2,2
6_7455,6_B410,4.612523155370941,local,False,2_5,2_5,5,5,2,2,True,True,37.71475982666016,-121.34364,37.67327880859375,-121.34341,1,1
32_AA59,32_AA60,4.577343356899694,local,False,2_580,2_580,580,580,2,2,True,True,39.27043151855469,-119.81838,39.22980117797851,-119.80984,1,1
6_0502,6_0562,4.526736770907569,local,False,2_40,2_40,40,40,2,2,True,True,34.81433868408203,-116.59994,34.80564880371094,-116.5515,1,1
37_1992,37_2824,4.51485614727109,local,False,3_421,3_421,421,421,3,3,True,True,35.74523162841797,-79.44106,35.705810546875,-79.42908,2,2
29_AA03,29_AA65,4.505069693242182,local,False,3_54,3_54,54,54,3,3,True,True,38.28337097167969,-92.58118,38.24510955810547,-92.59815,2,2
37_0204,37_0205,4.485431237677396,local,False,3_52,3_52,52,52,3,3,True,True,35.82255172729492,-80.28434,35.860599517822266,-80.26781,2,2
40_0124,40_0160,4.47598862045071,local,False,3_62,3_62,62,62,3,3,True,True,34.63726043701172,-98.66103,34.63161849975586,-98.70947,2,2
19_0601,19_0659,4.458936741431034,local,False,2_35,2_35,35,35,2,2,True,True,41.81669998168945,-93.5709,41.7765998840332,-93.57101,1,1
42_1617,42_5020,4.429099344296921,local,False,2_476,2_476,476,476,2,2,True,True,40.05778884887695,-75.33014,40.093170166015625,-75.30623,11,11
48_0124,48_0160,4.374923306884317,local,False,3_281,3_281,281,281,3,3,True,True,26.73280906677246,-98.10591,26.69399070739746,-98.11309,2,2
27_0501,27_0502,4.372729952678729,local,False,3_2,3_2,2,2,3,3,True,True,47.52146911621094,-95.15112,47.53081130981445,-95.20769,2,2
