source,target,distance_km,suspicious_locality,needs_real_map_check,source_route_key,target_route_key,source_ROUTE_NO,target_ROUTE_NO,source_ROUTE_SIGNING,target_ROUTE_SIGNING,same_route_number,same_route_signing,source_latitude,source_longitude,target_latitude,target_longitude,source_functional_class,target_functional_class
1_B340,1_B350,1.8011669786997329,very_local,False,3_43,3_43,43,43,3,3,True,True,31.35803985595703,-88.03254,31.341859817504883,-88.03164,2,2
39_0211,39_0902,1.8002376586646611,very_local,False,3_23,3_23,23,23,3,3,True,True,40.41033935546875,-83.07406,40.39414978027344,-83.0742,2,2
4_B901,4_B902,1.7983586413674622,very_local,False,2_10,2_10,10,10,2,2,True,True,33.44266128540039,-112.56326,33.448490142822266,-112.54518,1,1
29_0507,29_0508,1.7887504192270836,very_local,False,3_65,3_65,65,65,3,3,True,True,36.51644134521485,-93.22952,36.52729034423828,-93.2443,2,2
26_1010,26_D340,1.784558127005321,very_local,False,4_57,4_57,57,57,4,4,True,True,43.178829193115234,-83.65628,43.17927169799805,-83.63428,6,6
4_0504,4_0505,1.7837913626365336,very_local,False,2_8,2_8,8,8,2,2,True,True,32.82918167114258,-112.00387,32.82843017578125,-111.9848,1,1
27_0559,27_0560,1.7801228727610017,very_local,False,3_2,3_2,2,2,3,3,True,True,47.520999908447266,-95.14794,47.519290924072266,-95.12437,2,2
40_1015,40_B360,1.7770141905614776,very_local,False,4_3E,4_3E,3E,3E,4,4,True,True,35.193241119384766,-96.67488,35.20922088623047,-96.67463,6,6
20_0162,20_0163,1.776756904964753,very_local,False,3_54,3_54,54,54,3,3,True,True,37.60847091674805,-99.25035,37.60852813720703,-99.23018,2,2
37_0902,37_0903,1.7667279376603635,very_local,False,3_1,3_1,1,1,3,3,True,True,35.55072021484375,-79.16132,35.53858184814453,-79.17392,2,2
46_6600,46_A410,1.76182141487232,very_local,False,4_50,4_50,50,50,4,4,True,True,42.85747146606445,-97.10272,42.86581039428711,-97.1211,2,2
4_0121,4_0123,1.756619754227085,very_local,False,3_93,3_93,93,93,3,3,True,True,35.42123031616211,-114.27674,35.40761947631836,-114.2669,2,2
27_1023,27_6251,1.7534156786692436,very_local,False,3_2,3_2,2,2,3,3,True,True,47.476341247558594,-94.91871,47.461238861083984,-94.912,2,2
17_0662,17_0663,1.7446419074172144,very_local,False,2_57,2_57,57,57,2,2,True,True,39.94282913208008,-88.30298,39.958518981933594,-88.30305,1,1
32_0204,32_0205,1.7426090851107627,very_local,False,2_80,2_80,80,80,2,2,True,True,40.70486831665039,-117.01792,40.71609878540039,-117.03234,1,1
32_0210,32_0211,1.741141711472498,very_local,False,2_80,2_80,80,80,2,2,True,True,40.700809478759766,-117.01277,40.71202087402344,-117.02719,1,1
4_0217,4_0218,1.7403343215783034,very_local,False,2_10,2_10,10,10,2,2,True,True,33.447471618652344,-112.71472,33.45151901245117,-112.73284,1,1
9_0902,9_0903,1.7377772990929017,very_local,False,4_2,4_2,2,2,4,4,True,True,41.565528869628906,-72.24789,41.56718826293945,-72.22712,2,2
5_0118,5_0119,1.7357029186188446,very_local,False,3_63,3_63,63,63,3,3,True,True,35.7322998046875,-90.57979,35.71670150756836,-90.57906,2,2
34_0506,34_0962,1.720139009767734,very_local,False,2_195,2_195,195,195,2,2,True,True,40.17695999145508,-74.53791,40.177589416503906,-74.51768,1,1
32_0202,32_0203,1.7176301501454527,very_local,False,2_80,2_80,80,80,2,2,True,True,40.69942855834961,-117.011,40.71052169799805,-117.02518,1,1
27_0507,27_0508,1.7127445507053225,very_local,False,3_2,3_2,2,2,3,3,True,True,47.52450180053711,-95.1905,47.53142166137695,-95.21088,2,2
8_A411,8_A455,1.7098824274248383,very_local,False,3_287,3_287,287,287,3,3,True,True,37.05681991577149,-102.56064,37.048099517822266,-102.54477,2,2
6_A351,6_A352,1.7048546108639937,very_local,False,4_32,4_32,32,32,4,4,True,True,39.77986907958984,-121.73087,39.79338073730469,-121.72144,2,2
29_1002,29_B351,1.7032115845808355,very_local,False,10_3,10_3,3,3,10,10,True,True,38.52064895629883,-92.35978,38.530399322509766,-92.34468,7,7
40_0122,40_0123,1.702971251852207,very_local,False,3_62,3_62,62,62,3,3,True,True,34.634761810302734,-98.68243,34.63690948486328,-98.664,2,2
37_A960,37_A964,1.701360801457129,very_local,False,3_1,3_1,1,1,3,3,True,True,35.55208969116211,-79.16074,35.54024887084961,-79.17265,2,2
6_0660,6_0662,1.6898323753228588,very_local,False,2_5,2_5,5,5,2,2,True,True,41.33924865722656,-122.33901,41.35152053833008,-122.35095,1,1
10_0103,10_0104,1.6844211646310336,very_local,False,3_113,3_113,113,113,3,3,True,True,38.780548095703125,-75.43861,38.76539993286133,-75.43851,2,2
22_0705,22_0706,1.6829142781447473,very_local,False,2_10,2_10,10,10,2,2,True,True,30.186019897460938,-90.90787,30.178630828857425,-90.89259,1,1
8_0216,8_0217,1.6826805701856284,very_local,False,2_76,2_76,76,76,2,2,True,True,39.92893981933594,-104.79875,39.94068145751953,-104.7863,1,1
4_0662,4_0663,1.6765988387707955,very_local,False,2_40,2_40,40,40,2,2,True,True,35.2145881652832,-111.54416,35.21805953979492,-111.56212,1,1
4_1036,4_A310,1.6698508532680827,very_local,False,3_93,3_93,93,93,3,3,True,True,35.71242904663086,-114.48114,35.72618865966797,-114.48855,2,2
39_0201,39_0208,1.6679043823878583,very_local,False,3_23,3_23,23,23,3,3,True,True,40.4032096862793,-83.07401,40.418209075927734,-83.07416,2,2
18_A902,18_A961,1.660504210791979,very_local,False,2_70,2_70,70,70,2,2,True,True,39.8201789855957,-85.82023,39.820438385009766,-85.80079,1,1
34_0503,34_0560,1.6581145228764298,very_local,False,2_195,2_195,195,195,2,2,True,True,40.176658630371094,-74.52877,40.17842102050781,-74.54815,1,1
4_0114,4_0115,1.6542712720282955,very_local,False,3_93,3_93,93,93,3,3,True,True,35.41368865966797,-114.27134,35.400901794433594,-114.26201,2,2
27_0703,27_0708,1.6447914122526757,very_local,False,2_94,2_94,94,94,2,2,True,True,46.73870849609375,-96.51476,46.728248596191406,-96.4995,1,1
48_H350,48_H351,1.6445077428104589,very_local,False,4_105,4_105,105,105,4,4,True,True,30.35887908935547,-95.92576,30.3482608795166,-95.91383,6,6
55_0265,55_0266,1.6316501289962315,very_local,False,4_29,4_29,29,29,4,4,True,True,44.826961517333984,-89.23725,44.83517074584961,-89.2544,14,14
37_0210,37_0211,1.624591525376426,very_local,False,3_52,3_52,52,52,3,3,True,True,35.86069107055664,-80.27055,35.8477897644043,-80.27901,2,2
4_B902,4_B903,1.6120196896624617,very_local,False,2_10,2_10,10,10,2,2,True,True,33.448490142822266,-112.54518,33.453731536865234,-112.52898,1,1
4_B960,4_B961,1.6113260875589703,very_local,False,2_10,2_10,10,10,2,2,True,True,33.46255111694336,-112.4963,33.45886993408203,-112.5131,1,1
34_1034,34_1638,1.6076288559751313,very_local,False,4_55,4_55,55,55,4,4,True,True,39.824188232421875,-75.1051,39.80973052978515,-75.10505,12,12
48_D310,48_D350,1.604535291824586,very_local,False,2_20,2_20,20,20,2,2,True,True,32.37173843383789,-100.9831,32.36296081542969,-100.99666,1,1
53_BA01,53_BA59,1.601911950475001,very_local,False,4_290,4_290,290,290,4,4,True,True,47.697288513183594,-117.16764,47.69601058959961,-117.18896,14,14
29_AA64,29_AA65,1.600125493141222,very_local,False,3_54,3_54,54,54,3,3,True,True,38.25674057006836,-92.58736,38.24510955810547,-92.59815,2,2
53_AA01,53_AA02,1.5984595186238784,very_local,False,4_290,4_290,290,290,4,4,True,True,47.697208404541016,-117.16887,47.69606018066406,-117.19016,14,14
4_0118,4_0162,1.5963891532532184,very_local,False,3_93,3_93,93,93,3,3,True,True,35.417701721191406,-114.27423,35.430091857910156,-114.28313,2,2
4_0113,4_0114,1.594581413666163,very_local,False,3_93,3_93,93,93,3,3,True,True,35.42607879638672,-114.2802,35.41368865966797,-114.27134,2,2
10_0101,10_0159,1.5932616077782331,very_local,False,3_113,3_113,113,113,3,3,True,True,38.783329010009766,-75.43868,38.76900100708008,-75.43852,2,2
4_0601,4_0604,1.5918493962974545,very_local,False,2_40,2_40,40,40,2,2,True,True,35.211509704589844,-111.53062,35.2153205871582,-111.54751,1,1
48_0163,48_0164,1.5900881114490273,very_local,False,3_281,3_281,281,281,3,3,True,True,26.70214080810547,-98.11154,26.716249465942383,-98.10893,2,2
20_0206,20_0211,1.5896619370022285,very_local,False,2_70,2_70,70,70,2,2,True,True,38.99176025390625,-96.98312,38.9899787902832,-97.00137,1,1
12_B321,12_B330,1.5870374086555274,very_local,False,3_17,3_17,17,17,3,3,True,True,30.064050674438477,-81.7077,30.078310012817383,-81.70699,2,2
29_0660,29_0661,1.582425680771124,very_local,False,2_35,2_35,35,35,2,2,True,True,40.19466018676758,-94.01446,40.180450439453125,-94.01548,1,1
8_0224,8_0259,1.5824011907445668,very_local,False,2_76,2_76,76,76,2,2,True,True,39.94369125366211,-104.78402,39.95502853393555,-104.7728,1,1
42_0603,42_0659,1.5818845558814532,very_local,False,2_80,2_80,80,80,2,2,True,True,40.986610412597656,-77.81102,40.97982025146485,-77.79446,1,1
40_0507,40_0508,1.5800616534218437,very_local,False,3_62,3_62,62,62,3,3,True,True,34.63444900512695,-98.68716,34.63644027709961,-98.67006,2,2
28_0507,28_0508,1.5768760228600218,very_local,False,2_55,2_55,55,55,2,2,True,True,32.851341247558594,-90.04723,32.86228942871094,-90.0365,1,1
39_0104,39_0105,1.5754516360694353,very_local,False,3_23,3_23,23,23,3,3,True,True,40.40264129638672,-83.0743,40.41680908203125,-83.07447,2,2
10_0206,10_0260,1.5754394418769624,very_local,False,3_113,3_113,113,113,3,3,True,True,38.853668212890625,-75.43934,38.839500427246094,-75.43919,2,2
26_0215,26_0216,1.574999644926974,very_local,False,3_23,3_23,23,23,3,3,True,True,41.77470016479492,-83.69508,41.76054000854492,-83.69462,2,2
1_0101,1_0102,1.5675858283945605,very_local,False,3_280,3_280,280,280,3,3,True,True,32.62839889526367,-85.2814,32.63570022583008,-85.29572,2,2
22_0115,22_0122,1.5656486789053012,very_local,False,3_171,3_171,171,171,3,3,True,True,30.360410690307617,-93.20024,30.346330642700195,-93.20016,2,2
4_A350,4_A390,1.559680043560844,very_local,False,3_93,3_93,93,93,3,3,True,True,35.727699279785156,-114.48936,35.714839935302734,-114.48246,2,2
10_0211,10_0212,1.5588776933025097,very_local,False,3_113,3_113,113,113,3,3,True,True,38.847679138183594,-75.43929,38.861698150634766,-75.43941,2,2
47_1023,47_3108,1.5554284286633155,very_local,False,2_75,2_75,75,75,2,2,True,True,36.187049865722656,-84.09882,36.17552947998047,-84.08899,1,1
4_0605,4_0606,1.5407643113667853,very_local,False,2_40,2_40,40,40,2,2,True,True,35.2132682800293,-111.53813,35.21683120727539,-111.55452,1,1
40_1015,40_B350,1.53212434808562,very_local,False,4_3E,4_3E,3E,3E,4,4,True,True,35.193241119384766,-96.67488,35.2070198059082,-96.67484,6,6
27_0503,27_0504,1.5317207179288093,very_local,False,3_2,3_2,2,2,3,3,True,True,47.53189849853515,-95.21343,47.528099060058594,-95.19382,2,2
34_0501,34_0502,1.5240985657315296,very_local,False,2_195,2_195,195,195,2,2,True,True,40.18212890625,-74.55898,40.17720031738281,-74.54224,1,1
26_0901,26_0902,1.5184384415136896,very_local,False,2_196,2_196,196,196,2,2,True,True,42.866451263427734,-85.80037,42.86241912841797,-85.81817,1,1
10_0206,10_0259,1.518163990793576,very_local,False,3_113,3_113,113,113,3,3,True,True,38.853668212890625,-75.43934,38.8673210144043,-75.43947,2,2
10_0204,10_0207,1.5109532174634344,very_local,False,3_113,3_113,113,113,3,3,True,True,38.86539840698242,-75.43945,38.851810455322266,-75.43932,2,2
4_BA03,4_BA61,1.5047670183210435,very_local,False,2_10,2_10,10,10,2,2,True,True,33.64839172363281,-113.90243,33.646461486816406,-113.88634,1,1
1_0606,1_0607,1.5043945721177212,very_local,False,2_59,2_59,59,59,2,2,True,True,34.16181182861328,-85.97723,34.172691345214844,-85.96751,1,1
1_B330,1_B340,1.5041353388998695,very_local,False,3_43,3_43,43,43,3,3,True,True,31.34453010559082,-88.03174,31.35803985595703,-88.03254,2,2
19_0216,19_0217,1.5040324156006473,very_local,False,3_65,3_65,65,65,3,3,True,True,41.62144088745117,-93.49304,41.608028411865234,-93.49538,12,12
34_0901,34_0902,1.5013697472655565,very_local,False,2_195,2_195,195,195,2,2,True,True,40.17842102050781,-74.549,40.17628860473633,-74.53155,1,1
34_0903,34_0960,1.5008922325049496,very_local,False,2_195,2_195,195,195,2,2,True,True,40.17721176147461,-74.54459,40.17647933959961,-74.52695,1,1
35_0101,35_0108,1.4954316939049672,very_local,False,2_25,2_25,25,25,2,2,True,True,32.67795944213867,-107.07014,32.67692184448242,-107.08607,1,1
30_0506,30_0560,1.491136722085204,very_local,False,2_90,2_90,90,90,2,2,True,True,45.81140899658203,-110.00746,45.80371856689453,-110.02322,1,1
8_0506,8_0509,1.4910103306993112,very_local,False,2_70,2_70,70,70,2,2,True,True,39.28533172607422,-103.20108,39.2847900390625,-103.21839,1,1
30_0118,30_0119,1.484555350670683,very_local,False,2_15,2_15,15,15,2,2,True,True,47.392051696777344,-111.56047,47.402339935302734,-111.5479,1,1
4_0222,4_0223,1.4837934428412491,very_local,False,2_10,2_10,10,10,2,2,True,True,33.45206832885742,-112.73523,33.44858932495117,-112.71979,1,1
27_1028,27_C340,1.4828854012794157,very_local,False,3_10,3_10,10,10,3,3,True,True,46.67768859863281,-95.67014,46.6657600402832,-95.66145,2,2
28_0903,28_0959,1.4757268434540374,very_local,False,2_55,2_55,55,55,2,2,True,True,34.534568786621094,-89.93138,34.52186965942383,-89.9267,1,1
6_0604,6_0607,1.464418732506986,very_local,False,2_5,2_5,5,5,2,2,True,True,41.368038177490234,-122.36985,41.35765838623047,-122.35905,1,1
49_C410,49_C450,1.4554312127416749,very_local,False,2_15,2_15,15,15,2,2,True,True,41.86220932006836,-112.16951,41.87528991699219,-112.17014,1,1
39_0261,39_0262,1.4498857070121285,very_local,False,3_23,3_23,23,23,3,3,True,True,40.40724182128906,-83.07403,40.42028045654297,-83.07418,2,2
35_0502,35_0503,1.445298347069199,very_local,False,2_10,2_10,10,10,2,2,True,True,32.20283889770508,-108.25114,32.20000076293945,-108.26613,1,1
29_0506,29_0509,1.4395543828817674,very_local,False,3_65,3_65,65,65,3,3,True,True,36.50992965698242,-93.2252,36.520511627197266,-93.23448,2,2
32_AA03,32_AA59,1.4331772855638163,very_local,False,2_580,2_580,580,580,2,2,True,True,39.25770950317383,-119.81571,39.27043151855469,-119.81838,1,1
32_0104,32_0112,1.4331726564864578,very_local,False,2_80,2_80,80,80,2,2,True,True,40.69070053100586,-116.99982,40.68143844604492,-116.988,1,1
1_0505,1_0564,1.4270632093320856,very_local,False,3_84,3_84,84,84,3,3,True,True,31.241979598999023,-85.61624,31.241859436035156,-85.60123,2,2
26_1001,26_C351,1.423826264869431,very_local,False,4_61,4_61,61,61,4,4,True,True,44.03097152709961,-84.91578,44.03099822998047,-84.89797,6,6
24_0508,24_0509,1.4227970333186002,very_local,False,3_15,3_15,15,15,3,3,True,True,39.30303955078125,-77.51917,39.315128326416016,-77.51375,2,2
40_AA02,40_AA62,1.4174897954086656,very_local,False,3_66,3_66,66,66,3,3,True,True,35.508018493652344,-97.79927,35.507999420166016,-97.81493,12,12
5_0220,5_0221,1.4166251535604426,very_local,False,2_30,2_30,30,30,2,2,True,True,34.51081085205078,-92.69624,34.5004997253418,-92.70532,1,1
39_0264,39_0265,1.41548103045534,very_local,False,3_23,3_23,23,23,3,3,True,True,40.425018310546875,-83.07415,40.41228866577149,-83.07409,2,2
39_0260,39_0261,1.411321875165352,very_local,False,3_23,3_23,23,23,3,3,True,True,40.39455032348633,-83.07384,40.40724182128906,-83.07403,2,2
12_0509,12_0561,1.4073453138461538,very_local,False,3_1,3_1,1,1,3,3,True,True,27.020570755004883,-80.10742,27.032699584960938,-80.11148,2,2
12_0109,12_0110,1.4041192246257823,very_local,False,3_27,3_27,27,27,3,3,True,True,26.502819061279297,-80.6681,26.492429733276367,-80.66008,2,2
5_A602,5_A607,1.3994389075847051,very_local,False,3_65,3_65,65,65,3,3,True,True,34.41843032836914,-92.19021,34.43062973022461,-92.19396,2,2
39_0102,39_0103,1.398986724964905,very_local,False,3_23,3_23,23,23,3,3,True,True,40.41196060180664,-83.07436,40.42454147338867,-83.07451,2,2
40_0121,40_0122,1.3984550956644288,very_local,False,3_62,3_62,62,62,3,3,True,True,34.63655090332031,-98.6673,34.634761810302734,-98.68243,2,2
23_0501,23_0507,1.3940835230743105,very_local,False,2_95,2_95,95,95,2,2,True,True,45.05393981933594,-68.68727,45.06637954711914,-68.68948,1,1
39_0259,39_0260,1.392344257649616,very_local,False,3_23,3_23,23,23,3,3,True,True,40.38203048706055,-83.07412,40.39455032348633,-83.07384,2,2
49_B330,49_B331,1.3843273775556515,very_local,False,3_89,3_89,89,89,3,3,True,True,38.56951904296875,-112.2526,38.58121109008789,-112.25807,6,6
29_0759,29_0760,1.377187103558082,very_local,False,3_67,3_67,67,67,3,3,True,True,38.025299072265625,-90.48649,38.03676986694336,-90.49242,14,14
18_0901,18_5518,1.3766366281086535,very_local,False,2_65,2_65,65,65,2,2,True,True,40.48884963989258,-86.85912,40.47700119018555,-86.8544,1,1
49_C330,49_C331,1.3731669066755527,very_local,False,4_28,4_28,28,28,4,4,True,True,39.190059661865234,-111.84251,39.20198059082031,-111.84667,2,2
48_Q330,48_Q340,1.3713524184089712,very_local,False,3_84,3_84,84,84,3,3,True,True,31.568559646606445,-98.67013,31.579509735107425,-98.67679,2,2
8_A446,8_A451,1.3665571176961109,very_local,False,3_287,3_287,287,287,3,3,True,True,37.04869842529297,-102.54583,37.055660247802734,-102.55852,2,2
39_0105,39_0106,1.363383571899366,very_local,False,3_23,3_23,23,23,3,3,True,True,40.41680908203125,-83.07447,40.40454864501953,-83.07429,2,2
10_0209,10_0210,1.3607999091638447,very_local,False,3_113,3_113,113,113,3,3,True,True,38.845741271972656,-75.43925,38.85797882080078,-75.43938,2,2
17_0605,17_0606,1.3607918039877425,very_local,False,2_57,2_57,57,57,2,2,True,True,39.93238067626953,-88.30287,39.944618225097656,-88.30299,1,1
48_J320,48_J350,1.359244780201534,very_local,False,3_181,3_181,181,181,3,3,True,True,29.2319393157959,-98.24825,29.239870071411133,-98.25891,2,2
49_A352,49_A390,1.3567978235749414,very_local,False,3_89,3_89,89,89,3,3,True,True,38.043800354003906,-112.35422,38.03179931640625,-112.35702,6,6
22_0116,22_0122,1.352124490761521,very_local,False,3_171,3_171,171,171,3,3,True,True,30.358489990234375,-93.2003,30.346330642700195,-93.20016,2,2
12_0505,12_0506,1.3489849724664598,very_local,False,3_1,3_1,1,1,3,3,True,True,27.006650924682617,-80.10162,27.018020629882812,-80.10637,2,2
32_0211,32_0259,1.3441206607864475,very_local,False,2_80,2_80,80,80,2,2,True,True,40.71202087402344,-117.02719,40.72072982788086,-117.03825,1,1
55_0122,55_0123,1.3437583250592735,very_local,False,4_29,4_29,29,29,4,4,True,True,44.87826156616211,-89.30523,44.86978912353515,-89.29307,14,14
32_AA01,32_AA02,1.341791174736611,very_local,False,2_580,2_580,580,580,2,2,True,True,39.25310897827149,-119.81474,39.265018463134766,-119.81725,1,1
46_A423,46_A430,1.3389238518740114,very_local,False,4_50,4_50,50,50,4,4,True,True,42.85847854614258,-97.10492,42.86484909057617,-97.11886,2,2
19_0214,19_0220,1.3385933042314522,very_local,False,3_65,3_65,65,65,3,3,True,True,41.62683868408203,-93.49755,41.61513137817383,-93.4938,12,12
40_0505,40_0506,1.3341253958217878,very_local,False,3_62,3_62,62,62,3,3,True,True,34.63352966308594,-98.6953,34.63520050048828,-98.68086,2,2
49_C441,49_C444,1.3331829990320223,very_local,False,2_15,2_15,15,15,2,2,True,True,41.86106872558594,-112.16961,41.8730583190918,-112.16963,1,1
34_0504,34_0506,1.3303230921260585,very_local,False,2_195,2_195,195,195,2,2,True,True,40.18009948730469,-74.55302,40.17695999145508,-74.53791,1,1
49_C431,49_C440,1.329976513412735,very_local,False,2_15,2_15,15,15,2,2,True,True,41.871978759765625,-112.17,41.86001968383789,-112.16973,1,1
49_A350,49_A351,1.3274805868807065,very_local,False,3_89,3_89,89,89,3,3,True,True,38.029640197753906,-112.35752,38.0413818359375,-112.35478,6,6
26_0122,26_0123,1.326404153121436,very_local,False,3_27,3_27,27,27,3,3,True,True,42.967681884765625,-84.519,42.979610443115234,-84.51906,2,2
4_1017,4_C310,1.3247100213745022,very_local,False,2_19,2_19,19,19,2,2,True,True,31.765270233154297,-111.03591,31.77613067626953,-111.03015,1,1
1_0507,1_0508,1.3167571110006515,very_local,False,3_84,3_84,84,84,3,3,True,True,31.24197006225586,-85.6227,31.241880416870117,-85.60885,2,2
53_0212,53_0259,1.3162238650241371,very_local,False,4_395,4_395,395,395,4,4,True,True,47.06679153442383,-118.40988,47.05615997314453,-118.41752,12,12
53_0203,53_0204,1.31454874743264,very_local,False,4_395,4_395,395,395,4,4,True,True,47.05760955810547,-118.41567,47.06867980957031,-118.40958,12,12
40_0114,40_0115,1.3112057920425506,very_local,False,3_62,3_62,62,62,3,3,True,True,34.631961822509766,-98.70585,34.633670806884766,-98.69167,2,2
10_0201,10_0202,1.3111660522358015,very_local,False,3_113,3_113,113,113,3,3,True,True,38.843849182128906,-75.43926,38.85564041137695,-75.43938,2,2
29_AA61,29_AA63,1.3090000787368792,very_local,False,3_54,3_54,54,54,3,3,True,True,38.277740478515625,-92.5815,38.2659797668457,-92.58216,2,2
10_0207,10_0208,1.308603025697424,very_local,False,3_113,3_113,113,113,3,3,True,True,38.851810455322266,-75.43932,38.86357879638672,-75.43941,2,2
29_A340,29_A350,1.3072293071804262,very_local,False,3_54,3_54,54,54,3,3,True,True,38.24515914916992,-92.598,38.24290084838867,-92.61269,2,2
40_B310,40_B350,1.3064845388668456,very_local,False,4_3E,4_3E,3E,3E,4,4,True,True,35.19527053833008,-96.67493,35.2070198059082,-96.67484,6,6
6_A353,6_A361,1.2972507563904283,very_local,False,4_32,4_32,32,32,4,4,True,True,39.79587936401367,-121.71998,39.806419372558594,-121.71347,2,2
17_0601,17_0602,1.289149257799732,very_local,False,2_57,2_57,57,57,2,2,True,True,39.94089126586914,-88.303,39.929298400878906,-88.30283,1,1
37_A961,37_A964,1.2881648787056947,very_local,False,3_1,3_1,1,1,3,3,True,True,35.549041748046875,-79.16338,35.54024887084961,-79.17265,2,2
37_A962,37_A965,1.280933747242579,very_local,False,3_1,3_1,1,1,3,3,True,True,35.54595947265625,-79.1664,35.53733825683594,-79.17579,2,2
12_0903,12_0959,1.2801554963619677,very_local,False,2_10,2_10,10,10,2,2,True,True,30.259279251098633,-82.4743,30.257299423217773,-82.46117,1,1
46_A410,46_A411,1.2778958563079768,very_local,False,4_50,4_50,50,50,4,4,True,True,42.86581039428711,-97.1211,42.859771728515625,-97.10776,2,2
8_0501,8_0508,1.2773298134032776,very_local,False,2_70,2_70,70,70,2,2,True,True,39.285400390625,-103.19861,39.284950256347656,-103.21344,1,1
53_0201,53_0202,1.2698395467416572,very_local,False,4_395,4_395,395,395,4,4,True,True,47.07046890258789,-118.40955,47.05942916870117,-118.41384,12,12
36_A331,36_A340,1.2693057573687352,very_local,False,3_4,3_4,4,4,3,3,True,True,43.44853973388672,-73.45021,43.43867874145508,-73.45813,2,2
39_0112,39_0901,1.2675845143097382,very_local,False,3_23,3_23,23,23,3,3,True,True,40.39825820922851,-83.07426,40.38685989379883,-83.07403,2,2
29_0704,29_0705,1.2632759612467497,very_local,False,3_67,3_67,67,67,3,3,True,True,38.0584602355957,-90.48756,38.06977844238281,-90.48631,14,14
31_0113,31_0902,1.2632034267898469,very_local,False,3_81,3_81,81,81,3,3,True,True,40.04024124145508,-97.6144,40.02888107299805,-97.61446,2,2
34_0509,34_0559,1.2615239986396651,very_local,False,2_195,2_195,195,195,2,2,True,True,40.17686080932617,-74.53579,40.17919921875,-74.55032,1,1
48_G310,48_G350,1.2605110616034907,very_local,False,3_322,3_322,322,322,3,3,True,True,32.19313049316406,-94.80273,32.20446014404297,-94.80318,6,6
17_0659,17_0660,1.2599392938749625,very_local,False,2_57,2_57,57,57,2,2,True,True,39.95029067993164,-88.30305,39.938961029052734,-88.30283,1,1
29_0601,29_0603,1.2496186644571226,very_local,False,2_35,2_35,35,35,2,2,True,True,40.172481536865234,-94.02037,40.1627082824707,-94.02763,1,1
55_0222,55_0266,1.2489300723956098,very_local,False,4_29,4_29,29,29,4,4,True,True,44.84560012817383,-89.26028,44.83517074584961,-89.2544,14,14
24_0505,24_0506,1.2465333199298314,very_local,False,3_15,3_15,15,15,3,3,True,True,39.29524993896485,-77.52511,39.304901123046875,-77.51774,2,2
40_0113,40_0120,1.2449562851239582,very_local,False,3_62,3_62,62,62,3,3,True,True,34.63446044921875,-98.68509,34.635990142822266,-98.67161,2,2
32_A330,32_A350,1.2449082324060383,very_local,False,4_650,4_650,650,650,4,4,True,True,39.55649948120117,-119.75483,39.55693817138672,-119.76934,14,14
35_0503,35_0505,1.2329542718314903,very_local,False,2_10,2_10,10,10,2,2,True,True,32.20000076293945,-108.26613,32.19758987426758,-108.27892,1,1
55_B907,55_B908,1.2261645603684272,very_local,False,2_43,2_43,43,43,2,2,True,True,42.92694854736328,-88.18584,42.930538177490234,-88.1716,1,1
6_A311,6_A320,1.2179081757436494,very_local,False,4_32,4_32,32,32,4,4,True,True,39.78710174560547,-121.72425,39.77775955200195,-121.73169,2,2
53_AA03,53_BA01,1.2173515638488892,very_local,False,4_290,4_290,290,290,4,4,True,True,47.696380615234375,-117.18385,47.697288513183594,-117.16764,14,14
19_0101,19_0107,1.2129899826813302,very_local,False,3_61,3_61,61,61,3,3,True,True,40.670989990234375,-91.26757,40.660858154296875,-91.2729,2,2
29_1005,29_A351,1.210782009815165,very_local,False,3_54,3_54,54,54,3,3,True,True,38.24457931518555,-92.60181,38.24209976196289,-92.61531,2,2
8_B310,8_B350,1.2095381923850612,very_local,False,3_50,3_50,50,50,3,3,True,True,38.08823013305664,-103.186,38.08832931518555,-103.19982,2,2
24_0560,24_0561,1.2093882653298085,very_local,False,3_15,3_15,15,15,3,3,True,True,39.34170913696289,-77.50757,39.33100891113281,-77.51009,2,2
6_A321,6_A330,1.2002473521347126,very_local,False,4_32,4_32,32,32,4,4,True,True,39.775901794433594,-121.73223,39.78559112548828,-121.72604,2,2
42_0607,42_0662,1.199096144739257,very_local,False,2_80,2_80,80,80,2,2,True,True,40.988059997558594,-77.81493,40.99129104614258,-77.82856,1,1
4_0214,4_0216,1.1989760804070857,very_local,False,2_10,2_10,10,10,2,2,True,True,33.45256042480469,-112.73744,33.44976043701172,-112.72496,1,1
41_AA59,41_AA60,1.1977816376424422,very_local,False,3_97,3_97,97,97,3,3,True,True,45.294429779052734,-120.75401,45.28459930419922,-120.74775,2,2
26_C310,26_C351,1.1959934193521184,very_local,False,4_61,4_61,61,61,4,4,True,True,44.03105163574219,-84.91293,44.03099822998047,-84.89797,6,6
29_0604,29_0605,1.1943027341695804,very_local,False,2_35,2_35,35,35,2,2,True,True,40.165870666503906,-94.02525,40.17522811889648,-94.01835,1,1
12_A321,12_A330,1.1919731728923832,very_local,False,4_200,4_200,200,200,4,4,True,True,30.626850128173828,-81.62396,30.62343978881836,-81.63577,6,6
49_B331,49_B350,1.1909472079232806,very_local,False,3_89,3_89,89,89,3,3,True,True,38.58121109008789,-112.25807,38.57099151611328,-112.25397,6,6
12_0562,12_0564,1.189264371568259,very_local,False,3_1,3_1,1,1,3,3,True,True,27.00901985168457,-80.10255,26.999000549316406,-80.09835,2,2
