source,target,distance_km,distance_bin,bbox_diagonal_km,src_snap_m,dst_snap_m,same_osm_edge,path_exists,osm_path_km,detour_ratio,topology_status,route_change_count_ref,route_change_count_name,unique_ref_count,unique_name_count,dominant_ref,dominant_name,src_ref,dst_ref,src_name,dst_name,endpoint_ref_overlap,endpoint_name_overlap,path_step_count,audit_verdict
12_0564,12_0566,2.0093080318936427,1-5 km,25.712391055988284,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
55_0119,55_0805,2.0172917597710627,1-5 km,23.62478642798494,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
19_0105,19_0109,2.033024154085353,1-5 km,24.35050031604177,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
22_0113,22_0123,2.0450052147558115,1-5 km,25.09228421432595,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
24_0501,24_0562,2.103240785481611,1-5 km,24.386739879740205,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_0213,26_0215,2.159146971958864,1-5 km,23.99531245838361,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
31_A330,31_A353,2.192404434410566,1-5 km,23.86184370919609,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
12_0103,12_0110,2.2680020584737433,1-5 km,26.127967490074216,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
19_0110,19_0159,2.313154444817871,1-5 km,24.601045173043264,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
47_9025,47_A330,2.865070424827179,1-5 km,25.466815093495374,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
27_2023,27_3007,3.140965080494185,1-5 km,24.769466833541287,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
27_0501,27_0506,3.5761167247376835,1-5 km,24.214546167864107,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_AA61,29_AA65,3.908770716495378,1-5 km,26.3946138163249,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_AA03,29_AA65,4.505069693241839,1-5 km,26.920857941138074,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_0802,48_3835,5.251924538569319,5-10 km,28.7036786320447,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_A603,29_A605,5.459378467973668,5-10 km,27.872821310088998,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
19_0602,19_0604,5.759962828571529,5-10 km,27.04529620274815,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_A604,29_A607,5.933745414784956,5-10 km,28.262782740297933,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_0708,29_0759,6.420992637797568,5-10 km,28.042148086799877,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
55_3010,55_5040,9.508667356670584,5-10 km,30.873215723319113,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
37_1817,37_3807,10.757641211346035,10-25 km,33.61206594186403,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
23_3014,23_7023,11.892085560212651,10-25 km,33.535552823028006,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
4_0261,4_1003,11.9407508371835,10-25 km,33.656640828184514,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
4_0224,4_1003,13.134900603273568,10-25 km,34.75749490470617,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
55_6351,55_6352,13.342179465398091,10-25 km,32.99680679929993,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_5283,48_A420,15.184564907529284,10-25 km,35.80900137066971,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
32_B310,32_C350,19.249580949197505,10-25 km,41.21382611684772,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
27_4034,27_5076,21.0064981543717,10-25 km,39.647958913054126,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
34_1638,34_4042,21.10795992678901,10-25 km,43.47170516366913,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
53_A330,53_AA03,21.797311463927077,10-25 km,42.97796088010568,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
17_4082,17_A310,21.89177344998844,10-25 km,40.36566711899552,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
4_1022,4_1062,23.101671420845346,10-25 km,42.94744170767412,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
42_0660,42_1614,25.02725897344397,25-50 km,47.27100553069929,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
18_2009,18_A902,27.26301520758176,25-50 km,49.652158301440885,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
28_0903,28_3089,28.483981106720165,25-50 km,51.493293062496534,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_A350,26_B330,28.68358498620658,25-50 km,49.08348069987387,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_A321,26_B320,28.72630037040282,25-50 km,49.152688370133106,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_A330,26_B340,28.812072465515133,25-50 km,49.15280018164305,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
12_4138,12_C321,30.151234388863458,25-50 km,53.467948707206446,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
4_6054,4_C330,30.309356081355247,25-50 km,51.48247978260363,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
27_1004,27_4055,31.1781264677017,25-50 km,51.81730438708478,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
28_3085,28_3089,31.21385672647008,25-50 km,54.23735258232462,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_1069,48_5035,31.243910526702862,25-50 km,54.30149694784916,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
6_0664,6_2002,31.512825614759052,25-50 km,53.54329196538884,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
9_0960,9_4020,32.031020705133095,25-50 km,52.941592765467384,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
8_0259,8_9019,34.18570705106768,25-50 km,56.50370924662735,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_0801,48_1178,34.68722657247719,25-50 km,58.040869673755736,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_1168,48_3579,36.41648098626249,25-50 km,56.451697713791056,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
47_A310,47_B330,37.91677779090868,25-50 km,58.95334404155789,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
47_A350,47_B310,38.016817249119086,25-50 km,59.1495538803637,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
18_2009,18_3030,43.69416850752267,25-50 km,64.86422057250478,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
53_0801,53_A810,44.77879350102725,25-50 km,63.70805234401948,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
47_9024,47_B330,47.28339383365413,25-50 km,67.74213181984277,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
28_0508,28_1016,48.65223239517216,25-50 km,70.52422414825821,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
29_0961,29_5473,50.48873113060207,>50 km,69.40599802724788,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
17_0607,17_5849,51.17264681314936,>50 km,72.53360784595273,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_A505,48_F310,51.476512808610494,>50 km,69.02876447040327,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_0223,26_5363,52.072588071668456,>50 km,74.10689894846038,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
37_3816,37_A962,52.09017762435762,>50 km,74.88084475138632,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
20_0103,20_1009,53.928081104203414,>50 km,76.60101169205365,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
51_5009,51_A320,55.133701711123486,>50 km,76.2706303927046,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
51_1464,51_5008,58.067865012515455,>50 km,80.81849237807026,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
6_3042,6_B430,63.08418664524925,>50 km,83.39285370037646,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
32_AA02,6_9107,63.159080937332504,>50 km,80.1045131758565,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
13_4096,1_4155,64.21636849628614,>50 km,84.58890275354094,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_3835,48_H320,65.14117170615535,>50 km,88.43245380479195,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
51_1464,51_A321,69.37444352215856,>50 km,90.8490008739276,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
26_0903,26_A310,69.40752156279883,>50 km,90.91788057050233,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
32_7084,4_A350,69.49786040592139,>50 km,88.80069328864795,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
17_5453,17_A310,69.82919973441777,>50 km,91.23457755487878,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
12_3804,12_4137,73.44964151081494,>50 km,93.5413614737728,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
12_0959,12_3997,75.0929785430819,>50 km,95.46989166575806,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
47_3108,47_3110,76.21018036012543,>50 km,99.05552401170281,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
1_0604,1_5008,77.84380677736522,>50 km,100.89605763835999,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
48_3609,48_E330,78.17062160862825,>50 km,99.61645430587649,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
27_0508,27_4050,78.77087544503622,>50 km,96.37554869618894,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
37_3011,37_3044,79.95267890187145,>50 km,99.26053017361836,,,,0,,,fetch_or_match_failed,,,,,,,,,,,,,,needs_manual_map_check
