broad_treatment_group,count,breakdown,treatment_label,event_year,state_name,functional_class
crack_sealing,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Hot-Mix Recycled Asphalt Concrete Overlay, Saw and Seal",,,
crack_sealing,30,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,4,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Portland Cement Concrete Overlay, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,6,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Aggregate Seal Coat, Saw and Seal",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Asphalt Concrete Overlay, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Asphalt Concrete Overlay, Saw and Seal",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Asphalt Concrete Overlay, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, Saw and Seal",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Asphalt Subsealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,726,broad_treatment_group + treatment_label,Crack Sealing,,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Replacement, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Asphalt Concrete Overlay",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Asphalt Concrete Overlay, Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Asphalt Concrete Overlay, Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint, Saw and Seal, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Asphalt Concrete Overlay, Transverse Joint Sealing, Longitudinal Subdrains, Full Depth Patching of PCC Pavement Other Than at Joint, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Pressure Grout Subsealing, Transverse Joint Sealing, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Transverse Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Pressure Grout Subsealing, Transverse Joint Sealing, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate)",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, AC Shoulder Restoration, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, Aggregate Seal Coat",,,
crack_sealing,6,broad_treatment_group + treatment_label,"Crack Sealing, Asphalt Concrete Overlay",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Asphalt Concrete Overlay, Aggregate Seal Coat",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Asphalt Concrete Overlay, Fog Seal Coat",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Asphalt Concrete Overlay, Machine Premix Patch (placing premix with paver roller)",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Fog Seal Coat",,,
crack_sealing,13,broad_treatment_group + treatment_label,"Crack Sealing, Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",,,
crack_sealing,5,broad_treatment_group + treatment_label,"Crack Sealing, Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing), Patch Pot Holes - Hand Spread, Compacted with Truck",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Pressure Grout Subsealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Pressure Grout Subsealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Joint Load Transfer Restoration in PCC Pavements, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Longitudinal Subdrains, Full Depth Patching of PCC Pavement Other Than at Joint, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Grinding Surface, Transverse Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,9,broad_treatment_group + treatment_label,"Crack Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, Machine Premix Patch (placing premix with paver roller)",,,
crack_sealing,4,broad_treatment_group + treatment_label,"Crack Sealing, Manual Premix Spot Patch (hand spreading and compacting with roller)",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Mechanical Premix Patch (using motor grader and roller)",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Other",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, PCC Slab Replacement",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,6,broad_treatment_group + treatment_label,"Crack Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,36,broad_treatment_group + treatment_label,"Crack Sealing, Patch Pot Holes - Hand Spread, Compacted with Truck",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Patch Pot Holes - Hand Spread, Compacted with Truck, Aggregate Seal Coat",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Patch Pot Holes - Hand Spread, Compacted with Truck, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Pressure Grout Subsealing, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, Pressure Grout Subsealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Saw and Seal",,,
crack_sealing,8,broad_treatment_group + treatment_label,"Crack Sealing, Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate)",,,
crack_sealing,5,broad_treatment_group + treatment_label,"Crack Sealing, Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate), Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate)",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Crack Sealing, Slurry Seal Coat",,,
crack_sealing,8,broad_treatment_group + treatment_label,"Crack Sealing, Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate)",,,
crack_sealing,6,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Joint Load Transfer Restoration in PCC Pavements, Partial depth patching of PCC pavements at joints",,,
crack_sealing,45,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Patch Pot Holes - Hand Spread, Compacted with Truck",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Crack Sealing, Transverse Joint Sealing, Patch Pot Holes - Hand Spread, Compacted with Truck, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Joint Load Transfer Restoration in PCC Pavements, Partial depth patching of PCC pavements at joints",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Joint Load Transfer Restoration in PCC Pavements",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Grinding Surface, Transverse Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Grooving Surface, Asphalt Concrete Overlay, Transverse Joint Sealing, Saw and Seal, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,73,broad_treatment_group + treatment_label,Lane-Shoulder Longitudinal Joint Sealing,,,
crack_sealing,1,broad_treatment_group + treatment_label,"Lane-Shoulder Longitudinal Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Lane-Shoulder Longitudinal Joint Sealing, Mill Off AC and Overlay with AC",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Lane-Shoulder Longitudinal Joint Sealing, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,13,broad_treatment_group + treatment_label,"Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Manual Premix Spot Patch (hand spreading and compacting with roller), Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,4,broad_treatment_group + treatment_label,"Pressure Grout Subsealing, Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,4,broad_treatment_group + treatment_label,"Sand Seal Coat, Saw and Seal",,,
crack_sealing,1,broad_treatment_group + treatment_label,Saw and Seal,,,
crack_sealing,24,broad_treatment_group + treatment_label,Transverse Joint Sealing,,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,3,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,194,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,12,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, PCC Slab Replacement",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,6,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,2,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Manual Premix Spot Patch (hand spreading and compacting with roller), Lane-Shoulder Longitudinal Joint Sealing",,,
crack_sealing,4,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Partial depth patching of PCC pavements at joints",,,
crack_sealing,1,broad_treatment_group + treatment_label,"Transverse Joint Sealing, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
grinding,7,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Grinding Surface",,,
grinding,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Grinding Surface, Grooving Surface",,,
grinding,109,broad_treatment_group + treatment_label,Grinding Surface,,,
grinding,2,broad_treatment_group + treatment_label,"Grinding Surface, Joint Load Transfer Restoration in PCC Pavements",,,
grinding,1,broad_treatment_group + treatment_label,"Grinding Surface, PCC Shoulder Restoration",,,
grinding,1,broad_treatment_group + treatment_label,"Grinding Surface, Slab Jacking Depressions",,,
grinding,3,broad_treatment_group + treatment_label,Grooving Surface,,,
other_maintenance,1,broad_treatment_group + treatment_label,"Heater Scarification, Surface Recycled Asphalt Concrete",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Replacement, Full Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Replacement, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Replacement, Manual Premix Spot Patch (hand spreading and compacting with roller)",,,
patching,3,broad_treatment_group + treatment_label,"AC Shoulder Replacement, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Full Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Full Depth Patching of PCC Pavement Other Than at Joint, Other, PCC Slab Replacement",,,
patching,4,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Full Depth Transverse Joint Repair Patch",,,
patching,2,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Grinding Surface, Joint Load Transfer Restoration in PCC Pavements, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Grinding Surface, Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Grooving Surface, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Longitudinal Subdrains, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,5,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
patching,5,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"AC Shoulder Restoration, Patch Pot Holes - Hand Spread, Compacted with Truck, Longitudinal Subdrains",,,
patching,105,broad_treatment_group + treatment_label,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing)",,,
patching,12,broad_treatment_group + treatment_label,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing), Patch Pot Holes - Hand Spread, Compacted with Truck",,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing), Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate)",,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Patch of AC Pavement (removing damaged material, repairing supporting material, and repairing), Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate)",,,
patching,58,broad_treatment_group + treatment_label,Full Depth Patching of PCC Pavement Other Than at Joint,,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
patching,4,broad_treatment_group + treatment_label,"Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,3,broad_treatment_group + treatment_label,"Full Depth Patching of PCC Pavement Other Than at Joint, Partial depth patching of PCC pavements at joints",,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Patching of PCC Pavement Other Than at Joint, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
patching,45,broad_treatment_group + treatment_label,Full Depth Transverse Joint Repair Patch,,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Fracture Treatment of PCC Pavement as Base for New AC Surface, Other, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
patching,11,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint",,,
patching,4,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Joint Load Transfer Restoration in PCC Pavements",,,
patching,3,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,2,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,1,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Full Depth Patching of PCC Pavement Other Than at Joint, Partial Depth Patching of PCC Pavement Other Than at Joint, PCC Slab Replacement",,,
patching,5,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements",,,
patching,3,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,2,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Other",,,
patching,4,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, PCC Slab Replacement",,,
patching,2,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Partial Depth Patching of PCC Pavement Other Than at Joint",,,
patching,16,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints",,,
patching,2,broad_treatment_group + treatment_label,"Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",,,
patching,2,broad_treatment_group + treatment_label,"Grinding Surface, Full Depth Patching of PCC Pavement Other Than at Joint",,,
