broad_treatment_group,count,breakdown,treatment_label,event_year,state_name,functional_class
crack_sealing,95,broad_treatment_group + state_name,,,Utah,
crack_sealing,6,broad_treatment_group + state_name,,,Vermont,
crack_sealing,1,broad_treatment_group + state_name,,,Virginia,
crack_sealing,20,broad_treatment_group + state_name,,,Washington,
crack_sealing,3,broad_treatment_group + state_name,,,West Virginia,
crack_sealing,38,broad_treatment_group + state_name,,,Wisconsin,
crack_sealing,14,broad_treatment_group + state_name,,,Wyoming,
grinding,4,broad_treatment_group + state_name,,,Arizona,
grinding,12,broad_treatment_group + state_name,,,California,
grinding,1,broad_treatment_group + state_name,,,Colorado,
grinding,6,broad_treatment_group + state_name,,,Connecticut,
grinding,8,broad_treatment_group + state_name,,,Delaware,
grinding,1,broad_treatment_group + state_name,,,Georgia,
grinding,1,broad_treatment_group + state_name,,,Idaho,
grinding,1,broad_treatment_group + state_name,,,Kansas,
grinding,2,broad_treatment_group + state_name,,,Maryland,
grinding,5,broad_treatment_group + state_name,,,Minnesota,
grinding,2,broad_treatment_group + state_name,,,Missouri,
grinding,15,broad_treatment_group + state_name,,,Nebraska,
grinding,7,broad_treatment_group + state_name,,,New Mexico,
grinding,1,broad_treatment_group + state_name,,,North Carolina,
grinding,20,broad_treatment_group + state_name,,,North Dakota,
grinding,4,broad_treatment_group + state_name,,,Ohio,
grinding,1,broad_treatment_group + state_name,,,Oklahoma,
grinding,1,broad_treatment_group + state_name,,,Oregon,
grinding,3,broad_treatment_group + state_name,,,Pennsylvania,
grinding,4,broad_treatment_group + state_name,,,South Dakota,
grinding,1,broad_treatment_group + state_name,,,Tennessee,
grinding,5,broad_treatment_group + state_name,,,Texas,
grinding,5,broad_treatment_group + state_name,,,Utah,
grinding,1,broad_treatment_group + state_name,,,Virginia,
grinding,1,broad_treatment_group + state_name,,,Washington,
grinding,1,broad_treatment_group + state_name,,,West Virginia,
grinding,11,broad_treatment_group + state_name,,,Wisconsin,
other_maintenance,1,broad_treatment_group + state_name,,,State 82,
patching,24,broad_treatment_group + state_name,,,Alabama,
patching,3,broad_treatment_group + state_name,,,Alaska,
patching,79,broad_treatment_group + state_name,,,Arizona,
patching,32,broad_treatment_group + state_name,,,Arkansas,
patching,102,broad_treatment_group + state_name,,,California,
patching,68,broad_treatment_group + state_name,,,Colorado,
patching,9,broad_treatment_group + state_name,,,Connecticut,
patching,21,broad_treatment_group + state_name,,,Delaware,
patching,22,broad_treatment_group + state_name,,,Florida,
patching,5,broad_treatment_group + state_name,,,Georgia,
patching,3,broad_treatment_group + state_name,,,Idaho,
patching,79,broad_treatment_group + state_name,,,Illinois,
patching,57,broad_treatment_group + state_name,,,Indiana,
patching,94,broad_treatment_group + state_name,,,Iowa,
patching,42,broad_treatment_group + state_name,,,Kansas,
patching,9,broad_treatment_group + state_name,,,Kentucky,
patching,1,broad_treatment_group + state_name,,,Louisiana,
patching,2,broad_treatment_group + state_name,,,Maine,
patching,11,broad_treatment_group + state_name,,,Maryland,
patching,4,broad_treatment_group + state_name,,,Massachusetts,
patching,32,broad_treatment_group + state_name,,,Michigan,
patching,82,broad_treatment_group + state_name,,,Minnesota,
patching,17,broad_treatment_group + state_name,,,Mississippi,
patching,55,broad_treatment_group + state_name,,,Missouri,
patching,4,broad_treatment_group + state_name,,,Montana,
patching,19,broad_treatment_group + state_name,,,Nebraska,
patching,43,broad_treatment_group + state_name,,,Nevada,
patching,2,broad_treatment_group + state_name,,,New Hampshire,
patching,18,broad_treatment_group + state_name,,,New Jersey,
patching,14,broad_treatment_group + state_name,,,New Mexico,
patching,33,broad_treatment_group + state_name,,,New York,
patching,13,broad_treatment_group + state_name,,,North Carolina,
patching,18,broad_treatment_group + state_name,,,North Dakota,
patching,29,broad_treatment_group + state_name,,,Ohio,
patching,55,broad_treatment_group + state_name,,,Oklahoma,
patching,7,broad_treatment_group + state_name,,,Oregon,
patching,69,broad_treatment_group + state_name,,,Pennsylvania,
patching,1,broad_treatment_group + state_name,,,Rhode Island,
patching,7,broad_treatment_group + state_name,,,South Carolina,
patching,53,broad_treatment_group + state_name,,,South Dakota,
patching,2,broad_treatment_group + state_name,,,State 72,
patching,28,broad_treatment_group + state_name,,,State 81,
patching,26,broad_treatment_group + state_name,,,State 83,
patching,1,broad_treatment_group + state_name,,,State 84,
patching,3,broad_treatment_group + state_name,,,State 86,
patching,8,broad_treatment_group + state_name,,,State 87,
patching,6,broad_treatment_group + state_name,,,State 88,
patching,18,broad_treatment_group + state_name,,,State 89,
patching,29,broad_treatment_group + state_name,,,State 90,
patching,27,broad_treatment_group + state_name,,,Tennessee,
patching,116,broad_treatment_group + state_name,,,Texas,
patching,10,broad_treatment_group + state_name,,,Utah,
patching,1,broad_treatment_group + state_name,,,Vermont,
patching,25,broad_treatment_group + state_name,,,Virginia,
patching,15,broad_treatment_group + state_name,,,Washington,
patching,3,broad_treatment_group + state_name,,,West Virginia,
patching,79,broad_treatment_group + state_name,,,Wisconsin,
patching,4,broad_treatment_group + state_name,,,Wyoming,
reconstruction_or_major_rehab,6,broad_treatment_group + state_name,,,California,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Florida,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Idaho,
reconstruction_or_major_rehab,7,broad_treatment_group + state_name,,,Illinois,
reconstruction_or_major_rehab,14,broad_treatment_group + state_name,,,Iowa,
reconstruction_or_major_rehab,5,broad_treatment_group + state_name,,,Kansas,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Michigan,
reconstruction_or_major_rehab,2,broad_treatment_group + state_name,,,Minnesota,
reconstruction_or_major_rehab,7,broad_treatment_group + state_name,,,Missouri,
reconstruction_or_major_rehab,3,broad_treatment_group + state_name,,,Ohio,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Oklahoma,
reconstruction_or_major_rehab,5,broad_treatment_group + state_name,,,Pennsylvania,
reconstruction_or_major_rehab,9,broad_treatment_group + state_name,,,South Dakota,
reconstruction_or_major_rehab,2,broad_treatment_group + state_name,,,Tennessee,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Texas,
reconstruction_or_major_rehab,1,broad_treatment_group + state_name,,,Wisconsin,
seal_coat,7,broad_treatment_group + state_name,,,Alabama,
seal_coat,65,broad_treatment_group + state_name,,,Arizona,
seal_coat,3,broad_treatment_group + state_name,,,Arkansas,
seal_coat,24,broad_treatment_group + state_name,,,California,
seal_coat,10,broad_treatment_group + state_name,,,Colorado,
seal_coat,16,broad_treatment_group + state_name,,,Florida,
seal_coat,1,broad_treatment_group + state_name,,,Georgia,
seal_coat,15,broad_treatment_group + state_name,,,Idaho,
seal_coat,4,broad_treatment_group + state_name,,,Illinois,
seal_coat,4,broad_treatment_group + state_name,,,Indiana,
seal_coat,4,broad_treatment_group + state_name,,,Iowa,
seal_coat,9,broad_treatment_group + state_name,,,Kansas,
seal_coat,4,broad_treatment_group + state_name,,,Kentucky,
seal_coat,2,broad_treatment_group + state_name,,,Maryland,
seal_coat,12,broad_treatment_group + state_name,,,Michigan,
seal_coat,18,broad_treatment_group + state_name,,,Minnesota,
seal_coat,4,broad_treatment_group + state_name,,,Mississippi,
seal_coat,9,broad_treatment_group + state_name,,,Missouri,
seal_coat,23,broad_treatment_group + state_name,,,Montana,
seal_coat,10,broad_treatment_group + state_name,,,Nebraska,
seal_coat,12,broad_treatment_group + state_name,,,Nevada,
seal_coat,1,broad_treatment_group + state_name,,,New Hampshire,
seal_coat,1,broad_treatment_group + state_name,,,New Jersey,
seal_coat,1,broad_treatment_group + state_name,,,New Mexico,
seal_coat,9,broad_treatment_group + state_name,,,New York,
seal_coat,3,broad_treatment_group + state_name,,,North Carolina,
seal_coat,1,broad_treatment_group + state_name,,,North Dakota,
seal_coat,1,broad_treatment_group + state_name,,,Ohio,
seal_coat,12,broad_treatment_group + state_name,,,Oklahoma,
seal_coat,7,broad_treatment_group + state_name,,,Pennsylvania,
seal_coat,22,broad_treatment_group + state_name,,,South Dakota,
seal_coat,6,broad_treatment_group + state_name,,,State 81,
seal_coat,1,broad_treatment_group + state_name,,,State 82,
seal_coat,24,broad_treatment_group + state_name,,,State 83,
seal_coat,1,broad_treatment_group + state_name,,,State 86,
seal_coat,6,broad_treatment_group + state_name,,,State 87,
seal_coat,2,broad_treatment_group + state_name,,,State 89,
seal_coat,11,broad_treatment_group + state_name,,,State 90,
seal_coat,5,broad_treatment_group + state_name,,,Tennessee,
seal_coat,88,broad_treatment_group + state_name,,,Texas,
seal_coat,20,broad_treatment_group + state_name,,,Utah,
seal_coat,1,broad_treatment_group + state_name,,,Vermont,
seal_coat,3,broad_treatment_group + state_name,,,Virginia,
seal_coat,16,broad_treatment_group + state_name,,,Washington,
seal_coat,21,broad_treatment_group + state_name,,,Wyoming,
shoulder_restoration,1,broad_treatment_group + state_name,,,Alabama,
shoulder_restoration,4,broad_treatment_group + state_name,,,Arkansas,
shoulder_restoration,8,broad_treatment_group + state_name,,,California,
shoulder_restoration,2,broad_treatment_group + state_name,,,Florida,
shoulder_restoration,6,broad_treatment_group + state_name,,,Georgia,
shoulder_restoration,1,broad_treatment_group + state_name,,,Illinois,
shoulder_restoration,9,broad_treatment_group + state_name,,,Iowa,
shoulder_restoration,2,broad_treatment_group + state_name,,,Michigan,
shoulder_restoration,3,broad_treatment_group + state_name,,,Minnesota,
shoulder_restoration,5,broad_treatment_group + state_name,,,Mississippi,
shoulder_restoration,1,broad_treatment_group + state_name,,,Missouri,
shoulder_restoration,2,broad_treatment_group + state_name,,,New Jersey,
shoulder_restoration,1,broad_treatment_group + state_name,,,New York,
shoulder_restoration,2,broad_treatment_group + state_name,,,North Carolina,
shoulder_restoration,25,broad_treatment_group + state_name,,,North Dakota,
shoulder_restoration,6,broad_treatment_group + state_name,,,Ohio,
shoulder_restoration,6,broad_treatment_group + state_name,,,Pennsylvania,
shoulder_restoration,10,broad_treatment_group + state_name,,,South Dakota,
shoulder_restoration,1,broad_treatment_group + state_name,,,State 81,
shoulder_restoration,10,broad_treatment_group + state_name,,,State 83,
shoulder_restoration,1,broad_treatment_group + state_name,,,State 84,
shoulder_restoration,1,broad_treatment_group + state_name,,,State 89,
shoulder_restoration,2,broad_treatment_group + state_name,,,State 90,
shoulder_restoration,5,broad_treatment_group + state_name,,,Texas,
shoulder_restoration,3,broad_treatment_group + state_name,,,Wisconsin,
unknown,75,broad_treatment_group + state_name,,,Alabama,
unknown,6,broad_treatment_group + state_name,,,Alaska,
unknown,172,broad_treatment_group + state_name,,,Arizona,
unknown,67,broad_treatment_group + state_name,,,Arkansas,
unknown,135,broad_treatment_group + state_name,,,California,
unknown,74,broad_treatment_group + state_name,,,Colorado,
unknown,11,broad_treatment_group + state_name,,,Connecticut,
unknown,35,broad_treatment_group + state_name,,,Delaware,
unknown,1,broad_treatment_group + state_name,,,District of Columbia,
unknown,90,broad_treatment_group + state_name,,,Florida,
unknown,39,broad_treatment_group + state_name,,,Georgia,
unknown,4,broad_treatment_group + state_name,,,Hawaii,
unknown,28,broad_treatment_group + state_name,,,Idaho,
unknown,45,broad_treatment_group + state_name,,,Illinois,
unknown,61,broad_treatment_group + state_name,,,Indiana,
unknown,73,broad_treatment_group + state_name,,,Iowa,
unknown,75,broad_treatment_group + state_name,,,Kansas,
unknown,22,broad_treatment_group + state_name,,,Kentucky,
unknown,25,broad_treatment_group + state_name,,,Louisiana,
unknown,19,broad_treatment_group + state_name,,,Maine,
unknown,35,broad_treatment_group + state_name,,,Maryland,
unknown,3,broad_treatment_group + state_name,,,Massachusetts,
unknown,83,broad_treatment_group + state_name,,,Michigan,
unknown,89,broad_treatment_group + state_name,,,Minnesota,
unknown,52,broad_treatment_group + state_name,,,Mississippi,
unknown,121,broad_treatment_group + state_name,,,Missouri,
unknown,43,broad_treatment_group + state_name,,,Montana,
unknown,50,broad_treatment_group + state_name,,,Nebraska,
unknown,78,broad_treatment_group + state_name,,,Nevada,
unknown,1,broad_treatment_group + state_name,,,New Hampshire,
unknown,33,broad_treatment_group + state_name,,,New Jersey,
unknown,49,broad_treatment_group + state_name,,,New Mexico,
unknown,29,broad_treatment_group + state_name,,,New York,
unknown,54,broad_treatment_group + state_name,,,North Carolina,
unknown,23,broad_treatment_group + state_name,,,North Dakota,
unknown,65,broad_treatment_group + state_name,,,Ohio,
unknown,81,broad_treatment_group + state_name,,,Oklahoma,
unknown,18,broad_treatment_group + state_name,,,Oregon,
unknown,54,broad_treatment_group + state_name,,,Pennsylvania,
unknown,1,broad_treatment_group + state_name,,,Rhode Island,
unknown,10,broad_treatment_group + state_name,,,South Carolina,
unknown,39,broad_treatment_group + state_name,,,South Dakota,
unknown,4,broad_treatment_group + state_name,,,State 72,
unknown,19,broad_treatment_group + state_name,,,State 81,
unknown,6,broad_treatment_group + state_name,,,State 82,
unknown,29,broad_treatment_group + state_name,,,State 83,
unknown,4,broad_treatment_group + state_name,,,State 84,
unknown,3,broad_treatment_group + state_name,,,State 85,
unknown,1,broad_treatment_group + state_name,,,State 86,
unknown,41,broad_treatment_group + state_name,,,State 87,
unknown,3,broad_treatment_group + state_name,,,State 88,
unknown,23,broad_treatment_group + state_name,,,State 89,
unknown,30,broad_treatment_group + state_name,,,State 90,
unknown,42,broad_treatment_group + state_name,,,Tennessee,
unknown,245,broad_treatment_group + state_name,,,Texas,
unknown,112,broad_treatment_group + state_name,,,Utah,
unknown,5,broad_treatment_group + state_name,,,Vermont,
unknown,33,broad_treatment_group + state_name,,,Virginia,
unknown,62,broad_treatment_group + state_name,,,Washington,
unknown,5,broad_treatment_group + state_name,,,West Virginia,
unknown,79,broad_treatment_group + state_name,,,Wisconsin,
unknown,26,broad_treatment_group + state_name,,,Wyoming,
asphalt_overlay,196,broad_treatment_group + functional_class,,,,1.0
asphalt_overlay,246,broad_treatment_group + functional_class,,,,2.0
asphalt_overlay,62,broad_treatment_group + functional_class,,,,6.0
asphalt_overlay,13,broad_treatment_group + functional_class,,,,7.0
asphalt_overlay,3,broad_treatment_group + functional_class,,,,8.0
asphalt_overlay,28,broad_treatment_group + functional_class,,,,11.0
asphalt_overlay,16,broad_treatment_group + functional_class,,,,12.0
asphalt_overlay,22,broad_treatment_group + functional_class,,,,14.0
asphalt_overlay,2,broad_treatment_group + functional_class,,,,16.0
asphalt_overlay,631,broad_treatment_group + functional_class,,,,
crack_sealing,224,broad_treatment_group + functional_class,,,,1.0
crack_sealing,282,broad_treatment_group + functional_class,,,,2.0
crack_sealing,74,broad_treatment_group + functional_class,,,,6.0
crack_sealing,23,broad_treatment_group + functional_class,,,,7.0
crack_sealing,5,broad_treatment_group + functional_class,,,,8.0
crack_sealing,50,broad_treatment_group + functional_class,,,,11.0
crack_sealing,10,broad_treatment_group + functional_class,,,,12.0
crack_sealing,88,broad_treatment_group + functional_class,,,,14.0
crack_sealing,3,broad_treatment_group + functional_class,,,,16.0
crack_sealing,650,broad_treatment_group + functional_class,,,,
grinding,29,broad_treatment_group + functional_class,,,,1.0
grinding,17,broad_treatment_group + functional_class,,,,2.0
grinding,4,broad_treatment_group + functional_class,,,,11.0
grinding,1,broad_treatment_group + functional_class,,,,12.0
grinding,73,broad_treatment_group + functional_class,,,,
other_maintenance,1,broad_treatment_group + functional_class,,,,
patching,260,broad_treatment_group + functional_class,,,,1.0
patching,305,broad_treatment_group + functional_class,,,,2.0
patching,79,broad_treatment_group + functional_class,,,,6.0
patching,15,broad_treatment_group + functional_class,,,,7.0
patching,2,broad_treatment_group + functional_class,,,,8.0
patching,1,broad_treatment_group + functional_class,,,,9.0
patching,44,broad_treatment_group + functional_class,,,,11.0
patching,15,broad_treatment_group + functional_class,,,,12.0
patching,28,broad_treatment_group + functional_class,,,,14.0
patching,4,broad_treatment_group + functional_class,,,,16.0
patching,4,broad_treatment_group + functional_class,,,,17.0
patching,882,broad_treatment_group + functional_class,,,,
reconstruction_or_major_rehab,12,broad_treatment_group + functional_class,,,,1.0
reconstruction_or_major_rehab,5,broad_treatment_group + functional_class,,,,2.0
reconstruction_or_major_rehab,2,broad_treatment_group + functional_class,,,,12.0
reconstruction_or_major_rehab,47,broad_treatment_group + functional_class,,,,
seal_coat,65,broad_treatment_group + functional_class,,,,1.0
seal_coat,193,broad_treatment_group + functional_class,,,,2.0
seal_coat,84,broad_treatment_group + functional_class,,,,6.0
seal_coat,13,broad_treatment_group + functional_class,,,,7.0
seal_coat,4,broad_treatment_group + functional_class,,,,8.0
seal_coat,3,broad_treatment_group + functional_class,,,,11.0
seal_coat,1,broad_treatment_group + functional_class,,,,12.0
seal_coat,15,broad_treatment_group + functional_class,,,,14.0
seal_coat,2,broad_treatment_group + functional_class,,,,16.0
seal_coat,139,broad_treatment_group + functional_class,,,,
shoulder_restoration,10,broad_treatment_group + functional_class,,,,1.0
shoulder_restoration,36,broad_treatment_group + functional_class,,,,2.0
shoulder_restoration,3,broad_treatment_group + functional_class,,,,6.0
shoulder_restoration,1,broad_treatment_group + functional_class,,,,7.0
shoulder_restoration,4,broad_treatment_group + functional_class,,,,11.0
shoulder_restoration,2,broad_treatment_group + functional_class,,,,12.0
shoulder_restoration,61,broad_treatment_group + functional_class,,,,
unknown,407,broad_treatment_group + functional_class,,,,1.0
unknown,634,broad_treatment_group + functional_class,,,,2.0
unknown,157,broad_treatment_group + functional_class,,,,6.0
unknown,39,broad_treatment_group + functional_class,,,,7.0
unknown,9,broad_treatment_group + functional_class,,,,8.0
unknown,12,broad_treatment_group + functional_class,,,,9.0
unknown,72,broad_treatment_group + functional_class,,,,11.0
unknown,37,broad_treatment_group + functional_class,,,,12.0
unknown,117,broad_treatment_group + functional_class,,,,14.0
unknown,7,broad_treatment_group + functional_class,,,,16.0
unknown,1,broad_treatment_group + functional_class,,,,17.0
unknown,1348,broad_treatment_group + functional_class,,,,
